Validation_Set,Topics,Alpha,Beta,Coherence
75% Corpus,7,0.61,0.61,-1.8467707134390896
75% Corpus,7,0.61,0.9099999999999999,-2.7662327319725484
75% Corpus,7,0.61,symmetric,-1.275605970667478
75% Corpus,7,0.9099999999999999,0.01,-1.041430422285062
75% Corpus,7,0.9099999999999999,0.31,-1.365955249700056
75% Corpus,7,0.9099999999999999,0.61,-1.914871498611918
75% Corpus,7,0.9099999999999999,0.9099999999999999,-3.0244007985249435
75% Corpus,7,0.9099999999999999,symmetric,-1.1402376117556952
75% Corpus,7,symmetric,0.01,-1.0984654221357746
75% Corpus,7,symmetric,0.31,-1.3127865268908696
75% Corpus,7,symmetric,0.61,-1.7969866738778595
75% Corpus,7,symmetric,0.9099999999999999,-2.4205502503470124
75% Corpus,7,symmetric,symmetric,-1.2463938714992884
75% Corpus,7,asymmetric,0.01,-1.1250417801404549
75% Corpus,7,asymmetric,0.31,-1.2343923247236543
75% Corpus,7,asymmetric,0.61,-2.102644820269304
75% Corpus,7,asymmetric,0.9099999999999999,-2.7684308150110453
75% Corpus,7,asymmetric,symmetric,-1.161092568430568
75% Corpus,8,0.01,0.01,-1.4807058694457447
75% Corpus,8,0.01,0.31,-1.757970433915113
75% Corpus,8,0.01,0.61,-2.7270444170762573
75% Corpus,8,0.01,0.9099999999999999,-2.5586051410181705
75% Corpus,8,0.01,symmetric,-1.724410271239504
75% Corpus,8,0.31,0.01,-1.570571026848747
75% Corpus,8,0.31,0.31,-2.0725363053497876
75% Corpus,8,0.31,0.61,-1.4509170014499588
75% Corpus,8,0.31,0.9099999999999999,-2.009074189556264
75% Corpus,8,0.31,symmetric,-1.8620738706695363
75% Corpus,8,0.61,0.01,-1.5826264299463095
75% Corpus,8,0.61,0.31,-1.9249582736360797
75% Corpus,8,0.61,0.61,-1.4850015921454296
75% Corpus,8,0.61,0.9099999999999999,-1.8576895478956386
75% Corpus,8,0.61,symmetric,-1.5959022245876648
75% Corpus,8,0.9099999999999999,0.01,-1.5066757714250745
75% Corpus,8,0.9099999999999999,0.31,-2.056492160671469
75% Corpus,8,0.9099999999999999,0.61,-1.1255743808196952
75% Corpus,8,0.9099999999999999,0.9099999999999999,-1.8550244051251648
75% Corpus,8,0.9099999999999999,symmetric,-1.6278174979780535
75% Corpus,8,symmetric,0.01,-1.5286519400065095
75% Corpus,8,symmetric,0.31,-1.9124136429484508
75% Corpus,8,symmetric,0.61,-2.5139385732584616
75% Corpus,8,symmetric,0.9099999999999999,-2.336269464622749
75% Corpus,8,symmetric,symmetric,-1.7791101021539037
75% Corpus,8,asymmetric,0.01,-1.4605443489788976
75% Corpus,8,asymmetric,0.31,-2.0403447475020844
75% Corpus,8,asymmetric,0.61,-2.056129305468852
75% Corpus,8,asymmetric,0.9099999999999999,-3.5050129214986843
75% Corpus,8,asymmetric,symmetric,-1.3975425520942013
75% Corpus,9,0.01,0.01,-1.3669559223202261
75% Corpus,9,0.01,0.31,-1.9527523567270615
75% Corpus,9,0.01,0.61,-2.4226243433130565
75% Corpus,9,0.01,0.9099999999999999,-3.211998722919097
75% Corpus,9,0.01,symmetric,-1.6174788964937163
75% Corpus,9,0.31,0.01,-1.6004117404896778
75% Corpus,9,0.31,0.31,-1.995083661931436
75% Corpus,9,0.31,0.61,-2.175565835148346
75% Corpus,9,0.31,0.9099999999999999,-3.150010676152347
75% Corpus,9,0.31,symmetric,-1.5692559693853907
75% Corpus,9,0.61,0.01,-1.5246598141467282
75% Corpus,9,0.61,0.31,-1.90551344767466
75% Corpus,9,0.61,0.61,-2.501675262885124
75% Corpus,9,0.61,0.9099999999999999,-2.5812672778672177
75% Corpus,9,0.61,symmetric,-1.5732134786439265
75% Corpus,9,0.9099999999999999,0.01,-1.4540916467902225
75% Corpus,9,0.9099999999999999,0.31,-1.979172227331667
75% Corpus,9,0.9099999999999999,0.61,-2.23695390339896
75% Corpus,9,0.9099999999999999,0.9099999999999999,-2.195440785326872
75% Corpus,9,0.9099999999999999,symmetric,-1.5258229593347912
75% Corpus,9,symmetric,0.01,-1.3644402583595425
75% Corpus,9,symmetric,0.31,-1.9434778487480504
75% Corpus,9,symmetric,0.61,-2.44500137012466
75% Corpus,9,symmetric,0.9099999999999999,-3.5434075763225414
75% Corpus,9,symmetric,symmetric,-1.585839713894046
75% Corpus,9,asymmetric,0.01,-1.3751324952877577
75% Corpus,9,asymmetric,0.31,-1.6619978911151678
75% Corpus,9,asymmetric,0.61,-3.080776708050984
75% Corpus,9,asymmetric,0.9099999999999999,-4.253875813834431
75% Corpus,9,asymmetric,symmetric,-1.4883909810892813
75% Corpus,10,0.01,0.01,-1.511091283768772
75% Corpus,10,0.01,0.31,-1.5344484810935453
75% Corpus,10,0.01,0.61,-2.1437802689063563
75% Corpus,10,0.01,0.9099999999999999,-3.185966073527467
75% Corpus,10,0.01,symmetric,-1.568877023066577
75% Corpus,10,0.31,0.01,-1.5944821733164765
75% Corpus,10,0.31,0.31,-1.4204880337138222
75% Corpus,10,0.31,0.61,-2.1737308951869134
75% Corpus,10,0.31,0.9099999999999999,-3.4159114307236984
75% Corpus,10,0.31,symmetric,-1.4340600709402773
75% Corpus,10,0.61,0.01,-1.4456231165067517
75% Corpus,10,0.61,0.31,-1.4086298344895547
75% Corpus,10,0.61,0.61,-1.9120169583623376
75% Corpus,10,0.61,0.9099999999999999,-3.42037434294656
75% Corpus,10,0.61,symmetric,-1.4235840466903047
75% Corpus,10,0.9099999999999999,0.01,-1.404149052996165
75% Corpus,10,0.9099999999999999,0.31,-1.3922858974668013
75% Corpus,10,0.9099999999999999,0.61,-2.03923044338588
75% Corpus,10,0.9099999999999999,0.9099999999999999,-3.184068499767819
75% Corpus,10,0.9099999999999999,symmetric,-1.422807827095528
75% Corpus,10,symmetric,0.01,-1.6132305492204675
75% Corpus,10,symmetric,0.31,-1.5142130972089445
75% Corpus,10,symmetric,0.61,-2.2099842181889486
75% Corpus,10,symmetric,0.9099999999999999,-3.2396479308132955
75% Corpus,10,symmetric,symmetric,-1.4579801604888751
75% Corpus,10,asymmetric,0.01,-1.4160081330023284
75% Corpus,10,asymmetric,0.31,-1.3742999035032786
75% Corpus,10,asymmetric,0.61,-3.3246571672840046
75% Corpus,10,asymmetric,0.9099999999999999,-5.459162440777137
75% Corpus,10,asymmetric,symmetric,-1.281446912171136
100% Corpus,2,0.01,0.01,-0.7993855877222225
100% Corpus,2,0.01,0.31,-0.8106637274778338
100% Corpus,2,0.01,0.61,-0.7932746119253113
100% Corpus,2,0.01,0.9099999999999999,-0.7920184962898733
100% Corpus,2,0.01,symmetric,-0.7972511628097841
100% Corpus,2,0.31,0.01,-0.7993855877222225
100% Corpus,2,0.31,0.31,-0.8106637274778338
100% Corpus,2,0.31,0.61,-0.7940746004725306
100% Corpus,2,0.31,0.9099999999999999,-0.7929669653521518
100% Corpus,2,0.31,symmetric,-0.7960250692602355
100% Corpus,2,0.61,0.01,-0.7785748004188993
100% Corpus,2,0.61,0.31,-0.8095272085103391
100% Corpus,2,0.61,0.61,-0.8135429833704709
100% Corpus,2,0.61,0.9099999999999999,-0.781376164325227
100% Corpus,2,0.61,symmetric,-0.8154934521581759
100% Corpus,2,0.9099999999999999,0.01,-0.778351375492516
100% Corpus,2,0.9099999999999999,0.31,-0.8363453533297492
100% Corpus,2,0.9099999999999999,0.61,-0.8082836039582519
100% Corpus,2,0.9099999999999999,0.9099999999999999,-0.8263639765856232
100% Corpus,2,0.9099999999999999,symmetric,-0.8154934521581759
100% Corpus,2,symmetric,0.01,-0.7993855877222225
100% Corpus,2,symmetric,0.31,-0.8095272085103391
100% Corpus,2,symmetric,0.61,-0.8121688007851648
100% Corpus,2,symmetric,0.9099999999999999,-0.7841577782335775
100% Corpus,2,symmetric,symmetric,-0.7952250807130163
100% Corpus,2,asymmetric,0.01,-0.7789226407822141
100% Corpus,2,asymmetric,0.31,-0.8364982078754104
100% Corpus,2,asymmetric,0.61,-0.828642666918746
100% Corpus,2,asymmetric,0.9099999999999999,-0.8263804218492599
100% Corpus,2,asymmetric,symmetric,-0.8276747426902882
100% Corpus,3,0.01,0.01,-0.8638784790873668
100% Corpus,3,0.01,0.31,-0.8261280401002181
100% Corpus,3,0.01,0.61,-0.8739644704106015
100% Corpus,3,0.01,0.9099999999999999,-1.235678882032379
100% Corpus,3,0.01,symmetric,-0.8191174873161192
100% Corpus,3,0.31,0.01,-0.8620935523777864
100% Corpus,3,0.31,0.31,-0.8886859467707319
100% Corpus,3,0.31,0.61,-0.8687597490929218
100% Corpus,3,0.31,0.9099999999999999,-1.2467482540067734
100% Corpus,3,0.31,symmetric,-0.8791650317663787
100% Corpus,3,0.61,0.01,-0.8835553583785476
100% Corpus,3,0.61,0.31,-0.8686400935454097
100% Corpus,3,0.61,0.61,-0.8574206508156778
100% Corpus,3,0.61,0.9099999999999999,-1.0732798393069498
100% Corpus,3,0.61,symmetric,-0.8659479393126785
100% Corpus,3,0.9099999999999999,0.01,-0.8823746893757883
100% Corpus,3,0.9099999999999999,0.31,-0.8854170312208808
100% Corpus,3,0.9099999999999999,0.61,-0.8489450767007206
100% Corpus,3,0.9099999999999999,0.9099999999999999,-1.1006121596012726
100% Corpus,3,0.9099999999999999,symmetric,-0.9334972326826638
100% Corpus,3,symmetric,0.01,-0.8620935523777864
100% Corpus,3,symmetric,0.31,-0.8884228938807478
100% Corpus,3,symmetric,0.61,-0.8645383932903394
100% Corpus,3,symmetric,0.9099999999999999,-1.0908860489727257
100% Corpus,3,symmetric,symmetric,-0.8769443048918538
100% Corpus,3,asymmetric,0.01,-0.8369504420302412
100% Corpus,3,asymmetric,0.31,-0.8596081312703733
100% Corpus,3,asymmetric,0.61,-1.0120625362533888
100% Corpus,3,asymmetric,0.9099999999999999,-1.0347033940509827
100% Corpus,3,asymmetric,symmetric,-0.8573489302844722
100% Corpus,4,0.01,0.01,-0.9032277858237845
100% Corpus,4,0.01,0.31,-1.0453403494819513
100% Corpus,4,0.01,0.61,-1.1700632945042773
100% Corpus,4,0.01,0.9099999999999999,-1.3028275805817857
100% Corpus,4,0.01,symmetric,-0.9668708166405863
100% Corpus,4,0.31,0.01,-0.903468826559713
100% Corpus,4,0.31,0.31,-1.0555230198381385
100% Corpus,4,0.31,0.61,-1.1451234247943611
100% Corpus,4,0.31,0.9099999999999999,-1.2009164052058463
100% Corpus,4,0.31,symmetric,-1.0337915530523722
100% Corpus,4,0.61,0.01,-0.8978195985869766
100% Corpus,4,0.61,0.31,-1.0392536681281608
100% Corpus,4,0.61,0.61,-1.1728201067629582
100% Corpus,4,0.61,0.9099999999999999,-1.2267715385618907
100% Corpus,4,0.61,symmetric,-0.9580265628047493
100% Corpus,4,0.9099999999999999,0.01,-0.8836132378862591
100% Corpus,4,0.9099999999999999,0.31,-0.9783172554629751
100% Corpus,4,0.9099999999999999,0.61,-1.1772721011687028
100% Corpus,4,0.9099999999999999,0.9099999999999999,-1.3568635964648124
100% Corpus,4,0.9099999999999999,symmetric,-0.9350683946805287
100% Corpus,4,symmetric,0.01,-0.9034499065753284
100% Corpus,4,symmetric,0.31,-1.1052284641502217
100% Corpus,4,symmetric,0.61,-1.1457163636119707
100% Corpus,4,symmetric,0.9099999999999999,-1.204615330851276
100% Corpus,4,symmetric,symmetric,-1.0253950103100398
100% Corpus,4,asymmetric,0.01,-0.8833876380770941
100% Corpus,4,asymmetric,0.31,-0.9638226449648418
100% Corpus,4,asymmetric,0.61,-1.1055820771239804
100% Corpus,4,asymmetric,0.9099999999999999,-1.089394934451579
100% Corpus,4,asymmetric,symmetric,-0.9185713489028005
100% Corpus,5,0.01,0.01,-0.8964547915749496
100% Corpus,5,0.01,0.31,-1.0066257495779332
100% Corpus,5,0.01,0.61,-0.9878697085791849
100% Corpus,5,0.01,0.9099999999999999,-1.1765031305029916
100% Corpus,5,0.01,symmetric,-0.930363728870892
100% Corpus,5,0.31,0.01,-0.8974030482398752
100% Corpus,5,0.31,0.31,-0.9981712449352267
100% Corpus,5,0.31,0.61,-1.387225619805246
100% Corpus,5,0.31,0.9099999999999999,-1.2525963361594878
100% Corpus,5,0.31,symmetric,-1.0126956395486766
100% Corpus,5,0.61,0.01,-0.915302157342528
100% Corpus,5,0.61,0.31,-1.0149078589509848
100% Corpus,5,0.61,0.61,-1.3295276457336975
100% Corpus,5,0.61,0.9099999999999999,-1.492821658113562
100% Corpus,5,0.61,symmetric,-0.9953120719178269
100% Corpus,5,0.9099999999999999,0.01,-0.9317949674555892
100% Corpus,5,0.9099999999999999,0.31,-0.981875196828612
100% Corpus,5,0.9099999999999999,0.61,-1.3203084961177194
100% Corpus,5,0.9099999999999999,0.9099999999999999,-1.450760617682176
100% Corpus,5,0.9099999999999999,symmetric,-1.001622517344379
100% Corpus,5,symmetric,0.01,-0.8873455894250588
100% Corpus,5,symmetric,0.31,-1.0081394790918492
100% Corpus,5,symmetric,0.61,-1.2381607104433459
100% Corpus,5,symmetric,0.9099999999999999,-1.3168286971331433
100% Corpus,5,symmetric,symmetric,-1.0075171334967323
100% Corpus,5,asymmetric,0.01,-0.9392262424018616
100% Corpus,5,asymmetric,0.31,-0.9372382362683848
100% Corpus,5,asymmetric,0.61,-0.9281193235749656
100% Corpus,5,asymmetric,0.9099999999999999,-1.0075062740124867
100% Corpus,5,asymmetric,symmetric,-0.9651306354961587
100% Corpus,6,0.01,0.01,-1.1509314647139843
100% Corpus,6,0.01,0.31,-1.1631238664431252
100% Corpus,6,0.01,0.61,-1.228073386456711
100% Corpus,6,0.01,0.9099999999999999,-1.1432716550681026
100% Corpus,6,0.01,symmetric,-1.0623274507843588
100% Corpus,6,0.31,0.01,-1.183253599887183
100% Corpus,6,0.31,0.31,-1.2390427131047634
100% Corpus,6,0.31,0.61,-1.1543863193236599
100% Corpus,6,0.31,0.9099999999999999,-1.1268234932106482
100% Corpus,6,0.31,symmetric,-1.05516349267697
100% Corpus,6,0.61,0.01,-1.2008290812031615
100% Corpus,6,0.61,0.31,-1.3105357354757987
100% Corpus,6,0.61,0.61,-1.1497876043845365
100% Corpus,6,0.61,0.9099999999999999,-1.1449556525910662
100% Corpus,6,0.61,symmetric,-1.083976262841934
100% Corpus,6,0.9099999999999999,0.01,-1.2255391707854695
100% Corpus,6,0.9099999999999999,0.31,-1.3353838494757104
100% Corpus,6,0.9099999999999999,0.61,-1.2995417026208471
100% Corpus,6,0.9099999999999999,0.9099999999999999,-1.2612466485837623
100% Corpus,6,0.9099999999999999,symmetric,-1.0756179375751198
100% Corpus,6,symmetric,0.01,-1.1764310969893816
100% Corpus,6,symmetric,0.31,-1.2403002481204208
100% Corpus,6,symmetric,0.61,-1.1634650872967909
100% Corpus,6,symmetric,0.9099999999999999,-1.2443008734382335
100% Corpus,6,symmetric,symmetric,-1.053784010160151
100% Corpus,6,asymmetric,0.01,-1.197245242717169
100% Corpus,6,asymmetric,0.31,-1.2567122502121695
100% Corpus,6,asymmetric,0.61,-1.2349026053023728
100% Corpus,6,asymmetric,0.9099999999999999,-2.301545168723583
100% Corpus,6,asymmetric,symmetric,-1.067120088102906
100% Corpus,7,0.01,0.01,-1.0290762240538185
100% Corpus,7,0.01,0.31,-1.2149802353978492
100% Corpus,7,0.01,0.61,-1.7976221112058808
100% Corpus,7,0.01,0.9099999999999999,-2.2331960759965455
100% Corpus,7,0.01,symmetric,-1.1659277535422514
100% Corpus,7,0.31,0.01,-1.0861373718139589
100% Corpus,7,0.31,0.31,-1.2063415085049674
100% Corpus,7,0.31,0.61,-1.6832042993639758
100% Corpus,7,0.31,0.9099999999999999,-2.350671822621799
100% Corpus,7,0.31,symmetric,-1.0723868543931552
100% Corpus,7,0.61,0.01,-1.0621077277476043
100% Corpus,7,0.61,0.31,-1.1282788798374763
100% Corpus,7,0.61,0.61,-2.134594971595271
100% Corpus,7,0.61,0.9099999999999999,-2.553173207881806
100% Corpus,7,0.61,symmetric,-1.215179652024559
100% Corpus,7,0.9099999999999999,0.01,-1.0733272850500044
100% Corpus,7,0.9099999999999999,0.31,-1.1107646503496642
100% Corpus,7,0.9099999999999999,0.61,-1.8897796953093244
100% Corpus,7,0.9099999999999999,0.9099999999999999,-2.4927247043027556
100% Corpus,7,0.9099999999999999,symmetric,-1.1265601592638002
100% Corpus,7,symmetric,0.01,-1.0428710407266553
100% Corpus,7,symmetric,0.31,-1.2069587007199867
100% Corpus,7,symmetric,0.61,-1.699225854626175
100% Corpus,7,symmetric,0.9099999999999999,-2.3225593332521752
100% Corpus,7,symmetric,symmetric,-1.26551575396439
100% Corpus,7,asymmetric,0.01,-1.0674253279420431
100% Corpus,7,asymmetric,0.31,-1.2280865219830701
100% Corpus,7,asymmetric,0.61,-1.9283025295505554
100% Corpus,7,asymmetric,0.9099999999999999,-2.1844122896337272
100% Corpus,7,asymmetric,symmetric,-1.2142275518192263
100% Corpus,8,0.01,0.01,-1.2360859896346565
100% Corpus,8,0.01,0.31,-1.4897332023185785
100% Corpus,8,0.01,0.61,-2.040810590195878
100% Corpus,8,0.01,0.9099999999999999,-2.293530259012643
100% Corpus,8,0.01,symmetric,-1.383619728225268
100% Corpus,8,0.31,0.01,-1.1768701171337868
100% Corpus,8,0.31,0.31,-1.4281730449314702
100% Corpus,8,0.31,0.61,-1.4016828733423021
100% Corpus,8,0.31,0.9099999999999999,-2.18627360338424
100% Corpus,8,0.31,symmetric,-1.3645895862594584
100% Corpus,8,0.61,0.01,-1.1793110421298656
100% Corpus,8,0.61,0.31,-1.7739969643227513
100% Corpus,8,0.61,0.61,-2.0845549240263646
100% Corpus,8,0.61,0.9099999999999999,-2.5369081906407485
100% Corpus,8,0.61,symmetric,-1.518256191142398
100% Corpus,8,0.9099999999999999,0.01,-1.2959406567780514
100% Corpus,8,0.9099999999999999,0.31,-1.7011606138163318
100% Corpus,8,0.9099999999999999,0.61,-2.305417061330461
100% Corpus,8,0.9099999999999999,0.9099999999999999,-2.4240103289591435
100% Corpus,8,0.9099999999999999,symmetric,-1.4267001057070043
100% Corpus,8,symmetric,0.01,-1.153705667733394
100% Corpus,8,symmetric,0.31,-1.4339000705440648
100% Corpus,8,symmetric,0.61,-1.8720261117008468
100% Corpus,8,symmetric,0.9099999999999999,-2.5275915987161306
