formatted_address,name,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,rating,opening_hours.open_now,adelaide?,south_australia?,australia?,sa?,big_list_name
"Level 3/76 Skyring Terrace, Newstead QLD 4006, Australia",national heavy vehicle regulator,-27.4503138,153.044463,-27.44887522010728,153.0456277298927,-27.45157487989273,153.0429280701073,3.0,True,-1,-1,47,-1,the national heavy vehicle regulator warrant officer
"1010, Joint Base Lewis-McChord, WA 98433, United States",joint base lewis-mcchord,47.09201179999999,-122.6148244,47.09336282989272,-122.6135577701073,47.09066317010728,-122.6162574298927,4.0,True,-1,-1,-1,-1,joint task force
"9059 Gardener Loop Rd, Joint Base Lewis-McChord, WA 98433, United States",jblm warrior transition battalion,47.1054361,-122.5526599,47.10668982989272,-122.5512480701072,47.10399017010727,-122.5539477298927,4.0,False,-1,-1,-1,-1,global transition fund
"13 Beatty St, Linden Park SA 5065, Australia",the royal australian regiment association,-34.941709,138.643638,-34.94035037010728,138.6451552298927,-34.94305002989272,138.6424555701073,4.9,False,-1,-1,35,26,the royal australian regiment
"Joint Base Lewis-McChord, WA 98433, United States",5-3 field artillery battalion,47.1280949,-122.6139222,47.12944472989273,-122.6125723701073,47.12674507010728,-122.6152720298927,0.0,True,-1,-1,-1,-1,nd th battalion
"Joint Base Lewis-McChord, WA 98433, United States","1-37 field artillery battalion, 1-2 sbct",47.0702288,-122.5843817,47.07153867989273,-122.5829951201073,47.06883902010728,-122.5856947798927,1.0,True,-1,-1,-1,-1,edrill australia s
"Joint Base Lewis-McChord, WA 98433, United States",2nd battalion 1st infantry regiment,47.1218925,-122.6079003,47.12333962989272,-122.6066968701073,47.12063997010728,-122.6093965298928,2.3,True,-1,-1,-1,-1,the st signal regiment
"Treloar Cres, Campbell ACT 2612, Australia",australian war memorial,-35.2811355,149.1484327,-35.28004505000001,149.1503852798927,-35.28330164999999,149.1476856201073,4.8,,-1,-1,33,-1,australian army
"4735 E Marginal Way S Bldg 1202, Seattle, WA 98134, United States",army corps of engineers,47.5597566,-122.3426988,47.56141967989272,-122.3413039201073,47.55872002010728,-122.3440035798927,5.0,True,-1,-1,-1,-1,acronis engineers
"Russell Dr, Russell ACT 2600, Australia",royal australian air force - air force hq,-35.2968792,149.1514504,-35.29554262010728,149.1527615798927,-35.29824227989273,149.1500619201073,5.0,True,-1,-1,30,-1,royal australian air force base
"316 N 70th St, Seattle, WA 98103, United States",emmanuel anglican church,47.67973809999999,-122.3545846,47.68109402989273,-122.3532344201073,47.67839437010728,-122.3559340798927,5.0,False,-1,-1,-1,-1,the anglican church
"Sirius Building, Furzer St, Woden Town Centre ACT 2606, Australia",department of health and aged care,-35.3423462,149.0842815,-35.34078027010728,149.0855908798927,-35.34347992989272,149.0828912201073,3.9,True,-1,-1,56,-1,department of health
"Level 1/324 Queen St, Brisbane City QLD 4000, Australia",australian college of rural and remote medicine,-27.4666965,153.0286932,-27.46548972010727,153.0299824298927,-27.46818937989272,153.0272827701073,4.2,True,-1,-1,46,-1,royal australian college of general practitioners
"303 S Jackson St, Seattle, WA 98104, United States",seattle office of arts & culture,47.59905,-122.3304229,47.60047492989272,-122.3294413701073,47.59777527010727,-122.3321410298927,5.0,True,-1,-1,-1,-1,chamber of arts and culture
"ATO self service facilities available only, 2/12 Macquarie St, Parramatta NSW 2150, Australia",australian taxation office,-33.8143064,151.0006792,-33.81270822010727,151.0017075798927,-33.81540787989271,150.9990079201073,2.6,True,-1,-1,84,-1,the australian taxation office
"16275 NE 85th St, Redmond, WA 98052, United States",tailwind capital,47.6781467,-122.1231574,47.67967217989272,-122.1217830701073,47.67697252010728,-122.1244827298927,0.0,,-1,-1,-1,-1,aviron capital
"28 Barrack St, Perth WA 6000, Australia",state solicitor's office,-31.9551899,115.8604006,-31.95378177010728,115.8615848798927,-31.95648142989272,115.8588852201073,5.0,False,-1,-1,30,-1,state solicitor s office
"5405 Wilkinson Rd, Langley, WA 98260, United States",eft tapping training institute,47.5987056,-122.3245551,47.60006057989272,-122.3234567201073,47.59736092010727,-122.3261563798927,5.0,True,-1,-1,-1,-1,the australia institute
"110 W Dayton St, Edmonds, WA 98020, United States",compass courses,47.8093723,-122.3840337,47.81075602989272,-122.3826861201073,47.80805637010727,-122.3853857798927,4.7,False,-1,-1,-1,-1,homes court
"Austworld Centre, 296 Nerang Broadbeach Rd, Carrara QLD 4211, Australia",gold coast suns,-28.003803,153.3643849,-28.00252562010728,153.3654875798927,-28.00522527989272,153.3627879201073,2.3,True,-1,-1,62,-1,the gold coast suns
"Nerang Broadbeach Rd, Carrara QLD 4211, Australia",metricon stadium,-28.0063039,153.3671008,-28.0033879,153.3690415,-28.0072759,153.3612787,4.3,,-1,-1,40,-1,bendigo stadium
"Hannes-Haferkamp-Platz 1, 49084 OsnabrÃÂ¼ck, Germany",vfl osnabrÃ£Â¼ck,52.2802398,8.071333599999999,52.28158962989272,8.072683429892722,52.27888997010727,8.069983770107278,4.2,False,-1,-1,-1,-1,oil search
"12530 135th Ave NE, Kirkland, WA 98034, United States",tk elevator seattle,47.71288999999999,-122.1597967,47.71424672989272,-122.1586336701073,47.71154707010727,-122.1613333298927,4.1,True,-1,-1,-1,-1,kennedy electorate
"2600 Oldmans Crk Rd, Swedesboro, NJ 08085, United States",thomas foods usa,39.75085440000001,-75.3780955,39.75236977989272,-75.37631192010728,39.74967012010728,-75.37901157989272,3.0,True,-1,-1,-1,-1,thomas foods
"505 Fullarton Rd, Netherby SA 5062, Australia",urrbrae agricultural high school,-34.9669798,138.6252763,-34.96587352010727,138.6266550298927,-34.96857317989272,138.6239553701072,4.3,True,-1,-1,36,27,urrbrae agricultural college
"215 W Mukilteo Blvd #205, Everett, WA 98203, United States",trinity education foundation,47.957442,-122.2311018,47.95892752989272,-122.2298933201073,47.95622787010728,-122.2325929798927,5.0,True,-1,-1,-1,-1,australian education union
"88 Wakefield St, Adelaide SA 5000, Australia","torrens university australia, adelaide campus",-34.9282331,138.6039198,-34.92696137010728,138.6053277798927,-34.92966102989272,138.6026281201073,2.8,True,17,-1,35,26,torrens university australia s
"10252 City Pkwy #200, Surrey, BC V3T 4C2, Canada",westminster college,49.1891979,-122.8473081,49.19055197989272,-122.8461555701073,49.18785232010728,-122.8488552298927,0.0,True,-1,-1,-1,-1,westminster college
"Adelaide Oval, War Memorial Dr, North Adelaide SA 5006, Australia",the south australian cricket association,-34.9168263,138.5962914,-34.91566622010728,138.5979872298927,-34.91836587989273,138.5952875701073,4.2,True,0,-1,56,47,the south australian wine industry association
"11410 NE 124th St #277, Kirkland, WA 98034, United States",seattle womenÃ¢ÂÂs hockey club,47.7115533,-122.1886538,47.71290572989273,-122.1873039201073,47.71020607010728,-122.1900035798927,0.0,,-1,-1,-1,-1,batters cricket club
"1490 Carcuma Rd, Tintinara SA 5266, Australia",southern cross feedlot,-35.7635101,140.105375,-35.76236922010727,140.10954995,-35.76506887989272,140.10398335,4.1,True,-1,-1,36,27,southern cross certified
"100 Royal Parade, Parkville VIC 3052, Australia",trinity college,-37.79463519999999,144.9588919,-37.79332012010727,144.9603466798927,-37.79601977989272,144.9576470201073,4.2,,-1,-1,38,-1,trinity college
"1/23 Enterprise Ave, Tweed Heads South NSW 2486, Australia",dance force,-28.2010413,153.5326654,-28.19972717010728,153.5339719298927,-28.20242682989272,153.5312722701073,4.6,,-1,-1,49,-1,dance force s
"West Arnhem NT 0822, Australia",warddeken indigenous protected area,-12.5118268,133.6319752,-12.51047697010728,133.6333250298927,-12.51317662989272,133.6306253701073,0.0,,-1,-1,21,-1,indigenous voice
"61 McLeod St, Cairns City QLD 4870, Australia",aboriginal carbon foundation,-16.9203576,145.7688842,-16.91901027010728,145.7702308798927,-16.92170992989272,145.7675312201073,0.0,,-1,-1,36,-1,the aboriginal carbon foundation abcf
"153/161 Park St, South Melbourne VIC 3205, Australia",tiverton agriculture impact fund,-37.8348815,144.9636252,-37.83343857010728,144.9648684298927,-37.83613822989272,144.9621687701073,0.0,True,-1,-1,43,-1,the tiverton agriculture impact fund
"3/175 Pitt St, Sydney NSW 2000, Australia",office of the australian information commissioner,-33.8685769,151.2081496,-33.86724327010728,151.2095972298927,-33.86994292989272,151.2068975701073,1.3,True,-1,-1,32,-1,the australian broadcasting commission
"Suite F4, Level 1, The Conservatory Building, 9 Abbott St, Cairns City QLD 4870, Australia",reef and rainforest research centre,-16.9246983,145.7789583,-16.92319377010728,145.7805060298927,-16.92589342989272,145.7778063701073,0.0,True,-1,-1,81,-1,the reef and rainforest research centre
"50 California St 15th Floor, San Francisco, CA 94111, United States",xpansiv,37.7939234,-122.3974043,37.79529002989272,-122.3962011701073,37.79259037010728,-122.3989008298927,0.0,True,-1,-1,-1,29,xpansiv
"2131 2nd Ave, Seattle, WA 98121, United States",xpansiv,47.6130059,-122.344344,47.61441317989272,-122.3430927701073,47.61171352010728,-122.3457924298927,0.0,True,-1,-1,-1,-1,xpansiv
"3737 Brooklyn Ave NE, Seattle, WA 98105, United States","cooperative institute for climate, ocean, & ecosystem studies (cicoes)",47.6530679,-122.315002,47.65441767989272,-122.3136450201073,47.65171802010727,-122.3163446798927,0.0,,-1,-1,-1,-1,the institute for advanced studies on asia
"11 Gregory St, Broome WA 6725, Australia",kimberley land council,-17.9664593,122.2253506,-17.96512487010728,122.2266971798927,-17.96782452989272,122.2239975201073,5.0,False,-1,-1,31,-1,the kimberley land council
"Level 27/20 Bond St, Sydney NSW 2000, Australia",business council for sustainable development australia,-33.864388,151.208435,-33.86297187010727,151.2098018798927,-33.86567152989272,151.2071022201073,5.0,True,-1,-1,38,-1,the business council for sustainable development australia
"Sydney NSW, Australia",sydney,-33.8688197,151.2092955,-33.5781409,151.3430209,-34.118347,150.5209286,,,-1,-1,12,-1,sydney s
"11605 132nd Ave NE, Kirkland, WA 98034, United States",lake washington institute of technology,47.7046059,-122.1669903,47.70573352989271,-122.1655981701073,47.70303387010727,-122.1682978298927,4.4,True,-1,-1,-1,-1,the massachusetts institute of technology
"401 NE Northgate Way SPACE 920, Seattle, WA 98125, United States",bank of america financial center,47.7080001,-122.3253618,47.70939197989272,-122.3239916701073,47.70669232010728,-122.3266913298928,1.5,True,-1,-1,-1,-1,bank of america goldman sachs
"1752 NW Market St, Seattle, WA 98107, United States",micro energy credits corporation,47.66886179999999,-122.3812077,47.67021842989272,-122.3798989701072,47.66751877010728,-122.3825986298927,0.0,,-1,-1,-1,-1,clean energy finance corporation
"4119 Golfers Approach, Whistler, BC V0N 1B4, Canada",tapley's neighbourhood pub,50.1146012,-122.956893,50.11610467989271,-122.9556615201073,50.11340502010727,-122.9583611798927,4.6,True,-1,-1,-1,-1,varley group
"Seattle, WA 98104, United States",seattle treasurer's office,47.6038106,-122.3299368,47.60526492989273,-122.3290135701073,47.60256527010728,-122.3317132298927,5.0,,-1,-1,-1,-1,state treasury
"400 3 Ave SW #1700, Calgary, AB T2P 4H2, Canada",trafigura canada limited,51.0510986,-114.0706525,51.05214867989272,-114.0693235201073,51.04944902010728,-114.0720231798927,0.0,False,-1,-1,-1,-1,korea zinc company limited
"Skipping Girl Place, Suite 1 & 2/651 Victoria St, Abbotsford VIC 3067, Australia",tasman environmental markets - carbon offset australia,-37.8112877,145.0108019,-37.81001792010728,145.0121651798927,-37.81271757989273,145.0094655201073,5.0,True,-1,-1,71,-1,the environment of australia
"2815 Eastlake Ave E, Seattle, WA 98102, United States",leading charge,47.6459608,-122.3261196,47.64725552989272,-122.3245786701073,47.64455587010728,-122.3272783298927,0.0,,-1,-1,-1,-1,aldi anglicare
"18/20 Martin Pl, Sydney NSW 2000, Australia",arena (australian renewable energy agency) sydney office,-33.86737129999999,151.2088302,-33.86610852010728,151.2099934298927,-33.86880817989272,151.2072937701073,0.0,,-1,-1,34,-1,the australian renewable energy agency
"2/140 William St, Perth WA 6000, Australia",department of regional development,-31.9520452,115.8582089,-31.95068582010727,115.8593139798927,-31.95338547989272,115.8566143201073,0.0,,-1,-1,33,-1,department of primary industries and regional development
"3 Baron-Hay Ct, South Perth WA 6151, Australia",department of primary industries and regional development,-31.988543,115.8848244,-31.98713157010728,115.8861636298927,-31.98983122989273,115.8834639701073,3.6,False,-1,-1,37,-1,department of primary industries and regional development
"Quarter Copter Que, lvl 2/20 Sharpe Ave, Karratha WA 6714, Australia",pilbara development commission,-20.7334,116.84518,-20.73214542010728,116.8464804798927,-20.73484507989272,116.8437808201073,0.0,False,-1,-1,59,-1,the pilbara development commission
"Pacific Tower, 1200 12th Ave S UNIT 110, Seattle, WA 98144, United States",smart buildings center,47.5928462,-122.3157872,47.59406927989272,-122.3145557701073,47.59136962010728,-122.3172554298927,4.7,,-1,-1,-1,-1,naval shipbuilding college
"171 Collins St, Melbourne VIC 3000, Australia",sidney myer fund & the myer foundation,-37.8154737,144.9682823,-37.81393292010728,144.9695417298927,-37.81663257989272,144.9668420701072,0.0,True,-1,-1,36,-1,the myer foundation
"Level 27/35 Collins St, Melbourne VIC 3000, Australia",climateworks centre,-37.81417769999999,144.9727769,-37.81260232010727,144.9741612298927,-37.81530197989272,144.9714615701073,0.0,True,-1,-1,44,-1,climateworks centre
"4/145 Melbourne St, South Brisbane QLD 4101, Australia",australian marine conservation society,-27.4758664,153.0145673,-27.47453142010728,153.0159275298928,-27.47723107989272,153.0132278701073,5.0,True,-1,-1,45,-1,the australian marine conservation society
"1/60 Leicester St, Carlton VIC 3053, Australia",australian conservation foundation,-37.8049396,144.9603565,-37.80358207010728,144.9616464798927,-37.80628172989272,144.9589468201073,4.7,True,-1,-1,37,-1,australian conservation foundation
"2509 142nd Ave SW, Lakebay, WA 98349, United States",jopp energy co,47.2346404,-122.7263262,47.23626497989272,-122.7253807701073,47.23356532010727,-122.7280804298927,0.0,,-1,-1,-1,-1,energyco
"60 Leicester St, Carlton VIC 3053, Australia",australian youth climate coalition,-37.8049064,144.9607964,-37.80352172010728,144.9618754298928,-37.80622137989272,144.9591757701073,4.0,True,-1,-1,35,-1,the australian youth climate coalition
"9/54 Park St, Sydney NSW 2000, Australia",australian geographic society,-33.8728436,151.209564,-33.87146067010727,151.2107420298927,-33.87416032989272,151.2080423701073,0.0,True,-1,-1,31,-1,the australian geographic society s
"52-54 Turner St, Redfern NSW 2016, Australia",australian geographic magazine,-33.892906,151.2009384,-33.89163252010728,151.2022744798927,-33.89433217989272,151.1995748201073,0.0,True,-1,-1,35,-1,the australian geographic society s
"Suite 8.02 Level 8/6 O'Connell St, Sydney NSW 2000, Australia",environmental defenders office (edo ltd) sydney,-33.8649718,151.2100613,-33.86379167010728,151.2116737298927,-33.86649132989272,151.2089740701072,5.0,True,-1,-1,52,-1,the environmental defenders office edo
"1402 3rd Ave #1305, Seattle, WA 98101, United States",the alliance for jobs and clean energy,47.6091919,-122.3365731,47.61040852989273,-122.3352291201072,47.60770887010729,-122.3379287798927,0.0,,-1,-1,-1,-1,the coalition for community energy
"Level 9/500 Queen St, Brisbane City QLD 4000, Australia",australian prudential regulation authority,-27.4639093,153.0312577,-27.46260492010728,153.0326690798927,-27.46530457989272,153.0299694201072,5.0,,-1,-1,46,-1,the australian prudential regulation authority
"The University of Queensland, Andrew N. Liveris, Building (46 Staff House Rd, St Lucia QLD 4072, Australia",the school of chemical engineering,-27.4995106,153.0136378,-27.49819612010727,153.0148713298927,-27.50089577989272,153.0121716701073,4.7,True,-1,-1,97,-1,the school of chemical engineering
