link,tech,person,nationality,building,organization,country,location,product,event,money
https://www.proquest.com/anznews/docview/2487527452/5C465B1D225B42F9PQ/730?accountid=14649,start-up,"christian angermayer, angermayer, peter thiel, michael novogratz, errol de souza, mike novagratz, de souza","south australian, north american, european",,"bionomics, asx, apeiron investment, apeiron, aperion, paypal co, galaxy, atai life sciences, merck peter thiel, fda",malta,,,,
https://www.proquest.com/anznews/docview/2570617428/5C465B1D225B42F9PQ/731?accountid=14649,start-up,"biswadev mitra, mitra, helmut thissen, edmond sorich, sorich",australian,,"melbourne s, alfred hospital, the australian defence force, the us military, glia diagnostics, alfred s, alfred, csiro","alfred sydney, adelaide",,,,
https://www.proquest.com/anznews/docview/2480128058/5C465B1D225B42F9PQ/732?accountid=14649,start-up,"martin haese, haese",,,"business sa, the business lobby group s",,,,,
https://www.proquest.com/anznews/docview/2644161877/5C465B1D225B42F9PQ/733?accountid=14649,start-up,"josh frydenberg, adam milgrom, milgrom, jonathon miller",australian,,"the federal government, giant leap, treasury, kraken",australia,,,,billion dollar
https://www.proquest.com/anznews/docview/2493633590/5C465B1D225B42F9PQ/734?accountid=14649,start-up,"jennifer dudley nicholson, meg coffey, mark weinstein","australian, aussie",,"mewe, facebook, news corp","australia, us",,,,
https://www.proquest.com/anznews/docview/2610587294/5C465B1D225B42F9PQ/735?accountid=14649,start-up,"bruce buchanan, lachlan murdoch, buchanan",australian,,"jetstar, tiger global, australiansuper, hostplus, rokt",us,,,,
https://www.proquest.com/anznews/docview/2623987557/5C465B1D225B42F9PQ/736?accountid=14649,start-up,morrison,australian,,csiro,australia,,,,
https://www.proquest.com/anznews/docview/2552177142/5C465B1D225B42F9PQ/737?accountid=14649,start-up,zampa,the west indies,,,,caribbean,,,
https://www.proquest.com/anznews/docview/2552198691/5C465B1D225B42F9PQ/738?accountid=14649,start-up,zampa,the west indies,,,,caribbean,,,
https://www.proquest.com/anznews/docview/2575627892/5C465B1D225B42F9PQ/739?accountid=14649,start-up,"ian nightingale, steven marshall, jon seeley inset",,,"the department of treasury and finance, business sa s, business sa, seeley international group",,,,,
https://www.proquest.com/anznews/docview/2623989516/5C465B1D225B42F9PQ/740?accountid=14649,start-up,morrison,australian,,csiro,australia,,,,
https://www.proquest.com/anznews/docview/2518549107/5C465B1D225B42F9PQ/741?accountid=14649,start-up,"aaron superina, superina",,,"outside ideas, cta","adelaide, melbourne",,,,
https://www.proquest.com/anznews/docview/2557297712/5C465B1D225B42F9PQ/742?accountid=14649,start-up,"josh inglis, warne, shane warne, shane, trent rockets, andy flower, michael hussey, simon katich, georgia redmayne, d arcy, short josh inglis, amanda jade wellington, glenn maxwell, david warner, ellyse perry, meg lanning, katich, darren lehmann",australian,,"the franchise london spirit men s, ipl","england, india, maldives",,,"half century, the new hundred competition",
https://www.proquest.com/anznews/docview/2638543918/5C465B1D225B42F9PQ/743?accountid=14649,start-up,"russell, marie lloyd, piggy, kermit, carole whitelock",,,,,,,,
https://www.proquest.com/anznews/docview/2557297940/5C465B1D225B42F9PQ/744?accountid=14649,start-up,"josh inglis, warne, shane warne, shane, trent rockets, andy flower, michael hussey, simon katich, georgia redmayne, d arcy, short josh inglis, amanda jade wellington, glenn maxwell, david warner, ellyse perry, meg lanning, katich, darren lehmann",australian,,"the franchise london spirit men s, ipl","england, india, maldives",,,"half century, the new hundred competition",
https://www.proquest.com/anznews/docview/2574904731/5C465B1D225B42F9PQ/745?accountid=14649,start-up,"tom dodd, stephen wade",australasian,"the royal adelaide hospital, new women s and children s hospital, the women s and children s hospital",sa pathology,thebarton,,,the covid crisis,
https://www.proquest.com/anznews/docview/2634635943/5C465B1D225B42F9PQ/746?accountid=14649,start-up,"nick redin, byron j cozamanis, cozamanis, hudson saunders, redin",australian,,racing sa,port lincoln,,,,
https://www.proquest.com/anznews/docview/2501333205/5C465B1D225B42F9PQ/747?accountid=14649,start-up,"michael grigg, craig drummond, grigg",australians,"healthscope, cotham private, east sydney private hospital, the melbourne hospital, cotham","medibank, centuria","melbourne, key, east sydney",,,,about m
https://www.proquest.com/anznews/docview/2608937095/5C465B1D225B42F9PQ/748?accountid=14649,start-up,"the cellaed, donovan casey, sarah, sarah walke, casey, walke, donovan, ian hutchinson, don mackee",australians,,,sydney,narrabeen lake,aed,,a couple of hundred dollars
https://www.proquest.com/anznews/docview/2518840708/5C465B1D225B42F9PQ/749?accountid=14649,start-up,"slack, adam jones, john kernahan, kernahan",,,"salisbury west, the adelaide footy league, salisbury west committee",salisbury west,northern suburbs,,,
https://www.proquest.com/anznews/docview/2596140943/5C465B1D225B42F9PQ/751?accountid=14649,start-up,,"aussie, australian",,,,,,,
https://www.proquest.com/anznews/docview/2484313339/5C465B1D225B42F9PQ/752?accountid=14649,start-up,,,great white kaolin project,"andromeda metals, andromeda, asx, minotaur exploration, the natural nanotech jv, the university of newcastle s, primero group, origin capital, conrad",china,"the eyre peninsula, asia, europe",,,
https://www.proquest.com/anznews/docview/2622834011/5C465B1D225B42F9PQ/753?accountid=14649,start-up,"marco pierre white, pan koutlakis, ben tyler, takeaway white, koutlakis","australians, aussie, australian",,"eatclub, abs, groupon",,,eatclub,,
https://www.proquest.com/anznews/docview/2619027649/5C465B1D225B42F9PQ/754?accountid=14649,start-up,colin james,south australian,,,"australia, new zealand, edithburgh, yorketown, yorkes","yorke peninsula, the lower yorke peninsula, corny point, corny, berry bay, souttar point, hardwicke bay, innes national park, chinaman s, salmon hole, marion bay",,,
https://www.proquest.com/anznews/docview/2518549015/5C465B1D225B42F9PQ/755?accountid=14649,start-up,"andrew cole, cole, dan, levy, christopher noessel google s, kai haley, gordon candelin",,,"oz minerals, dan levy s, coles google sa power networks, ibm, mckinsey company s","adelaide, amazon, australia",west musgrave,,,
https://www.proquest.com/anznews/docview/2581938225/5C465B1D225B42F9PQ/756?accountid=14649,start-up,"sharri markson, tess of the d urbervilles, thomas hardy, woodward, bernstein, eddie jaku, dan senor, saul singer, ronan farrow",,,the wuhan institute of virology,wuhan,,,,
https://www.proquest.com/anznews/docview/2480129430/5C465B1D225B42F9PQ/757?accountid=14649,start-up,"martin haese, haese",,,"business sa, the business lobby group s",,,,,
https://www.proquest.com/anznews/docview/2526451306/5C465B1D225B42F9PQ/758?accountid=14649,start-up,jonathan chancellor,"australians, australian",,"bank of mum and dad bomd, the australian housing and urban research institute, bomd, the australian prudential regulatory authority",australia,,,,
https://www.proquest.com/anznews/docview/2619027476/5C465B1D225B42F9PQ/759?accountid=14649,start-up,"david inderias, inderias, andrew bragg",australian,,"fresh supply co, fresh supply, inderias, asia, the reserve bank of australia, ey, mawson","brisbane, us, berlin, australia",,,,billions of dollars
https://www.proquest.com/anznews/docview/2636970242/5C465B1D225B42F9PQ/760?accountid=14649,start-up,"peter rowland, rowland","uk, australian",the tonsley innovation hub,"the australian department of defence, micro x, the department of homeland security, micro x s, johns hopkins university, japan s, fujifilm","us, seattle",,argus,,
https://www.proquest.com/anznews/docview/2573080689/5C465B1D225B42F9PQ/761?accountid=14649,start-up,"eliot brown, maureen farrell harpercollins, adam neumann, neumann, maureen farrell, robyn douglass, laura elizabeth woollett, woollett, judy, paulina, laura kroetsch, tessa mcwatt, jackson, reema, yosh, monica, mcwatt, samela harris, samira sedira, lara vergnaud raven, guillot, anna, bakary, sylvia langlois, langlois, penelope debelle","octogenarian, indian, himalayan, french",,wework,"sydney, norfolk island, india",,,,billions of dollars
https://www.proquest.com/anznews/docview/2465861348/5C465B1D225B42F9PQ/762?accountid=14649,start-up,"zahra, jonathan brown, dion bastian, emily winter, winter, brown, bastian","australians, bastian",,melbourne start up,,,,,multi billion
https://www.proquest.com/anznews/docview/2557136148/5C465B1D225B42F9PQ/763?accountid=14649,start-up,"adam peaty s, mel marshal, kieren perkins, rohan taylor, ariarne titmus, kaylee mckeown, mollie o callaghan, meg harris, jack mcloughlin, madi wilson, emma mckeon, alexander graham, zac incerti, thomas neill mack horton, elijah winnington, matthew temple zac incerti, cameron mcevoy, zac stubblety cook, kyle chalmers, leah neale tamsin cook, brianne throssell, cate campbell, emily seebohm, kaylee mckewon, zac stubblety, matthew temple, isaac cooper, brianna throssell, chelsea hodges","british, australians",,dolphins,"australia, tokyo, fukuoka, birmingham, england, doha",,,"olympics, paris, the australian championships, the world championships, the commonwealth games, another world championships",
https://www.proquest.com/anznews/docview/2643816253/5C465B1D225B42F9PQ/764?accountid=14649,start-up,"taj pabari, bill lang, lang, pabari, lachlan miegel, blake tourneur, miegel, tourneur",,,,,,hydrosoil,,
https://www.proquest.com/anznews/docview/2617063073/5C465B1D225B42F9PQ/765?accountid=14649,start-up,"mel, billie eilish",,,,australia,,,,
https://www.proquest.com/anznews/docview/2643062227/5C465B1D225B42F9PQ/766?accountid=14649,start-up,"nurman, ella, aaron, matt moran, maggie beer, pat courteney cox, rosemary mira sorvino, rosemary, pat, joan judith, light, gaynor gus birney, gaynor, ana de armas, ben affleck, nicole kidman, tom cruise, stanley kubrick s, de armas, affleck, melinda, vic affleck, vic, adam neumann, jared leto, rebekah anne hathaway, leto, gwyneth paltrow s, hannah evie macdonald, hannah, caroline flack, sportsmen, harry, flack, dermot o leary, olly murs",british,,"apple tv, co working space",,,,,
https://www.proquest.com/anznews/docview/2518839261/5C465B1D225B42F9PQ/767?accountid=14649,start-up,john brayley,"south australian, south australians","the neuro behavioural unit, the repatriation precinct, the mallee ward, the women s and children s hospital","health national cabinet, the mental health commission, umhcc",,,,the icac oakden inquiry,
https://www.proquest.com/anznews/docview/2495504428/5C465B1D225B42F9PQ/768?accountid=14649,start-up,"louise lyel, louise lyle, lyel, convy, mark douglass, brett faulkner, douglass",,sheraton,"moss vale court, pr, berrima restaurant, samsung, cctv, the supreme court, centrelink","robertson, sydney, nowra",the southern highlands,,,
https://www.proquest.com/anznews/docview/2520671458/5C465B1D225B42F9PQ/769?accountid=14649,start-up,"jody allen s, louise roberts, jody allen, nate, flynn allen, brendan, allen, flynn",,,,china,,,,
https://www.proquest.com/anznews/docview/2622354192/5C465B1D225B42F9PQ/770?accountid=14649,start-up,"lisa qi, qi, mike rosenbaum, shannon micallef, covid, micallef, oscar, wilson parking","australian, sydney",,"oscar co, parkhound","adelaide, sydney, pyrmont",,parkhound,,
https://www.proquest.com/anznews/docview/2605381962/5C465B1D225B42F9PQ/771?accountid=14649,start-up,"alexandra heard, lisa gorman, alex, trahanas, heleena trahanas, joshua nunan, joshua, stephanie rooke gorman, gorman, ty symonds","italian, mediterranean, aussie, scandinavians, australian",,"country road, alex, trahanas, bonita collective s",gorman,,,,
https://www.proquest.com/anznews/docview/2509868154/5C465B1D225B42F9PQ/772?accountid=14649,start-up,"tommy hilfiger s, susie hilfiger, susie cirona, hilfiger, the bee gees",,"parliament house, musgrave st",people s place,"connecticut, ithaca new york, greenwith, yarralumla",long island,"mclaren, porsche",,
https://www.proquest.com/anznews/docview/2635049156/5C465B1D225B42F9PQ/773?accountid=14649,start-up,"fleur heazlewood, huffington, arianna huffington, heazlewood, mark zuckerberg",australian,,the blueberry institute,new york,,,new year,
https://www.proquest.com/anznews/docview/2503350022/5C465B1D225B42F9PQ/774?accountid=14649,start-up,"bob henderson, ron burchett blackwood, jenny esots, bob byrne s, terry hewton, sands mcdougall, john cuch oakden",,"main north road, mcintyre road, the theatre royal, the car park",vienna boys choir,"alberton, adelaide, london",,,centennial hall boomer march,
https://www.proquest.com/anznews/docview/2623474447/5C465B1D225B42F9PQ/775?accountid=14649,start-up,"cameron england, josh wardle, nick crocker, crocker, rachael neumann, wardle",,,"blackbird ventures, startmate, flying fox ventures, bbc","australia, new zealand, new york",,,,
https://www.proquest.com/anznews/docview/2650092201/5C465B1D225B42F9PQ/776?accountid=14649,start-up,,,,,,,"valcona, torquey suvs, the e tron s, e tron model",,
https://www.proquest.com/anznews/docview/2540411673/5C465B1D225B42F9PQ/777?accountid=14649,start-up,"rune sovndahl, sovndahl, patel","australian, australians",,"franchise council of australia, ibisworld, fca",australia,,,,
https://www.proquest.com/anznews/docview/2579845227/5C465B1D225B42F9PQ/778?accountid=14649,start-up,"kristian edgcumbe, malcolm mackenzie, jim reynolds s, steve gorton, silvio iadarola, ian murley, iain curry, po box",,,subaru,,,the mk golf gti,,
https://www.proquest.com/anznews/docview/2602800887/5C465B1D225B42F9PQ/779?accountid=14649,start-up,"gus worland, gotcha life, jacko, hugh jackman, vicky, wendell, worland",,,,,,,,
https://www.proquest.com/anznews/docview/2581587200/5C465B1D225B42F9PQ/780?accountid=14649,start-up,"asha zappa, zappa, stephanie thompson, gabriel baker, jordan broadway",australians,,"wayahead, mosh","northcote, victoria",,,,
https://www.proquest.com/anznews/docview/2522231323/5C465B1D225B42F9PQ/781?accountid=14649,start-up,"jody allen, jodyallen stayathomemum, jodyallen sahm",,,mothers network,,,,,
https://www.proquest.com/anznews/docview/2646824785/5C465B1D225B42F9PQ/782?accountid=14649,start-up,"chad hetherington, nik larsen, kate hetherington, hetherington",australian,,"consumer brand agency, the stable the adelaide expat, gen, gcp, ring quip, netflix, walmart, shopify, amazon, tiktok, kreative sales marketing, bva commerce","us, uk, australia, minneapolis, arkansas, florida",,,,
https://www.proquest.com/anznews/docview/2539369699/5C465B1D225B42F9PQ/783?accountid=14649,start-up,"pip marlow, marlow, geena davis",,,"microsoft, salesforce, vogue australia, optus, vogue, vogue com","australia, new zealand, asean",,,"the vogue codes summit, vogue codes summit",
https://www.proquest.com/anznews/docview/2470758140/5C465B1D225B42F9PQ/784?accountid=14649,start-up,,"australian, british, tasmanian, aussie",the abbotsford brewery,desktop published magazine,"australia, england, melbourne, adelaide",circular quay,,,
https://www.proquest.com/anznews/docview/2602211146/5C465B1D225B42F9PQ/785?accountid=14649,start-up,,,,"tesla, toyota, lexus, hyundai, kia, nissan, porsche","australia, volvo",,"ev, evs, tesla, ioniq, bose, the recharge pure electric, leaf, taycan",,
https://www.proquest.com/anznews/docview/2491748943/5C465B1D225B42F9PQ/786?accountid=14649,start-up,,,,,,,,,
https://www.proquest.com/anznews/docview/2554484652/5C465B1D225B42F9PQ/787?accountid=14649,start-up,"michelle etheridge, kayla itsines, nicola spurrier s, steven marshall, rudyard kipling",auslan,,"officeworks, vistaprint",,,,,
https://www.proquest.com/anznews/docview/2467233224/5C465B1D225B42F9PQ/788?accountid=14649,start-up,"dylan alcott, chantelle otten, roger federer, otten, alcott, dylan, chanty, sam schroder, march alcott, florence","french, dutch, aussie, australian, australians",,"stellar, the wheelchair tennis, longines, stellar longines, able foods, alcott","melbourne, us, new york, nice cannes, paris, nsw quarantine, australia",europe,,"paralympic, grand slam",
https://www.proquest.com/anznews/docview/2471071754/5C465B1D225B42F9PQ/789?accountid=14649,start-up,"natasha weber, abbie chatfield, matt agnew s, a gemini, chatfield, agnew a leo, weber","taurian, sagittarian",,,australia,pluto,,"the new year, the spanish flu",
https://www.proquest.com/anznews/docview/2570614423/5C465B1D225B42F9PQ/790?accountid=14649,start-up,alfred sydney,australian,,"alfred hospital, glia diagnostics, csiro","melbourne, us, adelaide",,,,
https://www.proquest.com/anznews/docview/2570613091/5C465B1D225B42F9PQ/791?accountid=14649,start-up,alfred sydney,australian,,"alfred hospital, glia diagnostics, csiro","melbourne, us, adelaide",,,,
https://www.proquest.com/anznews/docview/2570620030/5C465B1D225B42F9PQ/792?accountid=14649,start-up,alfred sydney,australian,,"alfred hospital, glia diagnostics, csiro","melbourne, us, adelaide",,,,
https://www.proquest.com/anznews/docview/2638136162/5C465B1D225B42F9PQ/793?accountid=14649,start-up,"donald bradman, greta, madeleine west, bradman, bradsen, john, jessie bradman, didier elzinga, jude, casper, sydney pr, bec brown, elzinga",,,,"melbourne, south yarra, adelaide",,,,
https://www.proquest.com/anznews/docview/2508693042/5C465B1D225B42F9PQ/794?accountid=14649,start-up,"ganesh naidoo, wael hanna, naidoo",,,"medmate, doordash","melbourne, sydney, brisbane perth, adelaide",,,,
https://www.proquest.com/anznews/docview/2508694481/5C465B1D225B42F9PQ/795?accountid=14649,start-up,"ganesh naidoo, wael hanna, naidoo",,,"medmate, doordash","melbourne, sydney, brisbane perth, adelaide",,,,
https://www.proquest.com/anznews/docview/2508693281/5C465B1D225B42F9PQ/796?accountid=14649,start-up,"ganesh naidoo, wael hanna, naidoo",,,"medmate, doordash","melbourne, sydney, brisbane perth, adelaide",,,,
https://www.proquest.com/anznews/docview/2649133949/5C465B1D225B42F9PQ/797?accountid=14649,start-up,"jassa amir lang, frigid",,,"katana, little bang brewery, katana co, frigid","adelaide, stepney",,frigid,,
https://www.proquest.com/anznews/docview/2508694402/5C465B1D225B42F9PQ/798?accountid=14649,start-up,"ganesh naidoo, wael hanna, naidoo",,,"medmate, doordash","melbourne, sydney brisbane perth, adelaide",,,,
https://www.proquest.com/anznews/docview/2508693116/5C465B1D225B42F9PQ/799?accountid=14649,start-up,"ganesh naidoo, wael hanna, naidoo",,,"medmate, doordash","melbourne, sydney, brisbane perth, adelaide",,,,
https://www.proquest.com/anznews/docview/2649132056/5C465B1D225B42F9PQ/801?accountid=14649,start-up,"jassa amir lang, frigid",,,"katana, little bang brewery, katana co, frigid","adelaide, stepney",,frigid,,
https://www.proquest.com/anznews/docview/2508699087/5C465B1D225B42F9PQ/802?accountid=14649,start-up,"ganesh naidoo, wael hanna, naidoo",,,"medmate, doordash","melbourne, sydney, brisbane perth, adelaide",,,,
https://www.proquest.com/anznews/docview/2619604258/5C465B1D225B42F9PQ/803?accountid=14649,start-up,"michael gunner, simon zettl",australian,,"the nt government, the nt news, inligo network, darwin high school, the ski club, nt news, inligo networks","singapore, indonesia, east timor, australia, us, guam, japan, melbourne, fannie bay, darwin, adelaide",the west coast,,,
https://www.proquest.com/anznews/docview/2492415575/5C465B1D225B42F9PQ/804?accountid=14649,start-up,"celeste barber, catalina, barber, sharon stone, hugh sheridan, jules sebastian, erin molan, shelley sullivan, sullivan, sheridan, hughman, shelley, confidential p",,rose bay,"am, mcobeauty, woolworths, the adelaide fringe, nida","sydney, hollywood",,,,
https://www.proquest.com/anznews/docview/2609481614/5C465B1D225B42F9PQ/805?accountid=14649,start-up,andrew perry,,,prepd,"adelaide, us, california, new york",,,,
https://www.proquest.com/anznews/docview/2609481712/5C465B1D225B42F9PQ/806?accountid=14649,start-up,andrew perry,,,prepd,"adelaide, us, california, new york",,,,
https://www.proquest.com/anznews/docview/2609484098/5C465B1D225B42F9PQ/807?accountid=14649,start-up,andrew perry,,,prepd,"adelaide, us, california, new york",,,,
https://www.proquest.com/anznews/docview/2492418012/5C465B1D225B42F9PQ/808?accountid=14649,start-up,"celeste barber, catalina, barber, sharon stone, hugh sheridan, jules sebastian, erin molan, shelley sullivan, sullivan, sheridan, hughman, shelley",,rose bay,"am, mcobeauty, woolworths, the adelaide fringe, nida","sydney, hollywood",,,,
https://www.proquest.com/anznews/docview/2560100186/5C465B1D225B42F9PQ/809?accountid=14649,start-up,"vicky staikopoulos, ben pullen, staikopoulos",,,,"australia, adelaide, new zealand",,,,
https://www.proquest.com/anznews/docview/2492462514/5C465B1D225B42F9PQ/810?accountid=14649,start-up,"catalina s, celeste barber, hugh sheridan jules sebastain, erin molan, shelley sullivan, sullivan, sharon stone, barber, sheridan, hughman, shelley",,,"mcobeauty, mco beauty, woolworths, the daily telegraph, the adelaide fringe",rose bay,,,,seven figures
https://www.proquest.com/anznews/docview/2492711149/5C465B1D225B42F9PQ/811?accountid=14649,start-up,"kerri cliff, kathleen tierney, dean johnson, peter treloar, cliff, tierney, sarah prime, penny wong",australians,,"eyre business, united nations women australia","kimba, perth, flinders, eyre peninsula, adelaide",,,international women s day,
https://www.proquest.com/anznews/docview/2523984419/5C465B1D225B42F9PQ/812?accountid=14649,start-up,"karl kruszelnicki, majed traboulsi, traboulsi, declan clausen",,the civic theatre,,"australia, newcastle, perth, adelaide melbourne, brisbane, sydney, lebanon, tulsa, oklahoma",,,,
https://www.proquest.com/anznews/docview/2587121442/5C465B1D225B42F9PQ/813?accountid=14649,start-up,"amber clarke, amber, jake phillips, phillips",,,"the specialist farm insurer, genangus","genangus, kempsey, adelaide, australia",,,,
https://www.proquest.com/anznews/docview/2597833002/5C465B1D225B42F9PQ/814?accountid=14649,start-up,"liam mowbray, liam, jake phillips, jake",,,youth angusaustralia,"barrington, adelaide, gloucester",,,covid,
https://www.proquest.com/anznews/docview/2570619934/5C465B1D225B42F9PQ/815?accountid=14649,start-up,"biswadev mitra, mitra, helmut thissen, edmond sorich",australian,,"the australian defence force, the us military, glia diagnostics, csiro, alfred s, alfred","alfred sydney, adelaide",,,,
https://www.proquest.com/anznews/docview/2646711309/5C465B1D225B42F9PQ/816?accountid=14649,start-up,"robert langer, earli, marc benioff, andreessen horowitz, cyriac roeding, sam gambhir, roeding, gambhir, lee hartwell, jim allison",korean,,"moderna co, salesforce, stanford university, sk telecom, earli, earli s scientific board","san francisco, australia, silicon valley, sydney melbourne, adelaide",,,,
https://www.proquest.com/anznews/docview/2598102924/5C465B1D225B42F9PQ/817?accountid=14649,start-up,"liam mowbray, liam, jake phillips, jake",,,youth angusaustralia,"barrington, adelaide, gloucester",,,covid,
https://www.proquest.com/anznews/docview/2608561093/5C465B1D225B42F9PQ/818?accountid=14649,start-up,"damien oliver, halvorsen, echuca, kentucky casanova","american, australian","sandown lakeside, royal mile",,"adelaide, ballarat, pakenham",,,,
https://www.proquest.com/anznews/docview/2609814883/5C465B1D225B42F9PQ/819?accountid=14649,start-up,"josh johnson, johnson, peter vella, vella",australian,,"bilberry, miller, agrifac, wa, mcintosh distribution","paris, perth, australia, adelaide",,miller,,
https://www.proquest.com/anznews/docview/2523984832/5C465B1D225B42F9PQ/820?accountid=14649,start-up,"karl kruszelnicki, majed traboulsi, traboulsi, declan clausen",,the civic theatre,,"australia, newcastle, perth, adelaide melbourne, brisbane, sydney, lebanon, tulsa, oklahoma",,,,
https://www.proquest.com/anznews/docview/2479891801/5C465B1D225B42F9PQ/821?accountid=14649,start-up,"mark brayshaw, brayshaw, rhyce shaw, damien hardwick, nathan buckley, simon goodwin, alastair clarkson, shaw, rhyce, matty nicks, rebecca williams",,,"afl coaches association, kangaroos, adelaide, aflca, heraldsun com au","north melbourne, melbourne, queensland",,,,
https://www.proquest.com/anznews/docview/2646711321/5C465B1D225B42F9PQ/822?accountid=14649,start-up,"robert langer, earli, marc benioff, andreessen horowitz, cyriac roeding, sam gambhir, roeding, gambhir, lee hartwell, jim allison",korean,,"moderna co, salesforce, stanford university, sk telecom, earli, earli s scientific board","san francisco, australia, silicon valley, sydney melbourne, adelaide",,,,
https://www.proquest.com/anznews/docview/2570611680/5C465B1D225B42F9PQ/823?accountid=14649,start-up,"biswadev mitra, mitra, helmut thissen, edmond sorich, sorich",australian,,"melbourne s, alfred hospital, the australian defence force, glia diagnostics, alfred s, alfred, csiro, adf","us, alfred, sydney, adelaide",,,,
https://www.proquest.com/anznews/docview/2570614464/5C465B1D225B42F9PQ/824?accountid=14649,start-up,"csiro, biswadev mitra, mitra, helmut thissen, edmond sorich, sorich",australian,,"the australian defence force, glia diagnostic, alfred s, alfred, csiro, glia diagnostics","us, alfred sydney, adelaide, australia",,,,
https://www.proquest.com/anznews/docview/2621394141/5C465B1D225B42F9PQ/825?accountid=14649,start-up,"dom taylor, taylor, davies",,"car next door s, car next door","uber, car next door, uber australia, addisons","us, australia, sydney, melbourne, brisbane, the gold coast, cairns, perth, canberra, adelaide, hobart, launceston, newcastle, new zealand",,uber pool,,
https://www.proquest.com/anznews/docview/2493307263/5C465B1D225B42F9PQ/826?accountid=14649,start-up,"david hancock, hancock, nerida conisbee, conisbee, sarah swarbrick, swarbrick",,,"binnari property, the australian bureau of statistics corelogic and sqm research, binnari property managing, bureau of statistics, keanemoney rental vacancies","parramatta, sydney, melbourne, new south wales, victoria, queensland, adelaide, brisbane, australia, covid",australia,,,
https://www.proquest.com/anznews/docview/2585953114/5C465B1D225B42F9PQ/827?accountid=14649,start-up,"amber clarke, amber, jake phillips, phillips, jordan brady, kempsey s, phil dotti",,sydney opera house,the specialist farm insurer,"kempsey, adelaide, australia, macleay",,,,
https://www.proquest.com/anznews/docview/2559341662/5C465B1D225B42F9PQ/828?accountid=14649,start-up,"patrick power, denis o brien","british, australian, irish",,"telco, telstra, medical director, medicaldirector, jefferies australia, australian s, telstra health s, telstra health, nhs, affinity equity, healius, primary health care, m, powerhealth, digicel, the federal government, bn, goldman sachs","australia, sydney, britain, adelaide, pacific islands, canberra",,"medicaldirector, helix",,
https://www.proquest.com/anznews/docview/2566073922/5C465B1D225B42F9PQ/829?accountid=14649,start-up,zammit,,,,"mackay, adelaide",the gold coast,,,
https://www.proquest.com/anznews/docview/2584083133/5C465B1D225B42F9PQ/830?accountid=14649,start-up,"byron bay, mike smith, dany milham, mitch taylor, rob chapman, kim jackson, scott farquhar, square peg, smith, rory atkins","australian, australians",,"zero co, koala, atlassian co, skip capital the business, gold coast suns afl, the adelaide crows, zero co s","byron bay, australia",,,,
https://www.proquest.com/anznews/docview/2458389503/5C465B1D225B42F9PQ/831?accountid=14649,start-up,"vikram pawah, pawah, marty andrew",australian,horsham murray bridge,"global automobile, bmw, the federal government, bmw group, australian renewable energy agency, chargefox","australia, us, norway, china, morrison, melbourne, adelaide, keith, perth",the east coast,,,
https://www.proquest.com/anznews/docview/2570951662/5C465B1D225B42F9PQ/832?accountid=14649,start-up,"csiro, biswadev mitra, mitra, helmut thissen, edmond sorich, sorich",australian,,"melbourne s, alfred hospital, the australian defence force, glia diagnostics, alfred, csiro, glia, university of montana, adf","us, alfred sydney, adelaide, australia",,,,
https://www.proquest.com/anznews/docview/2579406000/5C465B1D225B42F9PQ/833?accountid=14649,start-up,"tony popovic, popovic, chris ikonomidis, matthew spiranovic, josh brillante, jason davidson, brendan hamill, nick d agostino, ikonomidis, chris",,,"a league men, perth, melbourne, wanderers, adelaide",,western sydney,,,
https://www.proquest.com/anznews/docview/2570613156/5C465B1D225B42F9PQ/834?accountid=14649,start-up,"biswadev mitra, mitra, helmut thissen, edmond sorich, sorich",australian,,"melbourne s, alfred hospital, the australian defence force, alfred sydney, glia diagnostics, alfred, csiro, university of montana, adf","us, adelaide, australia",,,,
https://www.proquest.com/anznews/docview/2599487634/5C465B1D225B42F9PQ/835?accountid=14649,start-up,"james halliday s, halliday, gosden, peter evans, andrew thomas, thomas, evans",australian,,"the weekend australian magazine, entertainment wine community, junovate","australia, china, nsw, victoria, adelaide, hunter valley, texas, us, france",,,,
https://www.proquest.com/anznews/docview/2646627884/5C465B1D225B42F9PQ/836?accountid=14649,start-up,"chad hetherington, nik larsen, kate hetherington, hetherington",australian,,"consumer brand agency, gen, gcp, ring quip, netflix, walmart, shopify, amazon, tiktok","us, aus tralia, minneapolis, australia",,,,
https://www.proquest.com/anznews/docview/2646627757/5C465B1D225B42F9PQ/837?accountid=14649,start-up,"chad hetherington, nik larsen, kate hetherington, hetherington",australian,,"consumer brand agency, gen, gcp, ring quip, netflix, walmart, shopify, amazon, tiktok","us, aus tralia, minneapolis, australia",,,,
https://www.proquest.com/anznews/docview/2519842092/5C465B1D225B42F9PQ/838?accountid=14649,start-up,"scott mclaughlin, lee, danny lee, tim wilkinson, keegan bradley, matera, pablo matera, patrick bevin, sonny colbrelli, ole gunnar solskjaer, wayne bennett, ricky stuart","kiwi, kiwis, american, israel, italian","texas motor speedway, eden park","kiwimotor sport, pga tour, the sydney kings, adelaide ers, super rugby, midi olympique, stade francais, the red devils, phoenix, perth, nrl, raiders, rabbitohs","penske, florida, new plymouth, christchurch, new zealand, illawarra, argentina, france, south africa, bahrain, australia, auckland, south sydney s, canberra",,,,
