link,tech,person,nationality,building,organization,country,location,product,event,money
https://www.proquest.com/anznews/docview/2673010738/5C465B1D225B42F9PQ/1?accountid=14649,start-up,"tom, tom s",,,"western ridge brewery, stien s taphouse","adelaide, nuriootpa",,,,"an extra cents, the two million dollars"
https://www.proquest.com/anznews/docview/2677962027/5C465B1D225B42F9PQ/2?accountid=14649,start-up,"lynch, eddie mcguire, wrest, gill mclachlan, mclachlan, rockliff, gillon mclachlan, jeremy rockliff, jeff kennett, john olsen, david koch, colin carter, brett stubbs","tasmania, tasmanians, tasmanian, hawthorn",,"collingwood, carbine club, afl, gws, hawks","tasmania, north melbourne, australia, hobart, melbourne, tassie, adelaide, port adelaide",,,,
https://www.proquest.com/anznews/docview/2678516294/5C465B1D225B42F9PQ/3?accountid=14649,start-up,"brendan dobson, hope forrest, noel lindsay, dobson",,,"the university of adelaide s, renmark university of adelaide s, university of adelaide, the renmark irrigation trust",,"riverland, australia, the riverland region",,,
https://www.proquest.com/anznews/docview/2702628411/5C465B1D225B42F9PQ/4?accountid=14649,start-up,"sam messina, christian alexandru, messina, alexandru, ortomi, noel lindsay, lindsay",,,"the university of adelaide s, ortomi, the university of adelaide",us,,,,
https://www.proquest.com/anznews/docview/2700310489/5C465B1D225B42F9PQ/5?accountid=14649,start-up,"richard payne, john lasich, payne","victorian, australian",,"raygen, agl chevron s, equinor photon energy, schlumberger new energy, agl","carwarp, shanghai, russia, ukraine, liddell, nsw, south australia","europe, the netherlands",,,
https://www.proquest.com/anznews/docview/2715597652/5C465B1D225B42F9PQ/6?accountid=14649,start-up,"jake bromwich, bromwich",,morphett vale,"rams, westpac","adelaide, south australia, salisbury","greater east, east coast",,,
https://www.proquest.com/anznews/docview/2721507925/5C465B1D225B42F9PQ/7?accountid=14649,start-up,"rudi browning, browning, sarah eisenmenger, eisenmenger, chris eigeland, chris hood vu tran, andrew barnes, lawrence seaton, clare spelta, wessels, baptista, angus goldman, goldman, alex harper, eclipse siobhan coster, sobhan coster, coster, stephen bornstein, bornstein, stacey hollands, hollands, ben, shannah bradshaw, bradshaws, chris anastasi, nathaniel anthony, brodie, drew haupt, nadine bates, kristen souvlis, chris jeffrey, fielding, andrew brice, andrew uscinski, elon musk s, claire o rourke, riye arai coupe, brad moran, james greig s, greig","australian, logan, american",,"anti ordinary, toyota, the queensland university of technology, eigeland, woolworths, coles, bon maxie, jacaranda finance, cgio finance, swyftx, eclipse, lskd, athena, the royal australian infantry corps, lust minerals, sponsoredlinx, google, disrupt digital in, disrupt music, muscle nation, wlth, sesame street, disney universal, dreamworks, university of queensland, audeara, wotif co, valiant space, spacex, the australia space agency, bluebird property, bluebird, sekisui house, o rourke, arai coupe, bluebird development partnerships, tesco, coles moran","queensland, the united states, new zealand, japan, whistler canada, australia, china, americas, harare, france, paddington, csiro, fortitude valley","europe, the sunshine coast, asia, oceania","an aston martin, citrusad","the fai drone racing world championships, olympics, the covid pandemic","billion usd, up to million ausd"
https://www.proquest.com/anznews/docview/2715882001/5C465B1D225B42F9PQ/8?accountid=14649,start-up,"go vu tran  chris, chris eigeland, chris hood, andrew barnes, eigeland s, lawrence seaton, clare spelta, daniel wessels, wessels, baptista, cara giovinazzo, alex harper, angus goldman, goldman, sobhan coster, coster, daniel s, stephen bornstein, bornstein, stacey hollands, hollands, ben, shannah bradshaw, bradshaws, chris anastasi, nathaniel anthony, brodie, drew haupt, nadine bates, kristen souvlis, james fielding, chris jeffrey, andrew brice, andrew uscinski, elon musk s, claire o rourke, riye arai coupe, arai coupe, citrusad brad moran, brad moran, james greig s, greig","logan, australian, american",,"go in  , microsoft, go, eigeland, woolworths, coles, jacaranda finance, cgio finance, borro, swyftx, superhero, lskd, the royal australian infantry corps, lust minerals, sponsoredlinx, google, disrupt digital in, disrupt music, muscle nation, anastasi, anthony, wlth, sesame street, disney universal, dreamworks, university of queensland, audeara, wotif co, valiant space, spacex, the australia space agency, bluebird property, bluebird, sekisui house, consolidated properties group, o rourke, bluebird development partnerships, tesco, coles moran","queensland, harare, france, australia, new zealand, paddington, csiro, fortitude valley","asia, europe, americas, oceania","an aston martin, citrusad","olympics, the covid pandemic","billion usd, billion ausd, million ausd"
https://www.proquest.com/anznews/docview/2715233408/5C465B1D225B42F9PQ/9?accountid=14649,start-up,"ned flanders, chris, cameron grant, caspar david friedrich","sydney, tasmanian, german","ralphs fall, st columba falls","cameron grant, pyengara dairy, unyoked s bar","dorset, new zealand, the united kingdom, bar wa nt, winnaleah, launceston, scottsdale, branxholm, england, tasmania","unyoked, highland lakes, tasman peninsula, mount victoria",,,
https://www.proquest.com/anznews/docview/2725375184/5C465B1D225B42F9PQ/10?accountid=14649,start-up,"tobi pearce, flavia tata nardini, rebecca schot, guppy, danielle seymour, craig swann, ian hill",,stone chalk,"southstart, sweat co, space technologies co, iag s, the flinders new venture institute, the university of adelaide s, aeda","adelaide, australia, adelaide cbd",,,"global entrepreneurs week, start up week, southstart festival, covid global entrepreneurs week, the start up community start up week",
https://www.proquest.com/anznews/docview/2671425493/5C465B1D225B42F9PQ/11?accountid=14649,start-up,"tim stollznow, stollznow, angus juers","american, australian","adelaide oval, stone chalk, lot fourteen innovation district, the hard rock stadium","myvenue, nfl","adelaide, miami, us, stone chalk, stone chalk s",,,may s grand prix,millions of dollars
https://www.proquest.com/anznews/docview/2717993905/5C465B1D225B42F9PQ/12?accountid=14649,start-up,"jeremy thompson, thompson, marty gauvin, alexandra harvey, li ka shing",,mawson lakes campus,"the university of south australia, anff, unisa s, fertilis, horizon ventures, m","australia, hong kong, us, japan",,,,
https://www.proquest.com/anznews/docview/2714967698/5C465B1D225B42F9PQ/13?accountid=14649,start-up,"andrew nunn, chris kirk, kirk, marshall, peter malinauskas, di dixon",,"lot fourteen innovation precinct, the old royal adelaide hospital, royal adelaide hospital","asc, amazon","adelaide, south australia, stone chalk, silicon valley",north tce,,,
https://www.proquest.com/anznews/docview/2714987770/5C465B1D225B42F9PQ/14?accountid=14649,start-up,"andrew nunn, chris kirk, kirk, marshall, peter malinauskas, di dixon",,"lot fourteen innovation precinct, the old royal adelaide hospital, royal adelaide hospital","asc, amazon","adelaide, south australia, stone chalk, silicon valley",north tce,,,
https://www.proquest.com/anznews/docview/2675843828/5C465B1D225B42F9PQ/15?accountid=14649,start-up,"jeremy rockliff, mclachlan, rockliff, jeff kennett, john olsen, david koch, brett stubbs","tasmanian, hawthorn",,"afl, the tasmanian government, hawks, colin carter, aflw, the afl commission","hobart, adelaide, port adelaide s, tasmania",,,,
https://www.proquest.com/anznews/docview/2696723959/5C465B1D225B42F9PQ/16?accountid=14649,start-up,"my great grandfather, eddie, veda, george burgoyne, edward robert betts, mum, nanna veda s, anna, eddie betts, davo, poppa eddie, simon schuster","christians, tasman","the port lincoln hospital, the red shed","the north whyalla football club, the west whyalla dragons, the royal commission","cummins, ceduna, port lincoln, adelaide, boomerang crescent",the eyre peninsula,,,
https://www.proquest.com/anznews/docview/2665180234/5C465B1D225B42F9PQ/17?accountid=14649,start-up,"garth hamilton, grant abraham, kevin farmer, mp, gen allpass, tanya plibersek, penny wong, gough whitlam, bill shorten, genevieve allpass, anthony chisholm, melissa bannister, craig kelly, greens, mickey berry picture, mickey berry greens, scott morrison, thomas coyne s, mickey berry, ryan otto, jan steen, suzie holt, baillie henderson, john collins, groom, cathy mcgowan, kirstie smolenski, kevin, kristie smolenski","african american, australian, albanese, greens, independents, victorian, queenslander, irish","the railway parklands, emu creek dam, the sommerfield dam, wellcamp, the toowoomba hospital, baillie henderson, the base hospital","lnp, greens, artc, labor s, the labor party, the house joint committee for economics, the house joint committee for foreign affairs defence and trade, united australia party, uap, hecs, the united australia party, australian federation party, afp, powderfinger, usq, parliament","australia, toowoomba, toowoomba s, brisbane, the toowoomba cbd, queensland, canberra, melbourne, pittsworth, gatton, gladstone, bundaberg, victoria, groom, adelaide","groom, southeast queensland s, the sunshine coast",,olympics,
https://www.proquest.com/anznews/docview/2469964494/5C465B1D225B42F9PQ/18?accountid=14649,start-up,"bobbette scott cminus, fairlie delbridge, brian parkes, daniel gannon cbre sa, alistair laycock, richard harris, nick begakis, begakis, sarah curtis fawley, max kim, parkes, scott",,,"knight frank sa, jam factory, property council sa, boral s, adelaide, renew adelaide, the adelaide city council, the australian centre for business growth at unisa, bentleys sa","the city of adelaide, adelaide",,,the covid pandemic,
https://www.proquest.com/anznews/docview/2699173044/5C465B1D225B42F9PQ/19?accountid=14649,start-up,susan evans,south australian,,"alyra biotech, cureator",,,,,
https://www.proquest.com/anznews/docview/2469945221/5C465B1D225B42F9PQ/20?accountid=14649,start-up,"bobbette scott cminus, fairlie delbridge, brian parkes, daniel gannon cbre sa, alistair laycock, richard harris, nick begakis, begakis, sarah curtis fawley, max kim, parkes, scott",,,"knight frank sa, jam factory, property council sa, boral s, adelaide, renew adelaide, the adelaide city council, the australian centre for business growth at unisa, bentleys sa","the city of adelaide, adelaide",,,the covid pandemic,
https://www.proquest.com/anznews/docview/2700128696/5C465B1D225B42F9PQ/21?accountid=14649,start-up,alex zaccaria,,,linktree,"melbourne, sydney",,,,billion dollar
https://www.proquest.com/anznews/docview/2696957181/5C465B1D225B42F9PQ/22?accountid=14649,start-up,"nicholas sanderson, nick chigwidden, garry winter, roberto cardone, sanderson",,stone chalk,"splose, allied health, ndis, wrp legal, cibo espresso co","new zealand, uk",,,,
https://www.proquest.com/anznews/docview/2684756391/5C465B1D225B42F9PQ/23?accountid=14649,start-up,"james fielding, alex afflick, peter harding smith, harding smith, bernadette eriksen, harding smith s, chevron, city beat, jack morrison, adelaide o brien, rf corval, mike walsh, fred le fanue","australian, swiss",,"audeara, asx, amplifon, connect hearing, blamey saunders, sonova, oaktree, the university of queensland s, brisbane nutrition company, flavour creations, comet ridge, anteo diagnostics flavour creations","brisbane, us, tennyson, sydney, hamilton, macarthur, cushman, wakefield",northshore hamilton,,,
https://www.proquest.com/anznews/docview/2701595488/5C465B1D225B42F9PQ/24?accountid=14649,start-up,"yawn rong, jerry huang, aakash kapoor, kapoor",south australian,,,"adelaide, australia",,stepn,solana ignition hackathon,
https://www.proquest.com/anznews/docview/2662129186/5C465B1D225B42F9PQ/25?accountid=14649,start-up,"tim madden, giulio saggin, stowasser",,,"adidas, bet","brisbane, us",,secalerts,,the low hundreds of thousands of dollars
https://www.proquest.com/anznews/docview/2722584627/5C465B1D225B42F9PQ/26?accountid=14649,start-up,"matt tripp, andrew menz, menz, betr menz",australians,,"betr, news corp australia, tekkorp capital, betmakers, news corp","australia, las vegas",,,"everest and caulfield cup meetings, melbourne cup",
https://www.proquest.com/anznews/docview/2718726913/5C465B1D225B42F9PQ/27?accountid=14649,start-up,"warren mckenzie, mckenzie",,,"hb co, deakin university, the university of adelaide and unsw","hb, australia",,,,
https://www.proquest.com/anznews/docview/2700128698/5C465B1D225B42F9PQ/28?accountid=14649,start-up,"richard payne, john lasich, payne","victorian, australian",,"raygen, agl energy, chevron, agl chevron s, equinor photon energy, schlumberger new energy, agl","victoria, south australia, carwarp, shanghai, russia, ukraine, west murray, liddell, nsw, sa",europe,,,
https://www.proquest.com/anznews/docview/2661230534/5C465B1D225B42F9PQ/29?accountid=14649,start-up,"gianna murphy, murphy, andrew white, white, nick begakis, begakis",,rundle mall,"renew adelaide, adelaide city council s, adelaide economic development agency, adelaide, maras group, aeda, gianna",adelaide,,,,
https://www.proquest.com/anznews/docview/2722908850/5C465B1D225B42F9PQ/30?accountid=14649,start-up,"yan sasse, javi lopez, sasse, lopez, ben abraham, oskar zawada, nicholas pennington, ben waine, kosta barbarouses, joe gauci, ben halloran, zawada, waine lucas, mauragis, sam sutton, xi waine, ufuk talay, talay, sutton, waine, oli sail",brazilian,sky stadium,"a league men, phoenix, central coast mariners, adelaide united",phoenix,,,opening round,
https://www.proquest.com/anznews/docview/2722908826/5C465B1D225B42F9PQ/31?accountid=14649,start-up,"yan sasse, javi lopez, sasse, lopez, ben abraham, oskar zawada, nicholas pennington, ben waine, kosta barbarouses, joe gauci, ben halloran, zawada, waine lucas, mauragis, sam sutton, xi waine, ufuk talay, talay, sutton, waine, oli sail",brazilian,sky stadium,"a league men, phoenix, central coast mariners, adelaide united",phoenix,,,opening round,
https://www.proquest.com/anznews/docview/2722908873/5C465B1D225B42F9PQ/32?accountid=14649,start-up,"yan sasse, javi lopez, sasse, lopez, ben abraham, oskar zawada, nicholas pennington, ben waine, kosta barbarouses, joe gauci, ben halloran, zawada, waine lucas, mauragis, sam sutton",brazilian,sky stadium,"a league men, adelaide united, phoenix",,,,opening round,
https://www.proquest.com/anznews/docview/2722909691/5C465B1D225B42F9PQ/33?accountid=14649,start-up,"yan sasse, javi lopez, sasse, lopez, ben abraham, oskar zawada, nicholas pennington, ben waine, kosta barbarouses, joe gauci, ben halloran, zawada, waine lucas, mauragis, sam sutton, xi waine, ufuk talay, talay, sutton, waine, oli sail",brazilian,sky stadium,"a league men, phoenix, central coast mariners, adelaide united",phoenix,,,opening round,
https://www.proquest.com/anznews/docview/2722909217/5C465B1D225B42F9PQ/34?accountid=14649,start-up,"yan sasse, javi lopez, sasse, lopez, ben abraham, oskar zawada, nicholas pennington, ben waine, kosta barbarouses, joe gauci, ben halloran, zawada, waine lucas, mauragis, sam sutton",brazilian,sky stadium,"a league men, phoenix",,,,opening round,
https://www.proquest.com/anznews/docview/2722908892/5C465B1D225B42F9PQ/35?accountid=14649,start-up,"yan sasse, javi lopez, sasse, lopez, ben abraham, oskar zawada, nicholas pennington, ben waine, kosta barbarouses, joe gauci, ben halloran, zawada, waine lucas, mauragis, sam sutton, xi waine, ufuk talay, talay, sutton, waine, oli sail",brazilian,sky stadium,"a league men, phoenix, central coast mariners, adelaide united",phoenix,,,opening round,
https://www.proquest.com/anznews/docview/2702888330/5C465B1D225B42F9PQ/36?accountid=14649,start-up,"christian alexandru, messina, alexandru, noel lindsay, lindsay",,,"ortomi, the university of adelaide s, the university of adelaide",us,,,,
https://www.proquest.com/anznews/docview/2698616851/5C465B1D225B42F9PQ/37?accountid=14649,start-up,"howard, ziggy switkowski, paul keating s, dutton, tony abbott, malcolm turnbull, scott morrison, peter gleeson, peta credlin dutton, matthew guy, barry goldwater, david shoebridge, chris kenny, between, gideon rozner, jenna clarke, emmanuel macron, jacques chirac, chris bowen, keating, mug bob carr","south australian, australian, conservatives, victorians, victorian, greens, sa, american, french",hazelwood coal fired power plant,"sky news, a royal commission, the institute of public affairs, hazelwood westinghouse, energy, greenpeace, parliament","queensland, the united states, japan, victoria, hazelwood, us, australia, nsw, south korea, the united arab emirates, georgia, south carolina, westinghouse, britain, finland, indonesia, rio tinto, liddell","europe, the latrobe valley, lake macquarie",,,
https://www.proquest.com/anznews/docview/2503637168/5C465B1D225B42F9PQ/38?accountid=14649,start-up,"denholm, alex mccauley, aude vignelles, adrian fahey, craig swann, swann, david pisoni, pisoni",south australians,,"telstra, aus, australian space agency, sage automation, southstart","elon musk s, australia, south australia",,,"a start up ecosystem summit, the start up showcase, festival, the southstart festival",
https://www.proquest.com/anznews/docview/2714777278/5C465B1D225B42F9PQ/39?accountid=14649,start-up,"daish malani, chris kirk, kirk, marco, oliver stone s, kevin costner, jim garrison, andrew nunn, costner, steven marshall, peter malinauskas, di dixon, dixon, adam grocke, grocke, sherlok, summer petrosius, mary kelly, kelly, denham d silva, edward robinson, malani, robinson, nunn, no pollyanna, shahna smith, smith, tracey, mum, pam, bobby, kelly moyle, moyle, chris aldgate, anna vlach, simon lucey d silva, rodney brooks","south australians, australian, austin, south australian","the old rah, hub stone chalk, lot fourteen, royal adelaide hospital, the australian institute for machine learning, rah, eleanor harrald building, the circle first nations entrepreneur hub, tarrkarri, the space discovery centre, sahmri, lot fourteen s, bice, tarrkarri centre","sa, fbi, cia, intelligence community, the bureau of meteorology, the university of adelaide s, asc, amazon, myriota, smartsat crc, the state government, the sa space industry centre, the adelaide city council, the adelaide economic development agency, stone chalk s, stone chalk, home stone chalk, add life technologies, kindship, state government, barossa valley brewing, gst, heathfield high seaton, amplified beauty australia, sephora, the circle first nations entrepreneur hub, the australian institute for machine learning, mit s, australian institute for machine learning, australian space agency, australian cyber collaboration centre","adelaide, australia, new zealand, new orleans, the united state s, sydney, south australia, gawler, tonsley, south australia s, austin, silicon valley, new york, bunnings, melbourne, vancouver canada, d silva, us","the east end, us, pacific, atlantic, the lot fourteen innovation district",the kanyini satellite,"cup run, the international beer awards",
https://www.proquest.com/anznews/docview/2725375915/5C465B1D225B42F9PQ/40?accountid=14649,start-up,"kelly drewett, drewett, etienne oosthuysen",,lot fourteen,"the education department, expos, chamonix, loxton high school, stem","melbourne, brisbane, south australia s, south australia","fortitude valley, the eastern seaboard",,the covid pandemic,multimillion dollar
https://www.proquest.com/anznews/docview/2664938898/5C465B1D225B42F9PQ/41?accountid=14649,start-up,"isabella kelly ruby stewart, george jankovic, eva blandis, tonsley, bret fisher",south australian,lot fourteen,"news corp, futureadl, newscorp sa",,"stone chalk, south australia s",,,
https://www.proquest.com/anznews/docview/2722743357/5C465B1D225B42F9PQ/42?accountid=14649,start-up,"peter malinauskas, christina vithoulkas, christina, farida ayubi, alison hams, alison, mary kelly, elsy wameyo, elsy, alex bruhn, alex, marceline overduin, marceline, anika talukder, shantae barnes cowan, bianca nilsson, anika johnstone, georgia davies thain, taylah suridge, taylah, katherine sortini, emily steel  darcey, darcey, stephanie wan, stephanie, melanie mchugh, aaliyah sirengo, aaliyah, lily biggs, nikita trewartha, gemma munro, gemma, noelle smit, ruchi sinha, justyce manton, sumen rai, sumen, ma musu nyande, ma musu","afghani, the nilotic tribes, australian, sierra leonean, african, south australian",the p a poseidon,"the state government s, news corp sa, parwana restaurant specialising in, stormfront productions, carclew, the university of adelaide, youth inc, global shapers, solidworks, bae, cnn, abc, renegade records, the sex industry decriminalisation action committee of sa, la strand hair and body in, sa, deus ex femina, the andy thomas space foundation, kpmg, maisha flow, salty sips, google, teamgage, bae systems, the youth aerospace association","south australia, sa, adelaide, afghanistan, kangaroo island, whyalla, australia, us, port augusta s, kenya, silicon valley, justyce","netherlands, the tonsley innovation district",,"state of mind campaign, the sa music awards, the world economic forum",
https://www.proquest.com/anznews/docview/2691302027/5C465B1D225B42F9PQ/43?accountid=14649,start-up,"matthew grounds, barrenjoey, rod sims, gina cass gottlieb",,,"the bank of america advised bendigo, adelaide bank, barrenjoey, suncorp, anz, ubs, suncorp s bank, macquarie capital, dataroom, myob, kkr, macquarie, bn, accc, the australian competition and consumer commission, gilbert tobin, nab, citi, bank of queensland, me bank, axa amp, bendigo, suncorp bank","australia, queensland, bendigo",,,,
https://www.proquest.com/anznews/docview/2691220499/5C465B1D225B42F9PQ/44?accountid=14649,start-up,"matthew grounds, barrenjoey, competition clearance, rod sims, gina cass gottlieb",,,"suncorp, anz, the bank of america advised bendigo, adelaide bank, barrenjoey, galileo anz, ubs, suncorp s bank, macquarie capital, dataroom, myob, kkr, macquarie, bn, the australian competition consumer commission, gilbert tobin, accc, nab, citi, bank of queensland, me bank, axa, bendigo, suncorp bank, suncorp s","australia, queensland, bendigo",,,,
https://www.proquest.com/anznews/docview/2696955042/5C465B1D225B42F9PQ/45?accountid=14649,start-up,"h ex, mark hanna",,,"national science agency, csiro, geoscience australia, energyquest, h ex","australia, south australia",the eyre peninsula,,,
https://www.proquest.com/anznews/docview/2673289500/5C465B1D225B42F9PQ/46?accountid=14649,start-up,"belinda trembath, trembath, jonathan how",,mt buller,"covid, perisher, falls creek, the bureau of meteorology","sydney, queenslanders, new south wales, victoria, nsw, victoria s",south australia,,the covid pandemic,
https://www.proquest.com/anznews/docview/2678030928/5C465B1D225B42F9PQ/47?accountid=14649,start-up,"jay weatherill, brandis, alexander downer, weatherill, andrew forrest s, margin call, penny wong, wong, margaret simons, zed seselja, david pocock, seselja, trent zimmerman, jason falinski, dave sharma, barilaro, john barilaro s, helen sawczak, stuart ayres, morrison, marina go, mitch catlin, matthew guy, bitter butter, heese, mike smith, smith, catlin","south australian, victorian","stoke lodge, coronation property","minderoo foundation, thrive by five initiative, the university of south australia, the australian workers union, the australia china business council, ngs global, netball, netball australia, na board, the party for economic management, victorian coworking enterprise york butter factory, margin call, anz","queensland, london, nsw, the united states, americas, greater china, victoria",,,,
https://www.proquest.com/anznews/docview/2660785968/5C465B1D225B42F9PQ/48?accountid=14649,start-up,"scott morrison, luke martin, martin, hobart, sanyou baijiu, lyons, richard marles, marles, bridget archer, kim seagram, ian sypkes, susie bower, bower, gavin pearce, pearce, brenton lester, simon sav saville, blair richards","liberals, tasmanian, southern tasmanian","nyrstar, the  ha facility, the don river railway, lutana zinc plant, hobart airport runway, hobart airport s","labor, tourism industry council, nyrstar, the federal government s, west tamar council, food innovation australia ltd, sanyou baijiu co, western tiers distillery, lyons, the don river railway","hobart, cadburys, norske skog, tasmania, legana, fermentasmania, westbury, launceston, lutana","asia, north south",,,
https://www.proquest.com/anznews/docview/2479908291/5C465B1D225B42F9PQ/49?accountid=14649,start-up,"brayshaw, rhyce shaw, damien hardwick collingwood, nathan buckley, simon goodwin, alastair clarkson, shaw, rhyce, matty nicks, phil walsh, danny frawley, spud, danny, walshy, clarko, frawley, chris vernuccio, rebecca williams, mark brayshaw, sen sa breakfast, ken hinkley, greg nichols, mark, nichols",,,"tigers, kangaroos, the gold coast suns, aflca, adelaide, afl, afl coaches association, power, the coaches association, the aflca board","north melbourne, melbourne, queensland, richmond, st kilda",,,,million dollar
https://www.proquest.com/anznews/docview/2680905409/5C465B1D225B42F9PQ/51?accountid=14649,start-up,"holly, elvis, gary brooker, stan evans, guy mitchell, harry nilsson, frank, jim acton, terry hewton, remington royal, ralph peterson, underwood, adler, malcolm sparre booleroo centre",british,,"radio university, radio adelaide fm, adelaide, the adelaide cash register company","australia, sweden, germany, adelaide",,,,six shillings
https://www.proquest.com/anznews/docview/2704388638/5C465B1D225B42F9PQ/52?accountid=14649,start-up,"flavia tata nardini, nardini, ros harvey, edwina mccann, kit bashford, anna dimond, kara fantasia, sam costello, johanna williams, fiona krawczyk",sydneysider,fishbank,"fleet space technologies, vogue codes in conversation, yield, vogue australia, audi australia, palas jewellery, mall management authority, haigh s chocolates","adelaide, south australia, port adelaide",,,,
https://www.proquest.com/anznews/docview/2701595416/5C465B1D225B42F9PQ/53?accountid=14649,start-up,"joe flanagan, sidney powell, jan pacas, cape, ryan edwards pritchard, stephane doyen, stephen scheeler, andreessen horowitz, dany milham, nick hazell, jack cowin, inauro, angus kennard craig, tim glasson, dave kaplan, ben sand, y combinator s, siobhan savage, charlie gearside, tim doyle, kieran warwick, kain kieran, aaron, grant, brendan wong, anish sinha skye theodorou, jerry huang yawn rong","australian, aussie",,"maple finance, nab, ownhome, all g foods, woolworths, milkrun, koala, uber, ofload, orange nsw loam bio, csiro, voly, paytron, safetyculture willed, strong compute, the world economic forum, eucalyptus, men s telehealth, bond illuvium, upcover, stepn","australia, melbourne, sydney, wollongong brisbane, the gold coast, singapore, thailand, china, brisbane, new zealand, south korea",silicon valley,,,
https://www.proquest.com/anznews/docview/2671789013/5C465B1D225B42F9PQ/54?accountid=14649,start-up,"petra oates, tom ryan, tom, tom ryan moppa",,,"western ridge brewery, stien s taphouse","adelaide, nuriootpa","barossa valley, the barossa valley",,,an extra cents
https://www.proquest.com/anznews/docview/2679310719/5C465B1D225B42F9PQ/55?accountid=14649,start-up,"peter malinauskas, malinauskas, blair boyer, georgette elston",malinauskas,"findon high school, the heights school, tonsley tafe","bae systems, bae systems australia","sa, port augusta, mount gambier, north east adelaide",south australia,,,
https://www.proquest.com/anznews/docview/2696536827/5C465B1D225B42F9PQ/56?accountid=14649,start-up,"eddie betts, edward frederick betts, eddie, veda, george burgoyne, edward robert betts, crows, mum, anna, davo, simon schuster","christians, tasman","the port lincoln hospital, the red shed","bhp, the royal commission","adelaide, carlton, south australia s, port lincoln, cummins, ceduna","west coast, the eyre peninsula",,,
https://www.proquest.com/anznews/docview/2696527424/5C465B1D225B42F9PQ/57?accountid=14649,start-up,"eddie betts, edward frederick betts, eddie, veda, george burgoyne, edward robert betts, crows, mum, anna, davo, simon schuster","christians, tasman","the port lincoln hospital, the red shed","bhp, the royal commission","adelaide, carlton, south australia s, port lincoln, cummins, ceduna, boomerang crescent","west coast, the eyre peninsula",,,
https://www.proquest.com/anznews/docview/2721942300/5C465B1D225B42F9PQ/58?accountid=14649,start-up,"petrosius, andrius, sandy, steph, sandy golder, steph wicks, tara thompson, golder, imogen, wicks thrive, summer petrosius, kindship, wicks, summer, tabatha mosch, cooper, mosch, susan close, close","lithuanian, south australian, south australians",,industry innovation and science minister,"sydney, bulgaria, nsw, adelaide, nepal, australia",,,world autism day,
https://www.proquest.com/anznews/docview/2658979354/5C465B1D225B42F9PQ/59?accountid=14649,start-up,"ben brown, braydon preuss, shaun higgins geelong, robbie tarrant richmond, shaun atley, taylor garner, trent dumont   sam, jasper pittard, dom tyson, jared polec, kane cornes, polec, aiden bonar, atu bosenavulagi, jaidyn stephenson collingwood, callum coleman jones richmond, will phillips no, tom powell, jason horne francis, round afl, coleman jones, horne francis, lloyd, brown, lyon, darcy fort, ryan burton, robbie gray, matthew nicks",south australian,,"afl, kangaroos, north, roos, melbourne, port adelaide, adelaide, richmond, crows, tigers, suns, fremantle, hawthorn, hawks, gws","north melbourne, port, adelaide, cairns",,,,
https://www.proquest.com/anznews/docview/2673434769/5C465B1D225B42F9PQ/60?accountid=14649,start-up,"reece miller, miller, travis ashworth, ashworth",,,spendable,"victoria, south australia, adelaide",,,,
https://www.proquest.com/anznews/docview/2701303547/5C465B1D225B42F9PQ/61?accountid=14649,start-up,"daniel jackson, jeremy pollak, scott montarello, william brown, alexander post erich kisi, mike smith, guy, jules dickinson, daniel crennan, patrick connolly, josh wilson, daniel cannizzaro, tom caska s, rakesh routhu, tom caska, brodie, michael, paul higgins, eli muse, dan jovevski, einat sukenik, nati harpaz, alex girard guillame, ang matthew browne, andrew robinson, stella, timothy cocaro, doug vincent, holly cardew, sam mcconkey, charlie karaboga, jordan momtazi","ustralian, australian, aussie, nsw",,"calven, driva, mga thermal, zero co, betacarbon, anility, the university of nsw s x accelerator program, togetherai, scalare, parpera, volt prophero, aerologix, uber for drones, parley, wemoney, tradesquare, catch, tiger global, upflowy, canibuild","canva, australia, byron bay, sydney, qantas, brisbane, us, new zealand, singapore, us uk, india chippit, melbourne, perth, san francisco, washington dc, manchester, canberra",gold coast,"parpera, wemoney",the pandemic,more than bn
https://www.proquest.com/anznews/docview/2723178772/5C465B1D225B42F9PQ/62?accountid=14649,start-up,"john jenkin, jenkin, jaime virgin, virgin, jenkin anne jenkin, dylan jenkin reilly sanders, shane neale, neale, paul diment, diment, anne champness",victorian,seventh street,"tatiara truck and trailers ttt, tatiara truck and trailers, ttt, tatiara, tatiara district council, the tatiara district council, the border chronicle","bordertown, the bordertown industrial estate s, mount gambier, horsham, tatiara, adelaide",the industrial estate,,the covid pandemic,
https://www.proquest.com/anznews/docview/2696528128/5C465B1D225B42F9PQ/63?accountid=14649,start-up,"eddie betts, edward frederick betts, eddie, veda, george burgoyne, edward robert betts, crows, mum, anna, davo, simon schuster","christians, tasman","the port lincoln hospital, the red shed","carlton, bhp, the coroner s inquiry, the royal commission","south australia s, port lincoln, cummins, ceduna, adelaide, boomerang crescent","west coast, the eyre peninsula",,,
https://www.proquest.com/anznews/docview/2696527387/5C465B1D225B42F9PQ/64?accountid=14649,start-up,"eddie betts, edward frederick betts, eddie, veda, george burgoyne, edward robert betts, crows, mum, anna, davo, simon schuster","christians, tasman","the port lincoln hospital, the red shed","carlton, bhp, the coroner s inquiry, the royal commission","south australia s, port lincoln, cummins, ceduna, adelaide, boomerang crescent","west coast, the eyre peninsula",,,
