company,link,title,date_,publisher_,source_type_
Michael Place,https://www.proquest.com/anznews/docview/355644314/C5CD472B9E4844A9PQ/9?accountid=14649,Williams rushed in to give grunt to attackAN SOS FOR PACE: [1 State Edition],"Dec 11, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/360437742/C5CD472B9E4844A9PQ/10?accountid=14649,"Ayres, fan clash: [3 - THIRD Edition]","Sep 15, 2002",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/872703297/C5CD472B9E4844A9PQ/11?accountid=14649,Hughes wants `Boof' axed: [2 Final Edition],"Dec 19, 2004",News Limited,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/872677469/C5CD472B9E4844A9PQ/12?accountid=14649,Stan eyes Aussie team: [1 State Edition],"May 16, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/872660741/C5CD472B9E4844A9PQ/13?accountid=14649,Irish eyes shiningFuture of series in jeopardy: [1 State Edition],"Oct 26, 2003",News Limited,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/360564854/C5CD472B9E4844A9PQ/14?accountid=14649,Williams rushed in to stir things up: [1 FIRST Edition],"Dec 11, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/360617055/C5CD472B9E4844A9PQ/15?accountid=14649,FLETCH WAITS: [1 FIRST Edition],"Sep 7, 2003",News Limited,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/872649345/C5CD472B9E4844A9PQ/16?accountid=14649,Hird: Show us respect: [1 State Edition],"Sep 7, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/872640485/C5CD472B9E4844A9PQ/17?accountid=14649,AFLHird: They didn't show us respect: [2 Final Edition],"Sep 7, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/354138439/C5CD472B9E4844A9PQ/18?accountid=14649,Aussies don't fear Akhtar - Pakistan star put on notice: [1 First With The News Edition],"Dec 1, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355584245/C5CD472B9E4844A9PQ/19?accountid=14649,"That takes care of the Kiwis, now it's Pakistan's turnBRING ON THE BEST: [1 State Edition]","Dec 1, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/353550705/C5CD472B9E4844A9PQ/20?accountid=14649,Fletcher video fear dampens Don party: [2 State Main Country Edition],"Sep 7, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355613367/C5CD472B9E4844A9PQ/21?accountid=14649,Rookie quicks rip apart Pakistan: [1 State Edition],"Dec 10, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355826791/C5CD472B9E4844A9PQ/22?accountid=14649,"Waugh deserves his spot, says Marsh: [1 State Edition]","Oct 13, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355550805/C5CD472B9E4844A9PQ/23?accountid=14649,MacGill's guile can terrorise Zimbabwe: [1 State Edition],"Oct 9, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355476165/C5CD472B9E4844A9PQ/24?accountid=14649,Pakistan memo to McGrath: you're in our sights: [1 State Edition],"Dec 15, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355556361/C5CD472B9E4844A9PQ/25?accountid=14649,DOCKERS 15.14 (104) TIGERS 11.15 (81)Birth buoys Medhurst: [1 - State Edition],"Aug 4, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355608580/C5CD472B9E4844A9PQ/26?accountid=14649,Hussey surges: Pakistan falters: [1 State Edition],"Dec 11, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355460691/C5CD472B9E4844A9PQ/27?accountid=14649,FIRST TEST500 Test wickets the next goal: [1 State Edition],"Dec 20, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355619833/C5CD472B9E4844A9PQ/28?accountid=14649,Salman stakes his Test claim: [1 State Edition],"Dec 8, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355447048/C5CD472B9E4844A9PQ/29?accountid=14649,83Pakistan stung by WA Second XI: [2 Metro Edition],"Dec 4, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355717967/C5CD472B9E4844A9PQ/30?accountid=14649,McGrath to miss Tests: [2 Metro Edition],"Oct 6, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355450305/C5CD472B9E4844A9PQ/31?accountid=14649,83 Pakistan stung by WA Second XI: [1 State Edition],"Dec 4, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355805273/C5CD472B9E4844A9PQ/32?accountid=14649,Carlisle ton puts heat on A team: [1 State Edition],"Jan 2, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355719573/C5CD472B9E4844A9PQ/33?accountid=14649,Wishart lifts Zimbabwe: [1 State Edition],"Oct 4, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355325191/C5CD472B9E4844A9PQ/34?accountid=14649,Razzaq rescues Pakistan: [2 Metro Edition],"Dec 10, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355802225/C5CD472B9E4844A9PQ/35?accountid=14649,Lack of preparation at issue: [1 State Edition],"Oct 13, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355497738/C5CD472B9E4844A9PQ/36?accountid=14649,Pace to burn in WACA wicket: [1 State Edition],"Dec 9, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355491000/C5CD472B9E4844A9PQ/37?accountid=14649,Hussey surges: Pakistan falters: [2 Metro Edition],"Dec 11, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355759497/C5CD472B9E4844A9PQ/38?accountid=14649,A-team rally falls agonisingly short: [2 Metro Edition],"Jan 2, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355610725/C5CD472B9E4844A9PQ/39?accountid=14649,Salman stakes his Test claim: [2 Metro Edition],"Dec 8, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355669338/C5CD472B9E4844A9PQ/40?accountid=14649,`I do believe he is not in peak form'Shoaib fires first shot at Hayden: [1 State Edition],"Dec 2, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355847004/C5CD472B9E4844A9PQ/41?accountid=14649,"McGrath to miss Tests, one-dayers with injury: [1 State Edition]","Oct 6, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355601827/C5CD472B9E4844A9PQ/42?accountid=14649,Experts take close look at Malik: [1 State Edition],"Dec 14, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355501321/C5CD472B9E4844A9PQ/43?accountid=14649,Hayden can land KO blow: [1 State Edition],"Dec 8, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355873500/C5CD472B9E4844A9PQ/44?accountid=14649,"DOCKERS 10.15 (75) LIONS 10.12 (72)Give us respect, says Schammer: [1 - State Edition]","Jul 7, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355808427/C5CD472B9E4844A9PQ/45?accountid=14649,There may be no next time: Waugh: [1 State Edition],"Oct 3, 2003",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/355663976/C5CD472B9E4844A9PQ/46?accountid=14649,AFL's Aborigines team up to share wisdom of the elders: [1 State Edition],"Nov 15, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/872655933/C5CD472B9E4844A9PQ/47?accountid=14649,Ex-Eagle to sue for $1m over injury: [1 - State Edition],"Aug 10, 2003",News Limited,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/353555851/C5CD472B9E4844A9PQ/48?accountid=14649,Quicks back Kasper - Former guns hand Lee short straw for Perth: [2 State Main Country Edition],"Dec 12, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/872705755/C5CD472B9E4844A9PQ/49?accountid=14649,"Don't drop Kasper, warn pace aces: [1 State Edition]","Dec 12, 2004",News Limited,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/353202294/C5CD472B9E4844A9PQ/50?accountid=14649,Ponting throws down gauntlet to Paki speed king Bring on Akka: [1 Edition],"Dec 1, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/872701698/C5CD472B9E4844A9PQ/51?accountid=14649,McLeod screen dream: [2 Final Edition],"Nov 14, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/360651511/C5CD472B9E4844A9PQ/52?accountid=14649,Pie shows true grit: [1 FIRST Edition],"Aug 8, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/360198690/C5CD472B9E4844A9PQ/53?accountid=14649,Clarke faces criticism on eve of SCG debut: [6 Regional Edition],"Jan 11, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/360614939/C5CD472B9E4844A9PQ/54?accountid=14649,"Bring it on, says Punter: [1 FIRST Edition]","Dec 1, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/360564621/C5CD472B9E4844A9PQ/55?accountid=14649,Neon sparks fire in WoodsPies wound Freo home final hopes: [2 SECOND Edition],"Aug 7, 2004",Nationwide News Pty Ltd,Newspaper
Michael Place,https://www.proquest.com/anznews/docview/872671517/C5CD472B9E4844A9PQ/56?accountid=14649,[Season 2004]: [1 State Edition],"Mar 21, 2004",Nationwide News Pty Ltd,Newspaper
