title,links_,publised_date_,company
AI aged care CCTV trial false alarms led staff to ignore real alert - Crikey,https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LmNyaWtleS5jb20uYXUvMjAyMi8wOS8wMi9hcnRpZmljaWFsLWludGVsbGlnZW5jZS1jY3R2LWFnZWQtY2FyZS10cmlhbC_SAQA?oc=5,"Fri, 02 Sep 2022 07:00:00 GMT",artificial intelligence
Pointing out the implications of 'AI creep' - InDaily,https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vaW5kYWlseS5jb20uYXUvb3Bpbmlvbi8yMDIyLzA4LzA0L3BvaW50aW5nLW91dC10aGUtaW1wbGljYXRpb25zLW9mLWFpLWNyZWVwL9IBAA?oc=5,"Thu, 04 Aug 2022 07:00:00 GMT",artificial intelligence
China ‘can now read people’s minds’ - news.com.au,https://news.google.com/__i/rss/rd/articles/CBMiuwFodHRwczovL3d3dy5uZXdzLmNvbS5hdS90ZWNobm9sb2d5L29ubGluZS9jaGluZXNlLXJlc2VhcmNoZXJzLWNsYWltLXRoZXktaGF2ZS1idWlsdC1hbmQtdGVzdGVkLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWNhcGFibGUtb2YtcmVhZGluZy1taW5kcy9uZXdzLXN0b3J5L2VhNjgyY2I0MWU5YTU1YzdiZDg5MmZkOWJjYzlkMzI20gEA?oc=5,"Mon, 04 Jul 2022 07:00:00 GMT",artificial intelligence
How Québec became a world-class AI powerhouse - CIO,https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3LmNpby5jb20vYXJ0aWNsZS80MDA3NzkvaG93LXF1ZWJlYy1iZWNhbWUtYS13b3JsZC1jbGFzcy1haS1wb3dlcmhvdXNlLmh0bWzSAQA?oc=5,"Wed, 15 Jun 2022 07:00:00 GMT",artificial intelligence
AI Gives Miners a Cutting Edge - CDOTrends,https://news.google.com/__i/rss/rd/articles/CBMiQmh0dHBzOi8vd3d3LmNkb3RyZW5kcy5jb20vc3RvcnkvMTY0NDEvYWktZ2l2ZXMtbWluZXJzLWN1dHRpbmctZWRnZdIBAA?oc=5,"Mon, 16 May 2022 07:00:00 GMT",artificial intelligence
‘Like thieves’: Fury over Woolies’ checkout - news.com.au,https://news.google.com/__i/rss/rd/articles/CBMirgFodHRwczovL3d3dy5uZXdzLmNvbS5hdS9maW5hbmNlL2J1c2luZXNzL3JldGFpbC9jYWxscy10by1ib3ljb3R0LXdvb2xpZXMtb3Zlci1jb250cm92ZXJzaWFsLW5ldy1hcnRpZmljaWFsLWludGVsbGlnZW5jZS10ZWNobm9sb2d5L25ld3Mtc3RvcnkvZTg4MjljNDdhMTU3ZWNjZTE4ODQzMjc1ODMyYTBlY2bSAbIBaHR0cHM6Ly93d3cubmV3cy5jb20uYXUvZmluYW5jZS9idXNpbmVzcy9yZXRhaWwvY2FsbHMtdG8tYm95Y290dC13b29saWVzLW92ZXItY29udHJvdmVyc2lhbC1uZXctYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtdGVjaG5vbG9neS9uZXdzLXN0b3J5L2U4ODI5YzQ3YTE1N2VjY2UxODg0MzI3NTgzMmEwZWNmP2FtcA?oc=5,"Wed, 21 Sep 2022 07:00:00 GMT",artificial intelligence
International lab to focus on interface of AI and humans - University World News,https://news.google.com/__i/rss/rd/articles/CBMiRGh0dHBzOi8vd3d3LnVuaXZlcnNpdHl3b3JsZG5ld3MuY29tL3Bvc3QucGhwP3N0b3J5PTIwMjEwMjIzMDg0NDM1MTE00gEA?oc=5,"Tue, 23 Feb 2021 08:00:00 GMT",artificial intelligence
The Collaborators: Deep Liquid's AI Recipe Designs - The Crafty Pint,https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vY3JhZnR5cGludC5jb20vbmV3cy8yOTgwL3RoZS1jb2xsYWJvcmF0b3JzLWRlZXAtbGlxdWlkcy1haS1yZWNpcGUtZGVzaWduc9IBAA?oc=5,"Mon, 19 Sep 2022 07:00:00 GMT",artificial intelligence
Aussies become instant millionaires - news.com.au,https://news.google.com/__i/rss/rd/articles/CBMipwFodHRwczovL3d3dy5uZXdzLmNvbS5hdS9maW5hbmNlL2J1c2luZXNzL3RlY2hub2xvZ3kvc3lkbmV5LWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXN0YXJ0dXAtc2VhcmNoaW8tc29sZC1mb3ItbW9yZS10aGFuLTEwMG0vbmV3cy1zdG9yeS8wNDQ5ZmFkYzVkMTYzZTM1NGQ2NGJiYzJkOGZjY2QzNdIBAA?oc=5,"Wed, 14 Sep 2022 07:00:00 GMT",artificial intelligence
"SA Water eyes data lake, enterprise-wide AI platform - iTnews",https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3Lml0bmV3cy5jb20uYXUvbmV3cy9zYS13YXRlci1leWVzLWRhdGEtbGFrZS1lbnRlcnByaXNlLXdpZGUtYWktcGxhdGZvcm0tNTc3ODcw0gEA?oc=5,"Fri, 25 Mar 2022 07:00:00 GMT",artificial intelligence
FACT SHEET: Implementation of the Australia – United Kingdom – United States Partnership (AUKUS) - The White House,https://news.google.com/__i/rss/rd/articles/CBMiogFodHRwczovL3d3dy53aGl0ZWhvdXNlLmdvdi9icmllZmluZy1yb29tL3N0YXRlbWVudHMtcmVsZWFzZXMvMjAyMi8wNC8wNS9mYWN0LXNoZWV0LWltcGxlbWVudGF0aW9uLW9mLXRoZS1hdXN0cmFsaWEtdW5pdGVkLWtpbmdkb20tdW5pdGVkLXN0YXRlcy1wYXJ0bmVyc2hpcC1hdWt1cy_SAQA?oc=5,"Tue, 05 Apr 2022 07:00:00 GMT",artificial intelligence
Flinders University leading the way for AI grain assessment for better crops • Glam Adelaide - Glam Adelaide,https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vZ2xhbWFkZWxhaWRlLmNvbS5hdS9mbGluZGVycy11bml2ZXJzaXR5LWxlYWRpbmctdGhlLXdheS1mb3ItYWktZ3JhaW4tYXNzZXNzbWVudC1mb3ItYmV0dGVyLWNyb3BzL9IBAA?oc=5,"Fri, 30 Sep 2022 07:00:00 GMT",artificial intelligence
University of Adelaide opens new AI centre - https://www.innovationaus.com/,https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vd3d3Lmlubm92YXRpb25hdXMuY29tL2VtYmFyZ28tdW5pdmVyc2l0eS1vZi1hZGVsYWlkZS1vcGVucy1uZXctYWktY2VudHJlL9IBAA?oc=5,"Fri, 19 Nov 2021 08:00:00 GMT",artificial intelligence
Artificial intelligence to better understand our world - Independent Australia,https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vaW5kZXBlbmRlbnRhdXN0cmFsaWEubmV0L2J1c2luZXNzL2J1c2luZXNzLWRpc3BsYXkvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtdG8tYmV0dGVyLXVuZGVyc3RhbmQtb3VyLXdvcmxkLDE1NTY40gEA?oc=5,"Wed, 29 Sep 2021 07:00:00 GMT",artificial intelligence
5G Industrial Incubation Lab Launched in South Australia - OpenGov Asia,https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vb3BlbmdvdmFzaWEuY29tLzVnLWluZHVzdHJpYWwtaW5jdWJhdGlvbi1sYWItbGF1bmNoZWQtaW4tc291dGgtYXVzdHJhbGlhL9IBAA?oc=5,"Mon, 05 Sep 2022 07:00:03 GMT",artificial intelligence
Ashurst represents New Vision Capital Partners on investment in Hong Kong-based artificial intelligence start-up Fano Labs - Mirage News,https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vd3d3Lm1pcmFnZW5ld3MuY29tL2FzaHVyc3QtcmVwcmVzZW50cy1uZXctdmlzaW9uLWNhcGl0YWwtcGFydG5lcnMtODc1ODI4L9IBAA?oc=5,"Mon, 17 Oct 2022 07:00:00 GMT",artificial intelligence
AI-guided Screening Uses ECG Data to Detect a Hidden Risk Factor for Stroke - Diagnostic and Interventional Cardiology,https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmRpY2FyZGlvbG9neS5jb20vY29udGVudC9haS1ndWlkZWQtc2NyZWVuaW5nLXVzZXMtZWNnLWRhdGEtZGV0ZWN0LWhpZGRlbi1yaXNrLWZhY3Rvci1zdHJva2XSAQA?oc=5,"Thu, 29 Sep 2022 07:00:00 GMT",artificial intelligence
AI Research Helps Businesses Make Better Decisions - Australia Cyber Security Magazine,https://news.google.com/__i/rss/rd/articles/CBMiYmh0dHBzOi8vYXVzdHJhbGlhbmN5YmVyc2VjdXJpdHltYWdhemluZS5jb20uYXUvYWktcmVzZWFyY2gtaGVscHMtYnVzaW5lc3Nlcy1tYWtlLWJldHRlci1kZWNpc2lvbnMv0gEA?oc=5,"Wed, 20 Jul 2022 07:00:00 GMT",artificial intelligence
How the Frankston line has changed over the years - Herald Sun,https://news.google.com/__i/rss/rd/articles/CBMinAFodHRwczovL3d3dy5oZXJhbGRzdW4uY29tLmF1L2xlYWRlci9zb3V0aC1lYXN0L2xldmVsLWNyb3NzaW5nLXJlbW92YWxzLWZyYW5rc3Rvbi10cmFpbi1saW5lLWNvbW11bml0aWVzLXRlbGwtYWxsL25ld3Mtc3RvcnkvZDZmZTEwOWVhN2NkOTkxZjNlNGY2ZjZjNTZkNTUxNDnSAQA?oc=5,"Thu, 17 Nov 2022 22:10:00 GMT",artificial intelligence
10 at 10: These ASX VR and artificial intelligence stocks are electrifying in early trade - Stockhead,https://news.google.com/__i/rss/rd/articles/CBMidmh0dHBzOi8vc3RvY2toZWFkLmNvbS5hdS9uZXdzLzEwLWF0LTEwLXRoZXNlLWFzeC12ci1hbmQtYXJ0aWZpY2FsLWludGVsbGlnZW5jZS1zdG9ja3MtYXJlLWVsZWN0cmlmeWluZy1pbi1lYXJseS10cmFkZS_SAXpodHRwczovL3N0b2NraGVhZC5jb20uYXUvbmV3cy8xMC1hdC0xMC10aGVzZS1hc3gtdnItYW5kLWFydGlmaWNhbC1pbnRlbGxpZ2VuY2Utc3RvY2tzLWFyZS1lbGVjdHJpZnlpbmctaW4tZWFybHktdHJhZGUvP2FtcA?oc=5,"Thu, 26 May 2022 07:00:00 GMT",artificial intelligence
Australian reality studio scoops big US film award - The Lead South Australia,https://news.google.com/__i/rss/rd/articles/CBMibGh0dHBzOi8vdGhlbGVhZHNvdXRoYXVzdHJhbGlhLmNvbS5hdS9pbmR1c3RyaWVzL3N0YXJ0dXBzL2F1c3RyYWxpYW4tcmVhbGl0eS1zdHVkaW8tc2Nvb3BzLWJpZy11cy1maWxtLWF3YXJkL9IBAA?oc=5,"Tue, 09 Aug 2022 07:00:00 GMT",artificial intelligence
"Wind Power Returning To Open Seas, Now With AI - CleanTechnica",https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vY2xlYW50ZWNobmljYS5jb20vMjAyMi8wNy8yMi93aW5kLXBvd2VyLXJldHVybmluZy10by1vcGVuLXNlYXMtbm93LXdpdGgtYWkv0gFXaHR0cHM6Ly9jbGVhbnRlY2huaWNhLmNvbS8yMDIyLzA3LzIyL3dpbmQtcG93ZXItcmV0dXJuaW5nLXRvLW9wZW4tc2Vhcy1ub3ctd2l0aC1haS9hbXAv?oc=5,"Fri, 22 Jul 2022 07:00:00 GMT",artificial intelligence
"How Australia can make AI work for our economy, and for our people - The Conversation",https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vdGhlY29udmVyc2F0aW9uLmNvbS9ob3ctYXVzdHJhbGlhLWNhbi1tYWtlLWFpLXdvcmstZm9yLW91ci1lY29ub215LWFuZC1mb3Itb3VyLXBlb3BsZS0xMTM3NDTSAWhodHRwczovL3RoZWNvbnZlcnNhdGlvbi5jb20vYW1wL2hvdy1hdXN0cmFsaWEtY2FuLW1ha2UtYWktd29yay1mb3Itb3VyLWVjb25vbXktYW5kLWZvci1vdXItcGVvcGxlLTExMzc0NA?oc=5,"Mon, 29 Jul 2019 07:00:00 GMT",artificial intelligence
Elon Musk: The mad megarich Twitter owner - Independent Australia,https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vaW5kZXBlbmRlbnRhdXN0cmFsaWEubmV0L2J1c2luZXNzL2J1c2luZXNzLWRpc3BsYXkvZWxvbi1tdXNrLXRoZS1tYWQtbWVnYXJpY2gtdHdpdHRlci1vd25lciwxNjk3MdIBAA?oc=5,"Tue, 15 Nov 2022 04:50:09 GMT",artificial intelligence
‘Tastes like the future’: Barossa brew-bot unlocks AI beer secrets - Adelaide Advertiser,https://news.google.com/__i/rss/rd/articles/CBMitAFodHRwczovL3d3dy5hZGVsYWlkZW5vdy5jb20uYXUvbmV3cy9zb3V0aC1hdXN0cmFsaWEvYXVzdHJhbGlhbi1pbnN0aXR1dGUtb2YtbWFjaGluZS1sZWFybmluZy1kZXNpZ25zLWFpLWJlZXItd2l0aC1iYXJvc3NhLXZhbGxleS1icmV3aW5nL25ld3Mtc3RvcnkvMjMwY2NiMTkxZmI5NzYzZDYzMDVmMDIzMzNiYWNjMTHSAQA?oc=5,"Wed, 15 Dec 2021 08:00:00 GMT",artificial intelligence
"AI facial recognition, the new detention - ABC News",https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vd3d3LmFiYy5uZXQuYXUvcmFkaW9uYXRpb25hbC9wcm9ncmFtcy9zdW5kYXlleHRyYS9haS1mYWNpYWwtcmVjb2duaXRpb24sLXRoZS1uZXctZGV0ZW50aW9uLzEzOTExODMw0gEA?oc=5,"Sat, 04 Jun 2022 07:00:00 GMT",artificial intelligence
NSW Government welcomes parliamentary AI inquiry - Mirage News,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3Lm1pcmFnZW5ld3MuY29tL25zdy1nb3Zlcm5tZW50LXdlbGNvbWVzLXBhcmxpYW1lbnRhcnktYWktaW5xdWlyeS04NzkyOTQv0gEA?oc=5,"Fri, 21 Oct 2022 07:00:00 GMT",artificial intelligence
Machine learning is ‘the electricity of our future’ - The Australian,https://news.google.com/__i/rss/rd/articles/CBMijgFodHRwczovL3d3dy50aGVhdXN0cmFsaWFuLmNvbS5hdS9zcGVjaWFsLXJlcG9ydHMvbWFjaGluZS1sZWFybmluZy1pcy10aGUtZWxlY3RyaWNpdHktb2Ytb3VyLWZ1dHVyZS9uZXdzLXN0b3J5LzI2M2EyMDVhMjhmZGI5YzZlYjk5MjNmZDYzNTI0ZjUx0gGSAWh0dHBzOi8vd3d3LnRoZWF1c3RyYWxpYW4uY29tLmF1L3NwZWNpYWwtcmVwb3J0cy9tYWNoaW5lLWxlYXJuaW5nLWlzLXRoZS1lbGVjdHJpY2l0eS1vZi1vdXItZnV0dXJlL25ld3Mtc3RvcnkvMjYzYTIwNWEyOGZkYjljNmViOTkyM2ZkNjM1MjRmNTE_YW1w?oc=5,"Fri, 01 Apr 2022 07:00:00 GMT",artificial intelligence
How artificial intelligence is depicting the cattle industry - Beef Central,https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vd3d3LmJlZWZjZW50cmFsLmNvbS9uZXdzL2hvdy1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1pcy1kZXBpY3RpbmctdGhlLWNhdHRsZS1pbmR1c3RyeS_SAQA?oc=5,"Fri, 17 Jun 2022 07:00:00 GMT",artificial intelligence
Artificial intelligence analysis of biofluid markers | OPTH - Dove Medical Press,https://news.google.com/__i/rss/rd/articles/CBMihAFodHRwczovL3d3dy5kb3ZlcHJlc3MuY29tL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWFuYWx5c2lzLW9mLWJpb2ZsdWlkLW1hcmtlcnMtaW4tYWdlLXJlbGF0ZWQtbWEtcGVlci1yZXZpZXdlZC1mdWxsdGV4dC1hcnRpY2xlLU9QVEjSAQA?oc=5,"Sun, 07 Aug 2022 07:00:00 GMT",artificial intelligence
Anumana Collaborates with Leading Global Health Care Company to Detect Heart Disease Using Artificial Intelligence - Diagnostic and Interventional Cardiology,https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vd3d3LmRpY2FyZGlvbG9neS5jb20vY29udGVudC9hbnVtYW5hLWNvbGxhYm9yYXRlcy1sZWFkaW5nLWdsb2JhbC1oZWFsdGgtY2FyZS1jb21wYW55LWRldGVjdC1oZWFydC1kaXNlYXNlLXVzaW5n0gEA?oc=5,"Thu, 14 Jul 2022 07:00:00 GMT",artificial intelligence
A journey into the poetic world of AI art making - ArtsHub,https://news.google.com/__i/rss/rd/articles/CBMiYmh0dHBzOi8vd3d3LmFydHNodWIuY29tLmF1L25ld3MvZmVhdHVyZXMvYS1qb3VybmV5LWludG8tdGhlLXBvZXRpYy13b3JsZC1vZi1haS1hcnQtbWFraW5nLTI1ODUzNTAv0gEA?oc=5,"Tue, 11 Oct 2022 07:00:00 GMT",artificial intelligence
Barossa beer built on taste for AI data - The Australian,https://news.google.com/__i/rss/rd/articles/CBMiiwFodHRwczovL3d3dy50aGVhdXN0cmFsaWFuLmNvbS5hdS9zcGVjaWFsLXJlcG9ydHMvYmFyb3NzYS1iZWVyLWJ1aWx0LW9uLWEta2Vlbi10YXN0ZS1mb3ItYWktZGF0YS9uZXdzLXN0b3J5L2ZmYjE4YmZlYTQ5MGU3OWNlYzFkOTVhYzA1YjcyMTAz0gGPAWh0dHBzOi8vd3d3LnRoZWF1c3RyYWxpYW4uY29tLmF1L3NwZWNpYWwtcmVwb3J0cy9iYXJvc3NhLWJlZXItYnVpbHQtb24tYS1rZWVuLXRhc3RlLWZvci1haS1kYXRhL25ld3Mtc3RvcnkvZmZiMThiZmVhNDkwZTc5Y2VjMWQ5NWFjMDViNzIxMDM_YW1w?oc=5,"Fri, 01 Apr 2022 07:00:00 GMT",artificial intelligence
AgTech innovation soars through $700000 in growth funding - Premier of South Australia,https://news.google.com/__i/rss/rd/articles/CBMid2h0dHBzOi8vd3d3LnByZW1pZXIuc2EuZ292LmF1L21lZGlhLXJlbGVhc2VzL25ld3MtaXRlbXMtMjAyMi9hZ3RlY2gtaW5ub3ZhdGlvbi1zb2Fycy10aHJvdWdoLSQ3MDAsMDAwLWluLWdyb3d0aC1mdW5kaW5n0gEA?oc=5,"Wed, 22 Jun 2022 07:00:00 GMT",artificial intelligence
Adelaide considers CCTV system with facial recognition as calls for regulation intensify - Biometric Update,https://news.google.com/__i/rss/rd/articles/CBMif2h0dHBzOi8vd3d3LmJpb21ldHJpY3VwZGF0ZS5jb20vMjAyMjA2L2FkZWxhaWRlLWNvbnNpZGVycy1jY3R2LXN5c3RlbS13aXRoLWZhY2lhbC1yZWNvZ25pdGlvbi1hcy1jYWxscy1mb3ItcmVndWxhdGlvbi1pbnRlbnNpZnnSAQA?oc=5,"Tue, 21 Jun 2022 07:00:00 GMT",artificial intelligence
The irony of advanced technology - Independent Australia,https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vaW5kZXBlbmRlbnRhdXN0cmFsaWEubmV0L2J1c2luZXNzL2J1c2luZXNzLWRpc3BsYXkvdGhlLWlyb255LW9mLWFkdmFuY2VkLXRlY2hub2xvZ3ksMTYyOTfSAQA?oc=5,"Wed, 27 Apr 2022 07:00:00 GMT",artificial intelligence
MoU Signed Between AICRAFT + Antaris Space To Test AI/ML In Space – SatNews - SatNews,https://news.google.com/__i/rss/rd/articles/CBMiZGh0dHBzOi8vbmV3cy5zYXRuZXdzLmNvbS8yMDIyLzAzLzAyL21vdS1zaWduZWQtYmV0d2Vlbi1haWNyYWZ0LWFudGFyaXMtc3BhY2UtdG8tdGVzdC1haS1tbC1pbi1zcGFjZS_SAQA?oc=5,"Wed, 02 Mar 2022 08:00:00 GMT",artificial intelligence
"iseek acquires south Australian data centre, YourDC - IT Brief Australia",https://news.google.com/__i/rss/rd/articles/CBMiT2h0dHBzOi8vaXRicmllZi5jb20uYXUvc3RvcnkvaXNlZWstYWNxdWlyZXMtc291dGgtYXVzdHJhbGlhbi1kYXRhLWNlbnRyZS15b3VyZGPSAQA?oc=5,"Fri, 30 Sep 2022 07:00:00 GMT",artificial intelligence
Artificial intelligence: a business game-changer - unisabusiness magazine - Connect with UniSA - University of South Australia,https://news.google.com/__i/rss/rd/articles/CBMiYmh0dHBzOi8vd3d3LnVuaXNhLmVkdS5hdS9jb25uZWN0L3VuaXNhYnVzaW5lc3MvMTYvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtYS1idXNpbmVzcy1nYW1lLWNoYW5nZXIv0gEA?oc=5,"Tue, 01 Sep 2020 07:00:00 GMT",artificial intelligence
Leading role in space race from Adelaide’s CBD - The Australian,https://news.google.com/__i/rss/rd/articles/CBMikQFodHRwczovL3d3dy50aGVhdXN0cmFsaWFuLmNvbS5hdS9zcGVjaWFsLXJlcG9ydHMvbGVhZGluZy1yb2xlLWluLXRoZS1zcGFjZS1yYWNlLWZyb20tdGhlLWFkZWxhaWRlLWNiZC9uZXdzLXN0b3J5LzQ4OWQwOWFkY2Y3YmUyZmQxYzQwMDBlYmZiYTY2ZmZh0gGVAWh0dHBzOi8vd3d3LnRoZWF1c3RyYWxpYW4uY29tLmF1L3NwZWNpYWwtcmVwb3J0cy9sZWFkaW5nLXJvbGUtaW4tdGhlLXNwYWNlLXJhY2UtZnJvbS10aGUtYWRlbGFpZGUtY2JkL25ld3Mtc3RvcnkvNDg5ZDA5YWRjZjdiZTJmZDFjNDAwMGViZmJhNjZmZmE_YW1w?oc=5,"Fri, 01 Apr 2022 07:00:00 GMT",artificial intelligence
Facial Recognition Will Be Used to Boost Profits in Some Australian Prisons - VICE,https://news.google.com/__i/rss/rd/articles/CBMicmh0dHBzOi8vd3d3LnZpY2UuY29tL2VuL2FydGljbGUvd3huZ214L2ZhY2lhbC1yZWNvZ25pdGlvbi13aWxsLWJlLXVzZWQtdG8tYm9vc3QtcHJvZml0cy1pbi1zb21lLWF1c3RyYWxpYW4tcHJpc29uc9IBAA?oc=5,"Mon, 12 Sep 2022 07:00:00 GMT",artificial intelligence
Commonwealth Bank joins Lot Fourteen creating 150 tech jobs • Glam Adelaide - Glam Adelaide,https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vZ2xhbWFkZWxhaWRlLmNvbS5hdS9jb21tb253ZWFsdGgtYmFuay1qb2lucy1sb3QtZm91cnRlZW4tY3JlYXRpbmctMTUwLXRlY2gtam9icy_SAQA?oc=5,"Fri, 11 Feb 2022 08:00:00 GMT",artificial intelligence
AI fire helmet could help save lives - Mirage News,https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vd3d3Lm1pcmFnZW5ld3MuY29tL2FpLWZpcmUtaGVsbWV0LWNvdWxkLWhlbHAtc2F2ZS1saXZlcy04NjYwODUv0gEA?oc=5,"Fri, 30 Sep 2022 07:00:00 GMT",artificial intelligence
"""Just the beginning"": Showpo partners with Meta to trial 3D models - SmartCompany",https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3LnNtYXJ0Y29tcGFueS5jb20uYXUvaW5kdXN0cmllcy9yZXRhaWwvc2hvd3BvLW1ldGEtcGFydG5lcnNoaXAtYWktM2QtbW9kZWxzL9IBAA?oc=5,"Thu, 18 Aug 2022 07:00:00 GMT",artificial intelligence
Could AI in the workplace be good for humanity? - Cosmos,https://news.google.com/__i/rss/rd/articles/CBMiPWh0dHBzOi8vY29zbW9zbWFnYXppbmUuY29tL3RlY2hub2xvZ3kvYWkvYWktaW4tdGhlLXdvcmtwbGFjZS_SAQA?oc=5,"Fri, 14 Jan 2022 08:00:00 GMT",artificial intelligence
AI-based traffic control gets the green light - Cosmos,https://news.google.com/__i/rss/rd/articles/CBMiP2h0dHBzOi8vY29zbW9zbWFnYXppbmUuY29tL3RlY2hub2xvZ3kvYWktYmFzZWQtdHJhZmZpYy1jb250cm9sL9IBAA?oc=5,"Fri, 08 Jul 2022 07:00:00 GMT",artificial intelligence
Humans and AI work better together - Cosmos,https://news.google.com/__i/rss/rd/articles/CBMiQ2h0dHBzOi8vY29zbW9zbWFnYXppbmUuY29tL3RlY2hub2xvZ3kvYWkvaHVtYW5zLWFuZC1haS13b3JrLWJldHRlci_SAQA?oc=5,"Fri, 01 Apr 2022 07:00:00 GMT",artificial intelligence
"NIE to train teachers in using AI in classroom, invest in research - The Straits Times",https://news.google.com/__i/rss/rd/articles/CBMifGh0dHBzOi8vd3d3LnN0cmFpdHN0aW1lcy5jb20vc2luZ2Fwb3JlL3BhcmVudGluZy1lZHVjYXRpb24vbmllLXRvLXRyYWluLXRlYWNoZXJzLWluLXVzaW5nLWFpLWluLWNsYXNzcm9vbS1pbnZlc3QtaW4tcmVzZWFyY2jSAQA?oc=5,"Wed, 25 May 2022 07:00:00 GMT",artificial intelligence
Surfing the edtech wave: the future is online education - University of South Australia,https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vd3d3LnVuaXNhLmVkdS5hdS9tZWRpYS1jZW50cmUvUmVsZWFzZXMvMjAyMi9zdXJmaW5nLXRoZS1lZHRlY2gtd2F2ZS10aGUtZnV0dXJlLWlzLW9ubGluZS1lZHVjYXRpb24v0gEA?oc=5,"Wed, 24 Aug 2022 07:00:00 GMT",artificial intelligence
Singapore: Using an AI/ML Approach to Meat and Seafood Production - OpenGov Asia,https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vb3BlbmdvdmFzaWEuY29tL3NpbmdhcG9yZS11c2luZy1hbi1haS1tbC1hcHByb2FjaC10by1tZWF0LWFuZC1zZWFmb29kLXByb2R1Y3Rpb24v0gEA?oc=5,"Fri, 24 Jun 2022 07:00:00 GMT",artificial intelligence
Company shines light on innovative training - Defence News,https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vbmV3cy5kZWZlbmNlLmdvdi5hdS9pbmR1c3RyeS9jb21wYW55LXNoaW5lcy1saWdodC1pbm5vdmF0aXZlLXRyYWluaW5n0gEA?oc=5,"Fri, 07 Oct 2022 07:00:00 GMT",artificial intelligence
How Scotiabank is implementing AI to improve customer experience - CIO,https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vd3d3LmNpby5jb20vYXJ0aWNsZS8zMDc4MDgvaG93LXNjb3RpYWJhbmstaXMtaW1wbGVtZW50aW5nLWFpLWZvci1ncmVhdGVyLWN1c3RvbWVyLXJldGVudGlvbi5odG1s0gEA?oc=5,"Wed, 06 Apr 2022 07:00:00 GMT",artificial intelligence
[The Viewpoint] Artificial Intelligence-induced medical devices and the question of liability: Part I - Bar & Bench - Indian Legal News,https://news.google.com/__i/rss/rd/articles/CBMijAFodHRwczovL3d3dy5iYXJhbmRiZW5jaC5jb20vbGF3LWZpcm1zL3ZpZXctcG9pbnQvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtaW5kdWNlZC1tZWRpY2FsLWRldmljZXMtYWltZC1hbmQtdGhlLXF1ZXN0aW9uLW9mLWxpYWJpbGl0eS1wYXJ0LWktMtIBlgFodHRwczovL3d3dy5iYXJhbmRiZW5jaC5jb20vYW1wL3N0b3J5L2xhdy1maXJtcy92aWV3LXBvaW50L2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWluZHVjZWQtbWVkaWNhbC1kZXZpY2VzLWFpbWQtYW5kLXRoZS1xdWVzdGlvbi1vZi1saWFiaWxpdHktcGFydC1pLTI?oc=5,"Thu, 03 Nov 2022 10:49:17 GMT",artificial intelligence
