company,link,title,date_,publisher_,source_type_
myvenue,https://www.proquest.com/anznews/docview/2671425493/A8CC2F80B8B840CCPQ/1?accountid=14649,SA start-up takes a GP victory lap,"May 31, 2022",Nationwide News Pty Ltd,Newspaper
myvenue,https://www.proquest.com/anznews/docview/2505747518/A8CC2F80B8B840CCPQ/2?accountid=14649,Meet the neighbours,"Mar 28, 2021",Nationwide News Pty Ltd,Newspaper
myvenue,https://www.proquest.com/anznews/docview/2397763296/A8CC2F80B8B840CCPQ/3?accountid=14649,SA’s innovative ideas gain funding support,"May 5, 2020",Nationwide News Pty Ltd,Newspaper
Opensensing,https://www.proquest.com/anznews/docview/2492446508/D38975AFDC6A490FPQ/1?accountid=14649,Quarantine bins to be monitored in real time in fight against SA fruit fly,"Feb 23, 2021",Nationwide News Pty Ltd,Newspaper
Opensensing,https://www.proquest.com/anznews/docview/2492415909/D38975AFDC6A490FPQ/2?accountid=14649,Pest fight goes hi-tech,"Feb 24, 2021",Nationwide News Pty Ltd,Newspaper
Opentute,https://www.proquest.com/anznews/docview/1917409257/DBE763DE022642CAPQ/1?accountid=14649,Top lesson in ingenuity,"Jul 11, 2017",Nationwide News Pty Ltd,Newspaper
Opentute,https://www.proquest.com/anznews/docview/2114680745/DBE763DE022642CAPQ/2?accountid=14649,FIRST PERSON,"Sep 29, 2018",Nationwide News Pty Ltd,Newspaper
Outthought,https://www.proquest.com/anznews/docview/821285950/6D221A5053D941E3PQ/1?accountid=14649,"Out-played, out-coached, out-thought: how the tourists have stolen the crown: THE ASHES","Dec 29, 2010",Fairfax Digital,Newspaper
Outthought,https://www.proquest.com/anznews/docview/314575417/6D221A5053D941E3PQ/2?accountid=14649,Bailey out-thought: [1 Edition],"Jul 13, 2002",Stuff Limited,Newspaper
Outthought,https://www.proquest.com/anznews/docview/2404084263/6D221A5053D941E3PQ/3?accountid=14649,Meet Adelaide’s AI global leader,"May 19, 2020",Nationwide News Pty Ltd,Newspaper
Outthought,https://www.proquest.com/anznews/docview/314833643/6D221A5053D941E3PQ/4?accountid=14649,Five changes the Warriors must make; REFEREES: [1 Edition],"Apr 27, 1997",Stuff Limited,Newspaper
Outthought,https://www.proquest.com/anznews/docview/355487477/6D221A5053D941E3PQ/5?accountid=14649,Dynamic Hall sparks Swans: [1 State Edition],"Aug 29, 2005",Nationwide News Pty Ltd,Newspaper
Outthought,https://www.proquest.com/anznews/docview/749503863/6D221A5053D941E3PQ/6?accountid=14649,Pies tie-up Dogs Chasing tails in anger,"Sep 5, 2010",Nationwide News Pty Ltd,Newspaper
Outthought,https://www.proquest.com/anznews/docview/449901539/6D221A5053D941E3PQ/7?accountid=14649,Crik: Spin twins strike for SA,"Nov 17, 2005",Australian Associated Press Pty Limited,Wire Feed
Outthought,https://www.proquest.com/anznews/docview/449558029/6D221A5053D941E3PQ/8?accountid=14649,AFL: Unselfish Hall dishes off individual honour,"Aug 27, 2005",Australian Associated Press Pty Limited,Wire Feed
Paul Gormley,https://www.proquest.com/anznews/docview/872598226/20BAC5CD125C4CB8PQ/1?accountid=14649,Match of the day: [2 FINAL Edition 7],"May 19, 2002",Nationwide News Pty Ltd,Newspaper
Paul Gormley,https://www.proquest.com/anznews/docview/872599471/20BAC5CD125C4CB8PQ/2?accountid=14649,[Match of the day]: [1 STATE Edition 8],"May 26, 2002",News Limited,Newspaper
Pencil Rocket,https://www.proquest.com/anznews/docview/314598962/F9C9D53BE0AB4F87PQ/1?accountid=14649,"LIVES OF NOTE: [3, AAP Edition]","Feb 25, 1999","Independent Newspapers, Ltd.",Newspaper
Personify Care,https://www.proquest.com/anznews/docview/2436308867/2EEE221C0A7941A1PQ/1?accountid=14649,Wrong number: Lab pauses test texts,"Aug 24, 2020",Nationwide News Pty Ltd,Newspaper
Personify Care,https://www.proquest.com/anznews/docview/2436216288/2EEE221C0A7941A1PQ/2?accountid=14649,Queensland travel alert over cluster,"Aug 23, 2020",Nationwide News Pty Ltd,Newspaper
Personify Care,https://www.proquest.com/anznews/docview/2436221780/2EEE221C0A7941A1PQ/3?accountid=14649,Queensland travel alert over cluster,"Aug 23, 2020",Nationwide News Pty Ltd,Newspaper
Personify Care,https://www.proquest.com/anznews/docview/1866273720/2EEE221C0A7941A1PQ/4?accountid=14649,US support for Personify's patient monitoring system,"Feb 10, 2017",Nationwide News Pty Ltd,Newspaper
Personify Care,https://www.proquest.com/anznews/docview/2200884966/2EEE221C0A7941A1PQ/5?accountid=14649,IT healthcare giant embracing start-ups,"Apr 2, 2019",Nationwide News Pty Ltd,Newspaper
Personify Care,https://www.proquest.com/anznews/docview/2020509619/2EEE221C0A7941A1PQ/6?accountid=14649,Med-tech has global ambition,"Apr 3, 2018",Nationwide News Pty Ltd,Newspaper
Personify Care,https://www.proquest.com/anznews/docview/1913356069/2EEE221C0A7941A1PQ/7?accountid=14649,Jobs investment knock-on,"May 30, 2017",Nationwide News Pty Ltd,Newspaper
Personify Care,https://www.proquest.com/anznews/docview/2312318932/2EEE221C0A7941A1PQ/8?accountid=14649,Grant strengthens winery's export ventures,"Nov 7, 2019",Fairfax Media Publications Pty Limited,Newspaper
Personify Care,https://www.proquest.com/anznews/docview/2034344575/2EEE221C0A7941A1PQ/9?accountid=14649,Early support for SA tech start-ups unlocks successes,"May 5, 2018",Nationwide News Pty Ltd,Newspaper
Personify Care,https://www.proquest.com/anznews/docview/2391414467/2EEE221C0A7941A1PQ/10?accountid=14649,Zeroing in on virus,"Apr 20, 2020",Nationwide News Pty Ltd,Newspaper
Personify Care,https://www.proquest.com/anznews/docview/2391414315/2EEE221C0A7941A1PQ/11?accountid=14649,Zeroing in on virus,"Apr 20, 2020",Nationwide News Pty Ltd,Newspaper
Personify Care,https://www.proquest.com/anznews/docview/2391389848/2EEE221C0A7941A1PQ/12?accountid=14649,"SA Health urging young people to get tested as state records zero coronavirus cases for second day: South Australia has recorded no new coronavirus cases for the second day in a row, but health authorities are warning of an underrepresentation of people aged 21-30 getting tested during the state's ""testing blitz"".","Apr 19, 2020",Australian Broadcasting Corporation,Wire Feed
Peter Hoffmann,https://www.proquest.com/anznews/docview/872642352/A6B2B7FA9AF44D72PQ/1?accountid=14649,Match of the day: [1 STATE Edition],"Nov 17, 2002",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/357310473/A6B2B7FA9AF44D72PQ/2?accountid=14649,Research lab takes cancer's measure: [1 All-round Country Edition],"Mar 8, 2006",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1565678386/A6B2B7FA9AF44D72PQ/3?accountid=14649,Barmera's Atkins wins best and fairest [Advertiser Edition],"Sep 28, 2014",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1441483407/A6B2B7FA9AF44D72PQ/4?accountid=14649,Lawrence guest at Riverland sports awards,"Oct 13, 2013",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/872701555/A6B2B7FA9AF44D72PQ/5?accountid=14649,[Idol moments]: [1 State Edition],"Nov 28, 2004",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/356336461/A6B2B7FA9AF44D72PQ/6?accountid=14649,Snipers take aim at Big C - CANCER - Medical Research A SPECIAL ADVERTISING REPORT: [5 Preprints Edition],"Apr 28, 2007",News Limited,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/355321707/A6B2B7FA9AF44D72PQ/7?accountid=14649,Cancer: the devil we know: [1 State Edition],"Jul 22, 2006",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/353067891/A6B2B7FA9AF44D72PQ/8?accountid=14649,Cancer: the evil within: [1 Edition],"Jul 29, 2006",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1508156218/A6B2B7FA9AF44D72PQ/9?accountid=14649,Stomach cancer hope,"Mar 18, 2014",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1507777062/A6B2B7FA9AF44D72PQ/10?accountid=14649,Uni's cancer test discovery,"Mar 18, 2014",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1508156901/A6B2B7FA9AF44D72PQ/11?accountid=14649,Uni's cancer test discovery,"Mar 18, 2014",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/872705383/A6B2B7FA9AF44D72PQ/12?accountid=14649,[Ram raid]: [1 State Edition],"Dec 5, 2004",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1555402304/A6B2B7FA9AF44D72PQ/13?accountid=14649,Temperatures are rising for bowls opener [Advertiser Edition],"Aug 24, 2014",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1031004372/A6B2B7FA9AF44D72PQ/14?accountid=14649,Haby brothers in scrap,"Aug 5, 2012",News Limited,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1829063350/A6B2B7FA9AF44D72PQ/15?accountid=14649,Under-17 netballers scoop country titles,"Oct 16, 2016",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1524220615/A6B2B7FA9AF44D72PQ/16?accountid=14649,STREET TALK,"May 15, 2014",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1939255599/A6B2B7FA9AF44D72PQ/17?accountid=14649,Waikerie’s magnificent seven make team,"Sep 17, 2017",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1962615121/A6B2B7FA9AF44D72PQ/18?accountid=14649,All-Australian selection for Masters pair,"Nov 12, 2017",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1508155180/A6B2B7FA9AF44D72PQ/19?accountid=14649,Cancer blood test soon,"Mar 18, 2014",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1507776584/A6B2B7FA9AF44D72PQ/20?accountid=14649,Cancer blood test soon,"Mar 18, 2014",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/872713273/A6B2B7FA9AF44D72PQ/21?accountid=14649,Record-breaker Gallard scoops schools crown: [1 State Edition],"Apr 16, 2006",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/1827657077/A6B2B7FA9AF44D72PQ/22?accountid=14649,Passion in full bloom,"Oct 12, 2016",Nationwide News Pty Ltd,Newspaper
Peter Hoffmann,https://www.proquest.com/anznews/docview/751405364/A6B2B7FA9AF44D72PQ/23?accountid=14649,A-grade medal to Poutakidis,"Sep 19, 2010",Nationwide News Pty Ltd,Newspaper
Philip Smart,https://www.proquest.com/anznews/docview/357322675/52E21CAE361B47FEPQ/1?accountid=14649,LETTERS TO THE EDITOR: [1 All-round Country Edition],"Oct 2, 2007",Nationwide News Pty Ltd,Newspaper
Philip Smart,https://www.proquest.com/anznews/docview/364523751/52E21CAE361B47FEPQ/2?accountid=14649,Letters,"Mar 25, 2010",Fairfax Digital,Newspaper
Philip Smart,https://www.proquest.com/anznews/docview/357279792/52E21CAE361B47FEPQ/3?accountid=14649,LETTERS TO THE EDITOR: [1 All-round Country Edition],"Oct 3, 2007",Nationwide News Pty Ltd,Newspaper
Philip Smart,https://www.proquest.com/anznews/docview/356977371/52E21CAE361B47FEPQ/4?accountid=14649,LETTERS TO THE EDITOR: [1 All-round Country Edition],"Mar 6, 2008",Nationwide News Pty Ltd,Newspaper
Prohab,https://www.proquest.com/anznews/docview/2064916956/204C0AB06FDE4336PQ/1?accountid=14649,OFF THE DRAWING BOARD INTO REALITY: INVENTION’S BROUGHT TO LIFE AT FLINDERS,"Jul 7, 2018",Nationwide News Pty Ltd,Newspaper
Prohab,https://www.proquest.com/anznews/docview/2100416900/204C0AB06FDE4336PQ/2?accountid=14649,LifeLab ready to test ideas to improve seniors’ lifestyles,"Sep 8, 2018",Nationwide News Pty Ltd,Newspaper
Prohab,https://www.proquest.com/anznews/docview/2230624325/204C0AB06FDE4336PQ/3?accountid=14649,Tapping into wisdom,"May 26, 2019",Nationwide News Pty Ltd,Newspaper
Prohab,https://www.proquest.com/anznews/docview/2117855133/204C0AB06FDE4336PQ/4?accountid=14649,New research centre paves the way for modern ageing,"Oct 12, 2018",Nationwide News Pty Ltd,Newspaper
Prohab,https://www.proquest.com/anznews/docview/2137442265/204C0AB06FDE4336PQ/5?accountid=14649,Lab coats and wisdom,"Nov 25, 2018",Nationwide News Pty Ltd,Newspaper
Prohab,https://www.proquest.com/anznews/docview/2022834893/204C0AB06FDE4336PQ/6?accountid=14649,SA app given Games’ stage,"Apr 9, 2018",Nationwide News Pty Ltd,Newspaper
Prohab,https://www.proquest.com/anznews/docview/2117855475/204C0AB06FDE4336PQ/7?accountid=14649,New research centre paves the way for modern ageing,"Oct 12, 2018",Nationwide News Pty Ltd,Newspaper
Prohab,https://www.proquest.com/anznews/docview/2121207709/204C0AB06FDE4336PQ/8?accountid=14649,"AFL, tennis express interest in rehab tool developed by Adelaide sports scientist: A device designed to make rehabilitation for injured athletes quicker and easier is attracting interest from elite sports bodies including the AFL, its inventor says.","Jan 4, 2018",Australian Broadcasting Corporation,Wire Feed
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1037710777/3AE5D16FB8BC4869PQ/1?accountid=14649,Ready to go for children's health,"Sep 5, 2012",News Limited,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1035430097/3AE5D16FB8BC4869PQ/2?accountid=14649,Ready to go for children's health,"Aug 29, 2012",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1030103883/3AE5D16FB8BC4869PQ/3?accountid=14649,Now it's Ready Steady Go for kids in Singapore,"Jul 31, 2012",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1112047062/3AE5D16FB8BC4869PQ/4?accountid=14649,Ready and all steady to go into UK,"Oct 16, 2012",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1324603920/3AE5D16FB8BC4869PQ/5?accountid=14649,SPORT,"Mar 30, 2013",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1704383382/3AE5D16FB8BC4869PQ/6?accountid=14649,Ready Steady gone - good sports move on,"Aug 18, 2015",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1095592035/3AE5D16FB8BC4869PQ/7?accountid=14649,Getting the kids moving,"Oct 10, 2012",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/923095881/3AE5D16FB8BC4869PQ/8?accountid=14649,Juniors ready to go,"Feb 22, 2012",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/921365729/3AE5D16FB8BC4869PQ/9?accountid=14649,Juniors ready to go,"Feb 15, 2012",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1082053220/3AE5D16FB8BC4869PQ/10?accountid=14649,Kids' sports to kick off,"Oct 3, 2012",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/922249284/3AE5D16FB8BC4869PQ/11?accountid=14649,Making a play in new market,"Feb 21, 2012",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1082089725/3AE5D16FB8BC4869PQ/12?accountid=14649,"Ready, steady go for fitness next term","Oct 3, 2012",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1033248466/3AE5D16FB8BC4869PQ/13?accountid=14649,It's all go for Singapore kids,"Aug 15, 2012",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1495459454/3AE5D16FB8BC4869PQ/14?accountid=14649,TOP 5 THINGS TO DO THIS WEEKEND Roll up and put your best barefoot forward,"Feb 8, 2014",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/1672365183/3AE5D16FB8BC4869PQ/15?accountid=14649,WHAT'S ON [GCCoastWeekend Edition],"Apr 11, 2015",Nationwide News Pty Ltd,Newspaper
Ready Steady Go Kids,https://www.proquest.com/anznews/docview/923493875/3AE5D16FB8BC4869PQ/16?accountid=14649,Media Release: JDRF,"Feb 27, 2012",Australian Associated Press Pty Limited,Wire Feed
Reask,https://www.proquest.com/anznews/docview/2536678197/E2C5D625C1E84223PQ/1?accountid=14649,"Why SA innovators Fivecast, Cryoclock, Lumary, IO Energy, Ping and Myriota are drawing investors","Jun 3, 2021",Nationwide News Pty Ltd,Newspaper
ResearchSat,https://www.proquest.com/anznews/docview/2101978528/D4A83D9CCD0A48F7PQ/1?accountid=14649,Space start-ups get a leg-up,"Sep 12, 2018",Nationwide News Pty Ltd,Newspaper
Retimer,https://www.proquest.com/anznews/docview/1221168158/2B13403D0D494E84PQ/1?accountid=14649,Leaping into business,"Dec 4, 2012",Nationwide News Pty Ltd,Newspaper
Retimer,https://www.proquest.com/anznews/docview/1810931580/2B13403D0D494E84PQ/2?accountid=14649,Buzzing with big ideas,"Aug 13, 2016",Nationwide News Pty Ltd,Newspaper
Retimer,https://www.proquest.com/anznews/docview/2122235795/2B13403D0D494E84PQ/3?accountid=14649,"Socceroos: The high-tech sleep aids they're using to combat jet lag: The Socceroos used anti-fatigue glasses on the flight home from Honduras to help them cope with multiple time zone changes. But what exactly are Re-Timer specs, and do they work?","Nov 13, 2017",Australian Broadcasting Corporation,Wire Feed
SAVCF,https://www.proquest.com/anznews/docview/2506667581/87DC7478C7514E28PQ/1?accountid=14649,"Salesforce, SA Venture Capital Fund among investors in Lumary","Mar 29, 2021",Nationwide News Pty Ltd,Newspaper
SAVCF,https://www.proquest.com/anznews/docview/2536678197/87DC7478C7514E28PQ/2?accountid=14649,"Why SA innovators Fivecast, Cryoclock, Lumary, IO Energy, Ping and Myriota are drawing investors","Jun 3, 2021",Nationwide News Pty Ltd,Newspaper
SAVCF,https://www.proquest.com/anznews/docview/2506589618/87DC7478C7514E28PQ/3?accountid=14649,Lumary raises $17m for growth,"Mar 30, 2021",Nationwide News Pty Ltd,Newspaper
SAVCF,https://www.proquest.com/anznews/docview/2447676208/87DC7478C7514E28PQ/4?accountid=14649,"""Pick a problem you care passionately about – and solve it","Oct 3, 2020",Nationwide News Pty Ltd,Newspaper
