LGA_Name,Beach_FID,Beach_Name,Width_B,Length_B,Patrolled_B,Width_S,Length_S,Patrolled_S,Close_S
Port Stephens,278,Wreck ,120,225,No,120,225,No,No
Port Stephens,279,Box ,130,350,No,130,350,No,No
Port Stephens,280,Fly Roads ,120,1400,No,120,1400,No,No
Port Stephens,281,Fingal ,70,2700,Yes,70,2700,Yes,No
Port Stephens,282,Shark Bay ,10,30,No,10,30,No,No
Port Stephens,283,Samurai ,180,1100,No,180,1100,No,No
Port Stephens,284,One Mile / Anna Bay,100,1300,Yes,100,1300,Yes,No
Port Stephens,285,Birubi Point,60,400,Yes,60,400,Yes,No
Port Stephens,286,Boulder ,40,50,No,40,50,No,No
Port Stephens,287,Kingsley ,50,100,No,50,100,No,No
Port Stephens,288,Little Kingsley ,30,30,No,30,30,No,No
Port Stephens,289,Boat Harbour,50,200,No,50,200,No,No
Port Stephens,290,Fishermans Bay,40,50,No,40,50,No,No
Newcastle,291,Newcastle Bight / Stockton,150,26,No,150,26,No,No
Newcastle,292,Stockton,40,32,Yes,40,32,Yes,No
Newcastle,293,Little Park ,40,200,No,40,200,No,No
Newcastle,294,Nobbys Head,30,250,No,30,250,No,No
Newcastle,295,Horseshoe ,13,220,No,13,220,No,No
Newcastle,296,Nobbys,60,800,Yes,60,800,Yes,No
Newcastle,297,Newcastle ,50,650,Yes,50,650,Yes,No
Newcastle,298,Susan Gilmour ,20,100,No,20,100,No,No
Newcastle,299,Bar ,50,500,Yes,50,500,Yes,No
Newcastle,300,Dixon Park ,70,580,Yes,70,580,Yes,No
Newcastle,301,Merewether ,60,330,Yes,60,330,Yes,No
Newcastle,302,The Gulf,20,50,No,20,50,No,No
Newcastle,303,The Gulf (S),70,500,No,70,500,No,No
Newcastle,304,Glenrock / Burwood,30,1300,No,30,1300,No,No
Lake Macquarie,305,Dudley ,50,1300,No,50,1300,No,No
Lake Macquarie,306,Redhead / Nine Mile ,120,1000,Yes,120,1000,Yes,No
Lake Macquarie,307,Blacksmiths / Nine Mile,100,6900,Yes,100,6900,Yes,No
Lake Macquarie,308,Swansea Wall  (Belmont),40,100,No,40,100,No,No
Lake Macquarie,309,Swansea Heads ,30,100,Yes,30,100,Yes,No
Lake Macquarie,310,Crabbes ,40,300,No,40,300,No,No
Lake Macquarie,311,Hams ,60,1500,No,60,1500,No,No
Lake Macquarie,312,Caves ,60,300,Yes,60,300,Yes,No
Lake Macquarie,313,Stinky Point ,50,250,No,50,250,No,No
Lake Macquarie,314,Quarry ,30,300,No,30,300,No,No
Lake Macquarie,315,Pinny ,70,250,No,70,250,No,No
Lake Macquarie,316,Catherine Hill Bay / Middle Camp ,60,1500,Yes,60,1500,Yes,No
Lake Macquarie,317,Catherine Hill Bay South / Little ,20,100,No,20,100,No,No
Central Coast,318,Moonee,80,1000,No,80,1000,No,No
Central Coast,319,Little/Ghosties,60,200,No,60,200,No,No
Central Coast,320,Timber,50,100,No,50,100,No,No
Central Coast,321,Bongon ,50,50,No,50,50,No,No
Central Coast,322,Frazer Park,70,400,Yes,70,400,Yes,No
Central Coast,323,Deadmans/Gravelly,30,70,No,30,70,No,No
Central Coast,324,Little Birdie,30,40,No,30,40,No,No
Central Coast,325,Waterfall,90,1000,No,90,1000,No,No
Central Coast,326,Red Ochre,90,1000,No,90,1000,No,No
Central Coast,327,Birdie,90,1500,No,90,1500,No,No
Central Coast,328,Budgewoi,90,4500,Yes,90,4500,Yes,No
Central Coast,329,Lakes,30,1500,Yes,30,1500,Yes,No
Central Coast,330,Lakes South / Hargraves,50,1200,No,50,1200,No,No
Central Coast,331,Jenny Dixons,50,300,No,50,300,No,No
Central Coast,332,Noraville/ Cabbage Tree Harbour,30,300,No,30,300,No,No
Central Coast,333,Norah Head / Lighthouse,20,300,No,20,300,No,No
Central Coast,334,Gravelly/Pebbly,50,600,No,50,600,No,No
Central Coast,335,Soldiers,70,900,Yes,70,900,Yes,No
Central Coast,336,Tuggerah - Magenta,30,4100,Yes,30,4100,Yes,No
Central Coast,337,Magenta,30,500,No,30,500,No,No
Central Coast,338,Tuggerah / North Entrance,70,4100,Yes,70,4100,Yes,No
Central Coast,339,The Entrance,50,300,Yes,50,300,Yes,No
Central Coast,340,Blue Bay,40,250,No,40,250,No,No
Central Coast,341,Toowoon Bay,50,700,Yes,50,700,Yes,No
Central Coast,342,Little Bay,20,200,No,20,200,No,No
Central Coast,343,Shelly,90,1500,Yes,90,1500,Yes,No
Central Coast,344,Blue Lagoon,30,400,No,30,400,No,No
Central Coast,345,Bateau Bay,40,200,No,40,200,No,No
Central Coast,346,Forresters ,70,1500,No,70,1500,No,No
Central Coast,347,Spoon Bay,80,1070,No,80,1070,No,No
Central Coast,348,Wamberal,100,1800,Yes,100,1800,Yes,No
Central Coast,349,Terrigal,60,1000,Yes,60,1000,Yes,No
Central Coast,350,Terrigal Haven,40,200,No,40,200,No,No
Central Coast,351,North Avoca,70,900,Yes,70,900,Yes,No
Central Coast,352,Avoca,60,600,Yes,60,600,Yes,No
Central Coast,353,Copacabana ,50,750,Yes,50,750,Yes,No
Central Coast,354,MacMasters,50,750,Yes,50,750,Yes,No
Central Coast,355,Little,40,50,No,40,50,No,No
Central Coast,356,Maitland Bay,60,600,No,60,600,No,No
Central Coast,357,Ocean,80,1300,Yes,80,1300,Yes,No
Central Coast,358,Umina,60,1300,Yes,60,1300,Yes,No
Central Coast,359,Putty,50,800,No,50,800,No,No
Central Coast,360,Lobster,20,320,No,20,320,No,No
Central Coast,361,Bullimah,20,50,No,20,50,No,No
Central Coast,362,Killcare,80,800,Yes,80,800,Yes,No
Central Coast,363,Tallow,80,500,No,80,500,No,No
Central Coast,364,Little Tallow,60,150,No,60,150,No,No
Central Coast,365,Iron Ladder,25,100,No,25,100,No,No
Central Coast,366,Pearl,50,1000,No,50,1000,No,No
Central Coast,367,Patonga,15,100,No,15,100,No,No
Central Coast,368,Middle Head,13,100,No,13,100,No,No
Central Coast,369,Little Patonga,18,500,No,18,500,No,No
Northern Beaches,370,Flint and Steel,20,100,No,20,100,No,No
Northern Beaches,371,Flannel Flower,3,100,No,3,100,No,No
Northern Beaches,372,Hungry,12,120,No,12,120,No,No
Northern Beaches,373,Resolute ,10,60,No,10,60,No,No
Northern Beaches,374,Station (Barrebjoey),10,1500,No,10,1500,No,No
Northern Beaches,375,Great Mackerel ,10,640,No,10,640,No,No
Northern Beaches,376,North Palm ,100,1400,Yes,100,1400,Yes,No
Northern Beaches,377,Currawong ,10,360,No,10,360,No,No
Northern Beaches,378,Palm,80,900,Yes,80,900,Yes,No
Northern Beaches,379,Snapperman ,10,640,No,10,640,No,No
Northern Beaches,380,Sandy ,10,470,No,10,470,No,No
Northern Beaches,381,The Basin,10,500,No,10,500,No,No
Northern Beaches,382,Bonnie Doon,8,60,No,8,60,No,No
Northern Beaches,383,Portuguese ,10,80,No,10,80,No,No
Northern Beaches,384,Whale,70,600,Yes,70,600,Yes,No
Northern Beaches,385,Paradise ,10,160,No,10,160,No,No
Northern Beaches,386,Old Wharf,0,300,No,0,300,No,No
Northern Beaches,387,Clareville,10,320,No,10,320,No,No
Northern Beaches,388,Taylors,7,200,No,7,200,No,No
Northern Beaches,389,Avalon,70,500,Yes,70,500,Yes,No
Northern Beaches,390,Bilgola,70,500,Yes,70,500,Yes,No
Northern Beaches,391,Newport,100,1300,Yes,100,1300,Yes,No
Northern Beaches,392,Bungan,80,600,Yes,80,600,Yes,No
Northern Beaches,393,The Basin,40,300,No,40,300,No,No
Northern Beaches,394,Mona Vale,80,1000,Yes,80,1000,Yes,No
Northern Beaches,395,Warriewood,60,500,Yes,60,500,Yes,No
Northern Beaches,396,Turimetta / Little Narrabeen (Northern es),70,350,No,70,350,No,No
Northern Beaches,397,North Narrabeen,90,950,Yes,90,950,Yes,No
Northern Beaches,398,Narrabeen,90,1000,Yes,90,1000,Yes,No
Northern Beaches,399,South Narrabeen,70,1000,Yes,70,1000,Yes,No
Northern Beaches,400,Collaroy,60,700,Yes,60,700,Yes,No
Northern Beaches,401,Fishermans,30,500,Yes,30,500,Yes,No
Northern Beaches,402,Long Reef Head,20,50,No,20,50,No,No
Northern Beaches,403,Butter Box,20,30,No,20,30,No,No
Northern Beaches,404,Long Reef,60,1000,Yes,60,1000,Yes,No
Northern Beaches,405,Dee Why,80,800,Yes,80,800,Yes,No
Northern Beaches,406,North Curl Curl,100,600,Yes,100,600,Yes,No
Northern Beaches,407,South Curl Curl,120,800,Yes,120,800,Yes,No
Northern Beaches,408,Freshwater,200,350,Yes,200,350,Yes,No
Northern Beaches,409,Queenscliff,100,400,Yes,100,400,Yes,No
Northern Beaches,410,North Steyne ,120,400,Yes,120,400,Yes,No
Northern Beaches,411,Pickering Point,5,30,No,5,30,No,No
Northern Beaches,412,West Esplanande / Manly Cove,18,230,No,18,230,No,No
Northern Beaches,413,Delwood ,5,30,No,5,30,No,No
Northern Beaches,414,Manly ,100,600,Yes,100,600,Yes,No
Northern Beaches,415,Fairlight,10,80,No,10,80,No,No
Northern Beaches,416,Esplande,8,50,No,8,50,No,No
Northern Beaches,417,Shelly ,80,100,No,80,100,No,No
Northern Beaches,418,Fairy Bower,20,60,No,20,60,No,No
Northern Beaches,419,East Esplanade / Manly Cove,8,250,No,8,250,No,No
Northern Beaches,420,Sandy Bay,7,150,No,7,150,No,No
Northern Beaches,421,Forty Baskets ,12,100,No,12,100,No,No
Mosman,422,Spit East ,9,470,No,9,470,No,No
Northern Beaches,423,Little Manly,20,140,No,20,140,No,No
Northern Beaches,424,Clontarf Beach,20,660,No,20,660,No,No
Northern Beaches,425,Reef ,8,80,No,8,80,No,No
Northern Beaches,426,Collins Flat,22,70,No,22,70,No,No
Northern Beaches,427,Castle Rock,8,30,No,8,30,No,No
Northern Beaches,428,Store ,10,200,No,10,200,No,No
Mosman,429,Chinamans ,13,230,No,13,230,No,No
Northern Beaches,430,Washaway ,7,100,No,7,100,No,No
Northern Beaches,431,Quarantine,15,110,No,15,110,No,No
Mosman,432,Edwards,22,430,No,22,430,No,No
Mosman,433,Cobblers,5,100,No,5,100,No,No
Mosman,434,Balmoral,16,860,No,16,860,No,No
Mosman,435,Obelisk ,9,90,No,9,90,No,No
Woollahra,436,Lady Bay,14,90,No,14,90,No,No
Mosman,437,Clifton Gardens / Chowder Bay,9,120,No,9,120,No,No
Woollahra,438,Camp Cove,14,240,No,14,240,No,No
Mosman,439,Sirius Cove,9,100,No,9,100,No,No
Mosman,440,Little Sirius Cove,5,30,No,5,30,No,No
Canada Bay,441,Cabarita,11,160,No,11,160,No,No
Woollahra,442,Watsons Bay,11,200,No,11,200,No,No
Mosman,443,Taylors Bay,21,50,No,21,50,No,No
Woollahra,444,Watsons Bay (S),10,60,No,10,60,No,No
Mosman,445,Whiting ,8,90,No,8,90,No,No
Mosman,446,Ashton Reserve,4,50,No,4,50,No,No
Mosman,447,Athol ,8,100,No,8,100,No,No
Woollahra,448,Gibsons ,16,120,No,16,120,No,No
Woollahra,449,Kutti ,15,80,No,15,80,No,No
Canada Bay,450,Quarantine Reserve,9,180,No,9,180,No,No
Woollahra,451,Shark,18,220,No,18,220,No,No
Woollahra,452,Parsley Bay ,50,60,No,50,60,No,No
Mosman,453,Bradleys Head,4,100,No,4,100,No,No
Woollahra,454,Vaucluse Park,50,80,No,50,80,No,No
Woollahra,455,Milk,9,45,No,9,45,No,No
Canada Bay,456,Bayview Park,5,330,No,5,330,No,No
Woollahra,457,Little Bay,20,45,No,20,45,No,No
Woollahra,458,Hermit,20,30,No,20,30,No,No
Woollahra,459,Queens,10,55,No,10,55,No,No
Woollahra,460,Lady Martins ,8,160,No,8,160,No,No
Woollahra,461,Carthona Ave,0,0,No,0,0,No,No
Woollahra,462,Rose Bay,10,230,No,10,230,No,No
Woollahra,463,Bellamy,10,180,No,10,180,No,No
Woollahra,464,Seven Shillings ,12,390,No,12,390,No,No
Woollahra,465,Double Bay,10,270,No,10,270,No,No
Waverley,466,North Bondi,100,300,Yes,100,300,Yes,No
Waverley,467,Bondi,100,500,Yes,100,500,Yes,No
Waverley,468,Tamarama,100,80,Yes,100,80,Yes,No
Waverley,469,Bronte,60,250,Yes,60,250,Yes,No
Randwick,470,Clovelly,100,70,Yes,100,70,Yes,No
Randwick,471,Gordons Bay,20,75,No,20,75,No,No
Randwick,472,Coogee,80,400,Yes,80,400,Yes,No
Bayside,473,Cooks River,15,300,No,15,300,No,No
Randwick,474,Maroubra,80,500,Yes,80,500,Yes,No
Bayside,475,Kyeemagh ,20,800,No,20,800,No,No
Randwick,476,Maroubra South,100,500,Yes,100,500,Yes,No
Bayside,477,Foreshore,5,270,No,5,270,No,No
Bayside,478,Brighton-Le-Sands,30,1600,No,30,1600,No,No
Randwick,479,Malabar,70,150,No,70,150,No,No
Bayside,480,Monterey ,30,1000,No,30,1000,No,No
Randwick,481,Little Bay 1,40,50,No,40,50,No,No
Randwick,482,Yarra Bay,30,650,No,30,650,No,No
Randwick,483,Little Bay 2,40,100,No,40,100,No,No
Randwick,484,Frenchmans Bay (N) ,18,170,No,18,170,No,No
Randwick,485,Frenchmans Bay (S) ,10,420,No,10,420,No,No
Bayside,486,Ramsgate,15,750,No,15,750,No,No
Randwick,487,Congwong  / La Perouse,40,200,No,40,200,No,No
Randwick,488,Little Congwong ,30,200,No,30,200,No,No
Bayside,489,Dolls Point ,75,580,No,75,580,No,No
Bayside,490,Sandringham (N),16,430,No,16,430,No,No
Sutherland,491,Towra Point,14,200,No,14,200,No,No
Sutherland,492,Towra (E),13,800,No,13,800,No,No
Bayside,493,Sandringham,30,650,No,30,650,No,No
Sutherland,494,Towra (W),13,530,No,13,530,No,No
Bayside,495,Sandringham (S),7,800,No,7,800,No,No
Sutherland,496,Kurnell / Silver,20,2000,No,20,2000,No,No
Sutherland,497,Taren Point ,12,100,No,12,100,No,No
Sutherland,498,Pelican Point,9,320,No,9,320,No,No
Sutherland,499,Taren Point (S),1,150,No,1,150,No,No
Sutherland,500,Green Hills,60,2700,No,60,2700,No,No
Sutherland,501,Boat Harbour (Sutherland),40,150,No,40,150,No,No
Sutherland,502,Wanda,90,1500,Yes,90,1500,Yes,No
Sutherland,503,Elouera,50,350,Yes,50,350,Yes,No
Sutherland,504,North Cronulla,50,300,Yes,50,300,Yes,No
Sutherland,505,South Cronulla,60,300,Yes,60,300,Yes,No
Sutherland,506,Gunnamatta Park ,15,690,No,15,690,No,No
Sutherland,507,Blackwoodâs,10,30,No,10,30,No,No
Sutherland,508,Shelly,20,30,No,20,30,No,No
Sutherland,509,Lugano Ave,7,110,No,7,110,No,No
Sutherland,510,Darook Park,10,115,No,10,115,No,No
Sutherland,511,Oak Park ,10,30,No,10,30,No,No
Sutherland,512,Deeban Spit ,45,1000,No,45,1000,No,No
Sutherland,513,Jibbon,30,700,No,30,700,No,No
Sutherland,514,Gunyah,0,130,No,0,130,No,No
Sutherland,515,Bonnie Vale,10,240,No,10,240,No,No
Sutherland,516,Horderns ,25,600,No,25,600,No,No
Sutherland,517,Marley,60,300,No,60,300,No,No
Sutherland,518,Little Marley,30,100,No,30,100,No,No
Sutherland,519,Wattamolla,80,200,No,80,200,No,No
Sutherland,520,Garie,80,900,Yes,80,900,Yes,No
Wollongong,521,Little Garie,30,100,No,30,100,No,No
Wollongong,522,North Era,70,300,No,70,300,No,No
Wollongong,523,Era,80,350,Yes,80,350,Yes,No
Wollongong,524,Burning Palms,60,500,Yes,60,500,Yes,No
Wollongong,525,Werrong,40,200,No,40,200,No,No
Wollongong,526,Bulgo,20,220,No,20,220,No,No
Wollongong,527,Thommos Rock,20,50,No,20,50,No,No
Wollongong,528,Stanwell Park,120,850,Yes,120,850,Yes,No
Wollongong,529,Coalcliff North,20,100,No,20,100,No,No
Wollongong,530,Coalcliff,60,500,Yes,60,500,Yes,No
Wollongong,531,Scarborough North,30,150,No,30,150,No,No
Wollongong,532,Scarborough,60,800,Yes,60,800,Yes,No
Wollongong,533,Wombarra,20,400,No,20,400,No,No
Wollongong,534,Coledale,80,300,Yes,80,300,Yes,No
Wollongong,535,Sharky,50,400,No,50,400,No,No
Wollongong,536,Brickyard / Long Point,30,100,No,30,100,No,No
Wollongong,537,Little Austinmer,50,300,No,50,300,No,No
Wollongong,538,Austinmer,80,250,Yes,80,250,Yes,No
Wollongong,539,Thirroul,90,1000,Yes,90,1000,Yes,No
Wollongong,540,McCauleys,60,1000,No,60,1000,No,No
Wollongong,541,Sandon Point,70,900,Yes,70,900,Yes,No
Wollongong,542,Bulli,80,900,Yes,80,900,Yes,No
Wollongong,543,Woonona,100,1000,Yes,100,1000,Yes,No
Wollongong,544,Bellambi ,100,1000,Yes,100,1000,Yes,No
Wollongong,545,Bellambi Point,80,300,No,80,300,No,No
Wollongong,546,East Corrimal,80,1400,No,80,1400,No,No
Wollongong,547,Corrimal,80,1000,Yes,80,1000,Yes,No
Wollongong,548,Towradgi,90,1000,Yes,90,1000,Yes,No
Wollongong,549,Fairy Meadow,105,2000,Yes,105,2000,Yes,No
Wollongong,550,Puckey's ,30,1000,No,30,1000,No,No
Wollongong,551,North Wollongong,90,500,Yes,90,500,Yes,No
Wollongong,552,Belmore / Wollongong Harbour (Brighton),30,200,No,30,200,No,No
Wollongong,553,Wollongong City,120,4200,Yes,120,4200,Yes,No
Wollongong,554,Wollongong South,40,1400,No,40,1400,No,No
Wollongong,555,Port Kembla Harbour,20,250,No,20,250,No,No
Wollongong,556,MM,30,150,No,30,150,No,No
Wollongong,557,Fishermans ,50,500,No,50,500,No,No
Wollongong,558,Port Kembla,100,3000,Yes,100,3000,Yes,No
Wollongong,559,Perkins - Windang,30,6000,No,30,6000,No,No
Wollongong,560,Windang  (South),100,3560,Yes,100,3560,Yes,No
Shellharbour,561,Warilla North,35,666.6666667,No,35,666.6666667,No,No
Shellharbour,562,Warilla,80,666.6666667,No,80,666.6666667,No,No
Shellharbour,563,Warilla South,17,666.6666667,No,17,666.6666667,No,No
Shellharbour,564,Shellharbour North /Nuns,30,60,Yes,30,60,Yes,No
Shellharbour,565,Shellharbour / Boatharbour,90,1000,No,90,1000,No,No
Shellharbour,566,Shellharbour South,50,900,Yes,50,900,Yes,No
Shellharbour,567,The Jetty (Shallows),20,230,No,20,230,No,No
Shellharbour,568,The Middy / Redsands,20,30,No,20,30,No,No
Shellharbour,569,Bushrangers Bay,20,100,No,20,100,No,No
Shellharbour,570,Maloneys,40,40,No,40,40,No,No
Shellharbour,571,Killalea / The Farm,120,600,No,120,600,No,No
Shellharbour,572,Minnamurra / Mystics,100,1650,No,100,1650,No,No
Kiama,573,Jones / Boyds,80,1000,Yes,80,1000,Yes,No
Kiama,574,The Boneyard  / Cathederal Rocks,20,50,No,20,50,No,No
Kiama,575,Kiama / Bombo,80,1200,Yes,80,1200,Yes,No
Kiama,576,Black,30,250,Yes,30,250,Yes,No
Kiama,577,Surf,50,250,Yes,50,250,Yes,No
Kiama,578,Kendalls,70,350,Yes,70,350,Yes,No
Kiama,579,Easts,80,250,Yes,80,250,Yes,No
Kiama,580,Loves Bay,20,70,No,20,70,No,No
Kiama,581,Werri ,80,850,Yes,80,850,Yes,No
Kiama,582,Gerringong Harbour / Boat Harbour ,20,30,No,20,30,No,No
Kiama,583,Walkers,50,300,No,50,300,No,No
Kiama,584,Gerroa / Seven Mile,200,2000,Yes,200,2000,Yes,No
Shoalhaven,585,Mid Seven Mile ,120,7700,No,120,7700,No,No
Kiama,586,Seven Mile Beach,35,12000,No,35,12000,No,No
Shoalhaven,587,Shoalhaven Heads,100,2700,Yes,100,2700,Yes,No
Shoalhaven,588,Comerong Island,120,5500,No,120,5500,No,No
Shoalhaven,589,Tilbury Cove,30,150,Yes,30,150,Yes,No
Shoalhaven,590,Crookhaven / Culburra,120,3700,Yes,120,3700,Yes,No
Shoalhaven,591,Warrain North,100,3700,Yes,100,3700,Yes,No
Shoalhaven,592,Warrain South,100,6000,No,100,6000,No,No
Shoalhaven,593,Hare Bay,70,3000,No,70,3000,No,No
Shoalhaven,594,Callala Bay,70,2600,No,70,2600,No,No
Shoalhaven,595,Chinamans,100,1800,No,100,1800,No,No
Shoalhaven,596,Wilson,20,50,No,20,50,No,No
Shoalhaven,597,Lobster Bay,20,20,No,20,20,No,No
Shoalhaven,598,Currarong,100,1200,No,100,1200,No,No
Shoalhaven,599,Abrahams Bosom,30,400,No,30,400,No,No
Shoalhaven,600,Callala,120,5500,No,120,5500,No,No
Shoalhaven,601,Cabbage Tree ,60,300,No,60,300,No,No
Shoalhaven,602,Long ,120,2000,No,120,2000,No,No
Shoalhaven,603,Shark Net  / Tapalla Point,40,625,No,40,625,No,No
Shoalhaven,604,Figtree Inlet,15,40,No,15,40,No,No
Shoalhaven,605,Huskisson,30,200,No,30,200,No,No
Shoalhaven,606,Bindijine ,30,300,No,30,300,No,No
Shoalhaven,607,Honeymoon Bay,50,100,No,50,100,No,No
Shoalhaven,608,Collingwood,100,2000,No,100,2000,No,No
Shoalhaven,609,Orion ,30,200,No,30,200,No,No
Shoalhaven,610,Barfleur ,20,60,No,20,60,No,No
Shoalhaven,611,Target,100,200,No,100,200,No,No
Shoalhaven,612,Target North 2 ,20,80,No,20,80,No,No
Shoalhaven,613,Target North 1,20,40,No,20,40,No,No
Shoalhaven,614,Nelson,80,1000,No,80,1000,No,No
Shoalhaven,615,Bream Creek / Boat Harbour ,50,30,No,50,30,No,No
Shoalhaven,616,Silica Cove,30,200,No,30,200,No,No
Shoalhaven,617,Blenheim ,50,100,No,50,100,No,No
Shoalhaven,618,Greenfield ,100,200,No,100,200,No,No
Shoalhaven,619,Chinamans ,60,600,No,60,600,No,No
Shoalhaven,620,Hyams Point,30,50,No,30,50,No,No
Shoalhaven,621,Hyams,80,2800,No,80,2800,No,No
Jervis Bay Territory,622,Hyams,35,3055,No,35,3055,No,No
Jervis Bay Territory,623,Murrays,20,500,No,20,500,No,No
Jervis Bay Territory,624,Captains,30,85,No,30,85,No,No
Jervis Bay Territory,625,Bristol Point,20,90,No,20,90,No,No
Jervis Bay Territory,626,The Wall / Hole in the Wall,15,400,No,15,400,No,No
Jervis Bay Territory,627,Greenpatch / Iluka,25,85,No,25,85,No,No
Jervis Bay Territory,628,Scottish Rocks,15,1000,No,15,1000,No,No
Jervis Bay Territory,629,Cave  ,35,900,No,35,900,No,No
Shoalhaven,630,Bherwerre,30,7000,No,30,7000,No,No
Jervis Bay Territory,631,Mary Cove,40,600,No,40,600,No,No
Jervis Bay Territory,632,Summercloud Bay,15,300,No,15,300,No,No
Jervis Bay Territory,633,Steamers,30,600,No,30,600,No,No
Jervis Bay Territory,634,Whiting South,10,50,No,10,50,No,No
Jervis Bay Territory,635,Whiting ,5,50,No,5,50,No,No
Jervis Bay Territory,636,Whiting North,5,70,No,5,70,No,No
Jervis Bay Territory,637,Blackharbour,10,30,No,10,30,No,No
Jervis Bay Territory,638,Kittys North,10,30,No,10,30,No,No
Shoalhaven,639,Sussex Inlet,20,100,No,20,100,No,No
Jervis Bay Territory,640,Kittys ,20,50,No,20,50,No,No
Shoalhaven,641,Cudmirrah,100,3000,Yes,100,3000,Yes,No
Shoalhaven,642,Berrara / Kirbys,40,600,No,40,600,No,No
Shoalhaven,643,Berrara Point,20,50,No,20,50,No,No
Shoalhaven,644,Berrara South,60,1300,No,60,1300,No,No
Shoalhaven,645,Bangalay,60,200,No,60,200,No,No
Shoalhaven,646,Monument,60,500,No,60,500,No,No
Shoalhaven,647,Flat Rock,40,70,Yes,40,70,Yes,No
Shoalhaven,648,Dee,100,200,No,100,200,No,No
Shoalhaven,649,Washerwoman,100,900,No,100,900,No,No
Shoalhaven,650,Boat Harbour,50,380,No,50,380,No,No
Shoalhaven,651,Red Head / One Tree ,20,200,No,20,200,No,No
Shoalhaven,652,Bendalong / Inyadda,100,1300,No,100,1300,No,No
Shoalhaven,653,Manyana,80,1500,No,80,1500,No,No
Shoalhaven,654,Cunjurong Point,120,700,No,120,700,No,No
Shoalhaven,655,Conjola,80,3100,No,80,3100,No,No
Shoalhaven,656,Buckleys,80,1500,No,80,1500,No,No
Shoalhaven,657,Narrawallee,70,1300,Yes,70,1300,Yes,No
Shoalhaven,658,Jones,0,40,No,0,40,No,No
Shoalhaven,659,Mollymook North,30,666.6666667,Yes,30,666.6666667,Yes,No
Shoalhaven,660,Mollymook Mid,30,666.6666667,No,30,666.6666667,No,No
Shoalhaven,661,Mollymook,80,666.6666667,Yes,80,666.6666667,Yes,No
Shoalhaven,662,Golf Course Reef,20,300,No,20,300,No,No
Shoalhaven,663,Collers,25,100,No,25,100,No,No
Shoalhaven,664,Ulladulla Harbour North,15,250,No,15,250,No,No
Shoalhaven,665,Ulladulla Harbour,30,500,No,30,500,No,No
Shoalhaven,666,Ulladulla Harbour Sea Pool,20,300,No,20,300,No,No
Shoalhaven,667,Warden Head North,20,30,No,20,30,No,No
Shoalhaven,668,Warden Head South,20,60,No,20,60,No,No
Shoalhaven,669,Ulladulla / Bombie,180,60,No,180,60,No,No
Shoalhaven,670,Rennies,50,450,No,50,450,No,No
Shoalhaven,671,Racecourse,60,400,No,60,400,No,No
Shoalhaven,672,Racecourse South / Supertubes / Dolphin Point (?),120,1300,No,120,1300,No,No
Shoalhaven,673,Burrill,90,1400,No,90,1400,No,No
Shoalhaven,674,Wairo ,90,4700,No,90,4700,No,No
Shoalhaven,675,Tabourie,80,2000,No,80,2000,No,No
Shoalhaven,676,Stokes Island,60,250,No,60,250,No,No
Shoalhaven,677,Sunburnt,70,300,No,70,300,No,No
Shoalhaven,678,Termeil Lake,100,1500,No,100,1500,No,No
Shoalhaven,679,Meroo,80,800,No,80,800,No,No
Shoalhaven,680,Nuggan Point,20,50,No,20,50,No,No
Shoalhaven,681,North,80,600,No,80,600,No,No
Shoalhaven,682,Bawley ,100,300,No,100,300,No,No
Shoalhaven,683,Cormorant,80,300,No,80,300,No,No
Shoalhaven,684,Gannet,60,300,No,60,300,No,No
Shoalhaven,685,Murramarang,70,800,No,70,800,No,No
Shoalhaven,686,Cat and Kitten,30,150,No,30,150,No,No
Shoalhaven,687,Bull Pup,40,300,No,40,300,No,No
Shoalhaven,688,Racecourse,90,1300,No,90,1300,No,No
Shoalhaven,689,Shelly  (Shoalhaven),60,400,No,60,400,No,No
Shoalhaven,690,Avenue,80,750,No,80,750,No,No
Shoalhaven,691,Kioloa,80,550,No,80,550,No,No
Shoalhaven,692,Boat Ramp,20,25,No,20,25,No,No
Shoalhaven,693,Merry ,100,300,No,100,300,No,No
Shoalhaven,694,Pretty ,80,200,No,80,200,No,No
Shoalhaven,695,O'hara Island,30,300,No,30,300,No,No
Shoalhaven,696,O'Hara (S1),50,200,No,50,200,No,No
Shoalhaven,697,Singing Stones,15,23,No,15,23,No,No
Shoalhaven,698,O'Hara (S2),65,150,No,65,150,No,No
Shoalhaven,699,O'Hara (S3),30,100,No,30,100,No,No
Shoalhaven,700,Dawson Island North,50,300,No,50,300,No,No
Shoalhaven,701,Dawson Island South,25,200,No,25,200,No,No
Shoalhaven,702,Snake Bay North,35,50,No,35,50,No,No
Shoalhaven,703,Snake Bay South,25,50,No,25,50,No,No
Shoalhaven,704,Burns Bay,30,130,No,30,130,No,No
Shoalhaven,705,Pebbly ,100,500,No,100,500,No,No
Shoalhaven,706,Depot ,60,500,No,60,500,No,No
Shoalhaven,707,Tranquillity Bay,30,70,No,30,70,No,No
Shoalhaven,708,Durras North,80,1500,No,80,1500,No,No
Eurobodalla,709,Durras,80,2000,No,80,2000,No,No
Eurobodalla,710,Durras South / Cookies,60,800,No,60,800,No,No
Eurobodalla,711,Beagle Bay / Mills,40,250,No,40,250,No,No
Eurobodalla,712,Emily Miller,40,300,No,40,300,No,No
Eurobodalla,713,Dark,30,100,No,30,100,No,No
