Beach_FID,Beach_Name,total_visit_base1,% total,international_visit_beach_base,% international,interstate_visit_beach_base,% interstate,domestic_visit_beach,% domestic
49,South Ballina,48225.939820535124,0.03532826069805457,502.93356894557127,0.013444720012522003,616.0304371075706,0.024386490355288278,47106.975814481986,0.03616901621545734
490,Sandringham (N),89524.24100807095,0.06558162965611863,933.6209144887887,0.024958110908072928,1143.5683270280397,0.04526987028209571,87447.05176655413,0.06714236646806944
491,Towra Point,122998.34402738365,0.0901033257080898,1282.7120915898083,0.034290224381438784,1571.1611617453855,0.06219677504476427,120144.47077404844,0.09224763926127835
492,Towra (E),115362.35176970002,0.08450952440174585,1203.0786649963902,0.03216141614453603,1473.6202187226925,0.05833547027314101,112685.65288598095,0.08652071452291042
493,Sandringham,95262.69932611042,0.06978537876332201,993.4655402830583,0.0265579131239898,1216.8704751902244,0.048171645943655896,93052.36331063714,0.07144615801115341
494,Towra (W),118288.51330289787,0.08665310517744727,1233.5947082021582,0.032977189205085064,1510.9985378399797,0.05981514719126614,115543.92005685574,0.08871530905724472
495,Sandringham (S),79881.27122354413,0.058517602459987855,833.0573334157484,0.022269785303126274,1020.3905742774862,0.04039369388155704,78027.8233158509,0.05991022683948716
496,Kurnell / Silver,92451.34492621663,0.0677259007827233,964.1467855388062,0.025774146692413766,1180.9586840198347,0.046750023737568515,90306.23945665799,0.06933766778254291
497,Taren Point ,118324.6528721099,0.08667957948001948,1233.9715967105335,0.032987264413390734,1511.4601789132566,0.05983342194670506,115579.22109648612,0.0887424134054381
498,Pelican Point,115653.22554851815,0.08472260609028434,1206.1120986264668,0.03224250770085917,1477.3357938213899,0.05848255689557182,112969.77765607029,0.08673886721131577
499,Taren Point (S),107864.23910119766,0.07901672778477994,1124.8831424465095,0.03007104681579915,1377.840527505713,0.05454388730028946,105361.51543124544,0.08089719822231345
5,Fingal,109282.4162,0.08005562366631061,1139.6728774388346,0.03046641482920915,1395.9560947984126,0.055261019247759856,106746.78722776276,0.08196081814706453
50,Beswicks,39848.38964698767,0.029191225781918177,415.56666176901587,0.011109175761993146,509.0169519477953,0.020150200771955652,38923.80603327086,0.029885929785199293
500,Green Hills,116600.46996039173,0.08541651682902739,1215.9906207351094,0.032506586243412336,1489.4357423400827,0.05896155153621985,113895.04359731653,0.08744929190434514
501,Boat Harbour (Sutherland),127879.52894054854,0.09367907298786124,1333.6164753757291,0.0356510307178433,1633.5126366331706,0.06466505185285233,124912.39982853964,0.09590848354823056
502,Wanda,1785774.808,1.3081822396787937,18623.29901423791,0.4978491324030172,22811.201599009095,0.9030156860409055,1744340.307386753,1.3393148630813052
503,Elouera,1160284.181,0.8499745610502839,12100.248669345734,0.3234710615605208,14821.284434275738,0.5867228113054022,1133362.6478963788,0.8702025821227845
504,North Cronulla,2458006.179,1.800630188074942,25633.79427534258,0.6852578713588873,31398.17754713168,1.2429440297169139,2400974.207177526,1.8434822768988168
505,South Cronulla,2499148.389,1.8307692113056557,26062.853793655904,0.696727746206423,31923.721553203675,1.2637484787560387,2441161.8136531403,1.8743385601805396
506,Gunnamatta Park ,106348.60935045483,0.07790644225887361,1109.0771035683094,0.02964851036099465,1358.4801156336414,0.053777476309934055,103881.05213125287,0.07976048969500954
507,BlackwoodÃ¢ÂÂs,109563.03178013864,0.0802611906372803,1142.599331453875,0.03054464654268222,1399.5406333088897,0.05540291858998123,107020.89181537587,0.08217127727976611
508,Shelly,116312.06819581488,0.08520524603238422,1212.9829669851022,0.0324261838502131,1485.7517443556776,0.05881571494129863,113613.3334844741,0.087232993204136
509,Lugano Ave,106777.07092411816,0.07822031488074072,1113.545398208095,0.029767959477289118,1363.953215203915,0.05399413717901496,104299.57231070615,0.08008183197808788
51,Robins,47287.25427761083,0.03464061982060705,493.1443046621305,0.013183027563367379,604.0398182110579,0.023911823691987216,46190.070154737645,0.0354650105962908
510,Darook Park,107849.15125025267,0.07900567507054479,1124.7257958659845,0.030066840533199007,1377.6477977124293,0.05453625780187189,105346.77765667425,0.08088588247133967
511,Oak Park ,108527.87725238128,0.07950288070790465,1131.8040216477311,0.030256059884813405,1386.3177350391768,0.054879470296359,106009.75549569436,0.08139492079943024
512,Deeban Spit ,109408.35422602149,0.08014788047730573,1140.9862465742979,0.03050152459596505,1397.5648069874514,0.05532470253663538,106869.80317245974,0.08205527052108293
513,Jibbon,101261.23853446794,0.07417965200608252,1056.022470096054,0.028230222268002692,1293.494855021549,0.051204937137042585,98911.72120935033,0.07594500785635135
514,Gunyah,88269.21672283085,0.06466225254711158,920.5326502633949,0.024608227625616253,1127.5368476645656,0.044635240086363846,86221.14722490289,0.06620110966949662
515,Bonnie Vale,93532.4647654676,0.0685178829331807,975.4214535128423,0.026075547838618564,1194.7687358222036,0.047296715385899676,91362.27457613255,0.0701484978284111
516,Horderns ,99544.27530610182,0.07292187818629968,1038.1167859890384,0.027751556845139375,1271.5626415280628,0.050336717515719505,97234.59587858472,0.07465730105210416
517,Marley,113194.0758085248,0.0829211381783403,1180.4663785034577,0.03155693102063031,1445.9230086091413,0.05723903459948521,110567.68642141219,0.08489452727407344
518,Little Marley,95118.4143441573,0.06967968175718334,991.9608363583866,0.026517688481575562,1215.0274019223643,0.04809868511937943,92911.42610587656,0.07133794558706526
519,Wattamolla,131532.85877209474,0.09635534615506422,1371.71593424687,0.0366695281671685,1680.179687216331,0.06651243716111636,128480.96315063155,0.09864844769220238
52,Patches,25728.076989726076,0.018847288710911358,268.3102419714709,0.007172629354134149,328.6463379023541,0.013009959032522743,25131.12040985225,0.01929582372675078
520,Garie,152534.2656,0.11174007848383087,1590.733179491679,0.04252442774447033,1948.4482969357668,0.07713225311415058,148995.08412357257,0.11439931179008517
