LGA_FID,LGA_Name,Beach_ID,Beach_Name,Driving_d
8888,CBD,597,Lobster Bay,195907.6
8888,CBD,598,Currarong,192749.4
8888,CBD,599,Abrahams Bosom,195789.9
8888,CBD,600,Callala,186609.9
8888,CBD,601,Cabbage Tree ,197978
8888,CBD,602,Long ,196043.8
8888,CBD,603,Shark Net  / Tapalla Point,186919.4
8888,CBD,604,Figtree Inlet,197237.8
8888,CBD,605,Huskisson,187694.1
8888,CBD,606,Bindijine ,199679.7
8888,CBD,607,Honeymoon Bay,200202.6
8888,CBD,608,Collingwood,189128.3
8888,CBD,609,Orion ,191280.6
8888,CBD,610,Barfleur ,191898.2
8888,CBD,611,Target,200791
8888,CBD,612,Target North 2 ,200791
8888,CBD,613,Target North 1,200791
8888,CBD,614,Nelson,192194.4
8888,CBD,615,Bream Creek / Boat Harbour ,202387.2
8888,CBD,616,Silica Cove,200791
8888,CBD,617,Blenheim ,192658.9
8888,CBD,618,Greenfield ,193378.1
8888,CBD,619,Chinamans ,193524.5
8888,CBD,620,Hyams Point,193054.9
8888,CBD,621,Hyams,193346.7
8888,CBD,622,Hyams,193346.7
8888,CBD,623,Murrays,202412.1
8888,CBD,624,Captains,197633.9
8888,CBD,625,Bristol Point,199535.9
8888,CBD,626,The Wall / Hole in the Wall,200887.2
8888,CBD,627,Greenpatch / Iluka,198651.2
8888,CBD,628,Scottish Rocks,199770.5
8888,CBD,629,Cave  ,198797.7
8888,CBD,630,Bherwerre,198824.9
8888,CBD,631,Mary Cove,200935.4
8888,CBD,632,Summercloud Bay,201086.7
8888,CBD,633,Steamers,200717
8888,CBD,634,Whiting South,201482.8
8888,CBD,635,Whiting ,201423.2
8888,CBD,636,Whiting North,201482.8
8888,CBD,637,Blackharbour,201482.8
8888,CBD,638,Kittys North,201482.8
8888,CBD,639,Sussex Inlet,209009.4
8888,CBD,640,Kittys ,201482.8
8888,CBD,641,Cudmirrah,208795.7
8888,CBD,642,Berrara / Kirbys,210858.6
8888,CBD,643,Berrara Point,211601.3
8888,CBD,644,Berrara South,211799.7
8888,CBD,645,Bangalay,215608.7
