var,coeff
const,13.86413545410329
Iconic,1.0268891183289117
National_Park,-0.9242230087454065
Surf,-0.7763808080964126
N_LENGTH,-1.6140812259986148
Main,-0.33975226536952946
Patrolled,0.7049396517526257
Bay,-0.7830661178354996
N_WIDTH,1.289414867282103
N_POP,0.45978590828731836
N_INCOME,1.397052831547868
ln_DIST,-0.23520617180786335
