ID,Column1,Beach,LGA,New Count,CONF,Patrolled,Iconic,Main,National_Park,Open_Coast,Surf,Bay,Length (m),Mean Width (m),Latitude,Longitude,Changing room,Restaurant,Park
741,OEH718,Pretty Point Bay,Eurobodalla,,,0,0,0,0,0,0,1,100,20,-35.80113,150.23024,0,0,0
742,OEH719,McKenzies ,Eurobodalla,,,0,0,0,0,0,1,0,250,60,-35.80422,150.22678,0,0,0
743,,Rosedale North,Eurobodalla,,,0,0,0,0,0,0,1,200,20,-35.80879,150.22449,0,0,0
744,OEH722,Rosedale,Eurobodalla,,,0,0,0,0,0,1,0,700,60,-35.81392,150.22632,0,0,0
745,OEH720,Jimmies Island,Eurobodalla,,,0,0,0,0,0,0,1,50,20,-35.81798,150.23028,0,0,0
746,OEH723,Nuns ,Eurobodalla,,,0,0,0,0,0,0,1,60,30,-35.81868,150.2276,0,0,0
747,OEH724,Black,Eurobodalla,,,0,0,0,0,0,0,1,50,30,-35.82079,150.22521,1,0,1
748,OEH726,Guerilla Bay North,Eurobodalla,,,0,0,0,0,0,0,1,100,20,-35.82444,150.22604,0,0,0
749,OEH725,Guerilla Bay,Eurobodalla,,,0,0,0,0,0,0,1,200,60,-35.82763,150.22524,0,0,0
750,,Barlings,Eurobodalla,,,0,0,0,0,0,1,0,1200,80,-35.8288,150.19909,0,0,0
751,OEH728,Burrewarra Point 3 / Little Paddock,Eurobodalla,,,0,0,0,0,0,1,0,150,30,-35.83093,150.21721,0,0,0
752,OEH729,Burrewarra Point 2,Eurobodalla,,,0,0,0,0,0,0,1,30,20,-35.83101,150.22139,0,0,0
753,OEH732,Tomakin Cove,Eurobodalla,,,0,0,0,0,0,0,1,300,60,-35.83151,150.19196,1,0,1
754,OEH731,Burrewarra Point 4 ,Eurobodalla,,,0,0,0,0,1,0,0,300,30,-35.83156,150.21175,0,0,0
755,OEH730,Burrewarra Point 1,Eurobodalla,,,0,0,0,0,0,0,1,60,190,-35.83215,150.22668,0,0,0
756,OEH733,Tomakin,Eurobodalla,,,0,0,0,0,0,1,0,1000,60,-35.83318,150.18666,0,0,0
757,OEH734,Broulee,Eurobodalla,,,0,0,0,0,0,1,0,2000,80,-35.8497,150.17811,0,0,0
758,OEH735,Broulee Spit,Eurobodalla,,,0,0,0,0,0,0,1,200,100,-35.85787,150.18153,0,0,0
759,OEH736,Bengello  / South Broulee / South,Eurobodalla,111894.7235,B,1,0,1,0,0,0,0,5000,100,-35.85893,150.175651,1,1,1
760,OEH737,North Head / Airport,Eurobodalla,,,0,0,0,0,0,1,0,1000,25,-35.902668,150.150319,0,0,0
761,OEH739,Moruya Heads 1,Eurobodalla,,,0,0,0,0,0,0,1,200,30,-35.90858,150.1541,0,0,0
762,,Moruya Heads 2,Eurobodalla,,,0,0,0,0,0,0,1,150,30,-35.90858,150.1541,0,0,0
763,OEH741,Shelly ,Eurobodalla,,,0,0,0,0,0,0,1,200,20,-35.90895,150.15717,0,0,0
764,OEH742,Moruya (Heads),Eurobodalla,12039.67155,B,1,0,1,0,0,0,0,2500,120,-35.913606,150.157484,1,1,0
765,OEH743,Pedro,Eurobodalla,,,0,0,0,0,0,1,0,2500,90,-35.94245,150.15575,0,0,0
766,OEH744,Congo,Eurobodalla,,,0,0,1,0,0,0,0,1300,70,-35.96065,150.15616,0,0,0
767,OEH745,Congo Point South 1,Eurobodalla,,,0,0,0,1,0,0,0,100,20,-35.97029,150.15306,0,0,0
768,OEH746,Congo Point South 2,Eurobodalla,,,0,0,0,0,0,1,0,200,40,-35.97335,150.15209,0,0,0
769,OEH747,Meringo,Eurobodalla,,,0,0,0,0,0,1,0,1000,50,-35.97994,150.15143,0,0,0
770,OEH748,Koonwarra / Meringo  South,Eurobodalla,,,0,0,0,0,0,1,0,1000,50,-35.98974,150.15327,0,0,0
771,OEH749,Mullimburra Point / Family / Honeymoon,Eurobodalla,,,0,0,0,0,0,1,0,150,100,-35.99323,150.16083,0,0,1
772,OEH750,Mullimburra Point South 1,Eurobodalla,,,0,0,0,0,0,1,0,60,20,-35.99532,150.16133,0,0,1
773,,Mullimburra Point South 2,Eurobodalla,,,0,0,0,0,0,1,0,100,30,-35.99722,150.15993,0,0,1
774,OEH752,Mullimburra Point South 3,Eurobodalla,,,0,0,0,0,0,1,0,300,70,-36.00036,150.15904,0,0,0
775,OEH753,Kellys Lake,Eurobodalla,,,0,0,0,0,0,1,0,1000,50,-36.00749,150.15776,0,0,0
776,OEH754,Bingie Bingie Point ,Eurobodalla,,,0,0,0,0,0,1,0,200,50,-36.01446,150.16006,0,0,0
777,OEH755,Bingie ,Eurobodalla,,,0,0,0,0,0,1,0,4200,30,-36.03352,150.14709,0,0,0
778,OEH756,Coila Bar,Eurobodalla,,,0,0,0,0,0,1,0,1200,120,-36.04722,150.15556,1,0,1
779,OEH757,Coila South  (Stonesys),Eurobodalla,,,0,0,0,0,0,1,0,40,20,-36.05358,150.14226,0,0,0
780,OEH758,Tarandore Point / Plantation ,Eurobodalla,,,0,0,0,0,0,1,0,250,100,-36.058201,150.141901,0,0,0
781,OEH759,One Tree,Eurobodalla,,,0,0,1,0,0,0,0,250,100,-36.0616,150.14107,0,0,0
782,OEH760,Tuross Head,Eurobodalla,,,0,0,1,0,0,0,0,250,50,-36.06419,150.13823,0,0,0
783,OEH761,Tuross Entrance,Eurobodalla,,,0,0,1,0,0,0,0,100,100,-36.06635,150.13576,0,0,0
784,OEH762,South Tuross,Eurobodalla,,,0,0,0,0,0,1,0,1200,100,-36.07656,150.13361,0,0,0
785,OEH763,Blackfellows Point,Eurobodalla,,,0,0,0,0,0,1,0,250,100,-36.08148,150.13297,0,0,0
786,OEH764,Piccaninny,Eurobodalla,,,0,0,0,0,0,1,0,100,50,-36.08482,150.13409,0,0,0
787,OEH765,Potato,Eurobodalla,,,0,0,0,0,0,1,0,900,80,-36.09082,150.1347,1,0,1
788,OEH766,Jemisons,Eurobodalla,,,0,0,0,0,0,1,0,750,60,-36.09891,150.13722,0,0,0
789,,Brou,Eurobodalla,,,0,0,0,0,0,1,0,2500,100,-36.12778,150.12583,0,0,0
790,OEH768,Dalmeny,Eurobodalla,,,0,0,1,0,0,0,0,4000,100,-36.16167,150.12583,0,0,0
791,OEH769,Joshs,Eurobodalla,,,0,0,0,0,0,1,0,50,20,-36.16934,150.13178,0,0,0
792,OEH770,Yabbara,Eurobodalla,,,0,0,0,0,0,1,0,300,80,-36.17554,150.13295,0,0,0
793,OEH771,Duesburys,Eurobodalla,,,0,0,0,0,0,1,0,500,60,-36.18148,150.13228,0,0,0
794,OEH772,Kianga,Eurobodalla,,,0,0,0,0,0,1,0,500,50,-36.18899,150.13222,0,0,1
795,OEH773,Kianga South,Eurobodalla,,,0,0,0,0,0,1,0,400,40,-36.19564,150.13216,0,0,0
796,OEH774,Carters,Eurobodalla,,,0,0,0,0,0,1,0,200,100,-36.20015,150.1315,0,0,1
797,OEH775,Bar ,Eurobodalla,,,0,0,0,0,0,0,1,750,150,-36.20571,150.13169,1,1,0
798,OEH779,Wagonga Inlet / Bar South,Eurobodalla,,,0,0,0,0,0,0,1,200,50,-36.21088,150.1313,1,0,1
799,OEH776,Smugglers Cove,Eurobodalla,,,0,0,1,0,0,0,0,700,50,-36.22055,150.14034,0,0,0
800,OEH780,Narooma,Eurobodalla,23392.4601,B,1,0,1,0,0,0,0,750,120,-36.22371,150.1409,1,1,1
801,OEH781,Glass House Rocks North,Eurobodalla,,,0,0,0,0,0,1,0,700,40,-36.23076,150.14329,0,0,0
802,OEH782,Glass House Rocks South 1,Eurobodalla,,,0,0,0,0,0,1,0,250,20,-36.23507,150.14573,0,0,0
803,,Glass House Rocks South 2,Eurobodalla,,,0,0,0,0,0,1,0,50,90,-36.23696,150.14636,0,0,0
804,,Bullengella,Eurobodalla,,,0,0,0,0,0,1,0,650,80,-36.24114,150.14494,0,0,0
805,OEH783,Handkerchief,Eurobodalla,,,0,0,0,0,0,1,0,1000,50,-36.2481,150.14317,0,0,0
806,OEH786,Barunga Point,Eurobodalla,,,0,0,0,1,0,0,0,150,30,-36.25637,150.14448,0,0,0
807,OEH787,Bogola Head,Eurobodalla,,,0,0,0,0,0,1,0,250,40,-36.25965,150.14442,0,0,0
808,OEH788,Fuller North,Eurobodalla,,,0,0,0,0,0,1,0,700,50,-36.26804,150.14568,0,0,0
809,OEH789,Fuller South,Eurobodalla,,,0,0,0,0,0,1,0,1200,60,-36.27399,150.13968,0,0,0
810,OEH790,Loader,Eurobodalla,,,0,0,0,0,0,1,0,1200,50,-36.28483,150.13289,0,0,0
811,OEH791,Corunna Point / Billies,Eurobodalla,,,0,0,0,0,0,0,1,100,40,-36.29339,150.13212,0,0,0
812,OEH792,Mystery Bay,Eurobodalla,,,0,0,0,1,0,0,0,800,30,-36.30244,150.13441,0,0,0
813,OEH793,Cape Dromedary South 1,Eurobodalla,,,0,0,0,0,0,1,0,1300,20,-36.30746,150.13599,0,0,0
814,OEH794,Cape Dromedary South 2,Eurobodalla,,,0,0,0,0,0,1,0,100,30,-36.31395,150.13194,0,0,0
815,OEH795,Cape Dromedary South 3,Eurobodalla,,,0,0,0,0,0,1,0,200,30,-36.31714,150.12887,0,0,0
816,,Tilba Tilba North,Eurobodalla,,,0,0,0,0,0,1,0,150,50,-36.32038,150.12442,0,0,0
817,OEH797,Tilba Tilba,Eurobodalla,,,0,0,0,0,0,1,0,1000,60,-36.32456,150.11846,0,0,0
818,OEH798,Tilba Tilba Head,Eurobodalla,,,0,0,0,0,0,1,0,50,20,-36.32979,150.11413,0,0,0
819,OEH799,Little Lake,Eurobodalla,,,0,0,0,0,0,1,0,1800,60,-36.33668,150.10538,0,0,0
820,OEH800,Wallaga Lake,Eurobodalla,,,0,0,0,0,0,1,0,3300,60,-36.35615,150.08854,0,0,0
821,,Pebbly,Bega Valley,,,0,0,0,0,0,0,1,300,20,-36.37507,150.0812,0,0,0
822,OEH803,Camel Rock,Bega Valley,68308.64105,B,1,0,0,0,0,1,0,1000,55,-36.37902,150.0775,0,0,0
823,,Haywards,Bega Valley,,,0,0,0,0,1,0,0,2500,60,-36.39497,150.06849,0,0,1
824,OEH804,Haywards Point,Bega Valley,,,0,0,0,0,1,0,0,600,60,-36.41082,150.06535,0,0,0
825,OEH805,Keatings Head,Bega Valley,,,0,0,0,0,1,0,0,300,85,-36.41586,150.0665,0,0,0
826,OEH806,Morehead,Bega Valley,,,0,0,0,0,1,0,0,750,30,-36.42033,150.06826,0,0,0
827,OEH807,Bermagui Inlet 1,Bega Valley,,,0,0,0,0,0,0,1,38,15,-36.42364,150.07223,0,0,0
828,OEH809,Bermagui Inlet 2,Bega Valley,,,0,0,0,0,0,0,1,50,17,-36.4242,150.0733,0,0,0
829,OEH810,Horseshoe Bay,Bega Valley,90985.84809,B,1,0,1,0,0,0,0,500,40,-36.42459,150.07649,1,1,1
830,OEH811,Beares North,Bega Valley,,,0,0,0,0,1,0,0,200,30,-36.43293,150.07877,0,0,0
831,OEH812,Beares,Bega Valley,,,0,0,0,0,1,0,0,700,40,-36.4366,150.07576,0,0,0
832,OEH813,Breakaway,Bega Valley,,,0,0,0,0,1,0,0,80,30,-36.44423,150.0724,0,0,0
833,OEH808,Zane Grey Pool,Bega Valley,,,0,0,0,0,1,0,0,80,20,-36.45025,150.07141,0,0,0
834,,Jerimbut Point,Bega Valley,,,0,0,0,0,1,0,0,80,20,-36.453,150.07114,0,0,0
835,,Jaggers,Bega Valley,,,0,0,0,0,1,0,0,200,50,-36.46045,150.07004,0,0,0
836,,Baragoot,Bega Valley,,,0,0,0,1,0,0,0,3000,60,-36.47277,150.06018,0,0,1
837,OEH817,Cuttagee,Bega Valley,,,0,0,0,0,1,0,0,900,60,-36.49242,150.05445,0,0,0
838,OEH818,Mills,Bega Valley,,,0,0,0,0,1,0,0,200,30,-36.49659,150.05612,0,0,0
839,OEH819,Barragga Bay,Bega Valley,,,0,0,0,0,1,0,0,350,50,-36.50219,150.05851,0,0,0
840,OEH820,Armonds Bay,Bega Valley,,,0,0,0,0,1,0,0,250,50,-36.51026,150.05917,0,0,0
841,OEH821,Murrah - Bunga,Bega Valley,,,0,0,0,0,1,0,0,2000,60,-36.53476,150.05532,0,0,0
842,OEH822,Bunga North,Bega Valley,,,0,0,0,1,0,0,0,200,30,-36.55554,150.06367,0,0,0
843,OEH823,Bunga,Bega Valley,,,0,0,0,1,0,0,0,800,50,-36.56279,150.06037,0,0,0
844,OEH824,Bunga South,Bega Valley,,,0,0,0,1,0,0,0,350,40,-36.57129,150.05612,0,0,0
845,OEH825,Aragunnu Bay,Bega Valley,,,0,0,0,1,0,0,0,700,60,-36.58757,150.04544,0,0,0
846,OEH826,Bengunnu Point North,Bega Valley,,,0,0,0,1,0,0,0,70,20,-36.60193,150.03837,0,0,0
847,,Begunnu Point 1,Bega Valley,,,0,0,0,1,0,0,0,80,30,-36.6029,150.03747,0,0,0
848,OEH829,Begunnu Point 2,Bega Valley,,,0,0,0,1,0,0,0,50,30,-36.60558,150.03506,0,0,0
849,OEH830,Picnic North,Bega Valley,,,0,0,0,1,0,0,0,200,40,-36.60812,150.03329,0,0,0
850,,Picnic ,Bega Valley,,,0,0,0,1,0,0,0,500,40,-36.61221,150.03028,0,0,0
851,OEH831,Picnic Point,Bega Valley,,,0,0,0,1,0,0,0,60,20,-36.61546,150.02995,0,0,0
852,OEH832,Bithry Inlet North,Bega Valley,,,0,0,0,0,1,0,0,200,30,-36.61977,150.02811,0,0,0
853,OEH833,Bithry Inlet,Bega Valley,,,0,0,0,0,1,0,0,200,20,-36.62306,150.02492,0,0,0
854,,Penders ,Bega Valley,,,0,0,0,1,0,0,0,1000,30,-36.63264,150.01882,0,0,0
855,OEH835,Middle North,Bega Valley,,,0,0,0,1,0,0,0,800,60,-36.64687,150.01153,0,0,0
856,,Middle South,Bega Valley,,,0,0,0,1,0,0,0,600,40,-36.65271,150.0079,0,0,0
857,,Gillards,Bega Valley,,,0,0,0,1,0,0,0,1600,40,-36.66203,150.0016,0,0,0
858,,Cowdroys,Bega Valley,,,0,0,0,1,0,0,0,1300,50,-36.67495,149.9954,0,0,0
859,OEH840,Nelson ,Bega Valley,,,0,0,0,1,0,0,0,600,60,-36.68818,149.99274,0,0,0
860,,Moon Bay,Bega Valley,,,0,0,0,1,0,0,0,100,30,-36.69463,149.98979,0,0,0
861,OEH843,Paspalum Point,Bega Valley,,,0,0,0,1,0,0,0,60,30,-36.69737,149.98867,0,0,0
862,OEH844,Mogareeka Inlet,Bega Valley,,,0,0,0,0,0,0,1,150,30,-36.69972,149.9858,0,0,0
863,,Tathra,Bega Valley,85454.97764,A,1,0,1,0,0,0,0,3000,60,-36.727086,149.982543,1,1,1
864,OEH845,Kianinny Bay,Bega Valley,,,0,0,0,0,0,0,1,200,10,-36.73694,149.98202,1,0,1
865,OEH846,Boulder Bay,Bega Valley,,,0,0,0,1,0,0,0,60,20,-36.74807,149.98078,0,0,0
866,OEH373,Games Bay,Bega Valley,,,0,0,0,1,0,0,0,50,20,-36.77518,149.97026,0,0,0
867,,Wallagoot Gap,Bega Valley,,,0,0,0,1,0,0,0,20,30,-36.78745,149.96236,0,0,0
868,OEH836,Wallagoot - Bournda,Bega Valley,,,0,0,0,1,0,0,0,4200,50,-36.80318,149.94522,1,0,1
869,OEH849,Bournda Island,Bega Valley,,,0,0,0,1,0,0,0,100,50,-36.8214,149.94043,1,0,1
870,OEH850,North Tura / Dolphin Cove,Bega Valley,,,0,0,0,1,0,0,0,2800,50,-36.83388,149.93494,1,0,1
871,,Tura Head,Bega Valley,,,0,0,0,0,1,0,0,100,40,-36.85524,149.9438,0,0,0
872,,Short Point / Tura,Bega Valley,67029.01446,B,1,0,0,0,0,1,0,3500,80,-36.86812,149.93263,1,0,0
873,,Middle ,Bega Valley,,,0,0,0,0,1,0,0,700,30,-36.89318,149.92953,1,0,1
874,,Bar ,Bega Valley,100644.3875,B,1,0,1,0,0,0,0,50,30,-36.895208,149.924111,1,1,0
875,OEH837,Merimbula,Bega Valley,271974.1978,B,1,0,1,0,0,0,0,3000,70,-36.89667,149.91639,0,0,0
876,OEH856,Pambula,Bega Valley,104476.2121,A,1,0,1,0,0,0,0,3000,60,-36.94185,149.908454,1,0,1
877,OEH854,Shelly,Bega Valley,,,0,0,0,1,0,0,0,40,20,-36.94302,149.9278,1,1,1
878,OEH855,Little / Jigums,Bega Valley,,,0,0,0,0,1,0,0,300,50,-36.94451,149.91323,0,0,0
879,OEH848,Bar Mouth South,Bega Valley,,,0,0,0,1,0,0,0,1000,20,-36.94746,149.92157,0,0,0
880,OEH864,Bar Mouth North,Bega Valley,,,0,0,0,0,0,0,1,150,20,-36.94826,149.91342,0,0,0
881,OEH858,Long  / Haycock,Bega Valley,,,0,0,0,1,0,0,0,2700,80,-36.96222,149.93219,0,0,0
882,,Quondolo,Bega Valley,,,0,0,0,1,0,0,0,1400,60,-36.9804,149.92723,0,0,0
883,OEH859,Pinnacles,Bega Valley,,,0,0,0,1,0,0,0,2800,50,-36.99984,149.92747,0,0,0
884,OEH860,Worang Point,Bega Valley,,,0,0,0,1,0,0,0,100,20,-37.04978,149.93531,0,0,0
885,,Aslings,Bega Valley,55560.40845,B,1,0,1,0,0,0,0,2400,60,-37.05448,149.91432,0,0,1
886,OEH862,Cattle Bay Wharf,Bega Valley,,,0,0,0,0,0,0,1,100,10,-37.06911,149.90193,0,0,0
887,OEH863,Snug Cove,Bega Valley,,,0,0,0,0,0,0,1,50,5,-37.0706,149.90631,0,0,0
888,OEH865,Yallumgo Cove,Bega Valley,,,0,0,0,0,0,0,1,100,10,-37.07119,149.91132,0,0,0
889,,Cocora,Bega Valley,,,0,0,1,0,0,0,0,300,30,-37.07149,149.89802,1,0,0
890,,By ,Bega Valley,,,0,0,0,0,0,0,1,45,13,-37.07415,149.90984,0,0,0
891,OEH867,Bungo,Bega Valley,,,0,0,0,0,0,0,1,200,30,-37.07561,149.89025,0,0,0
892,OEH868,Rixons,Bega Valley,,,0,0,0,0,0,0,1,300,20,-37.07639,149.88654,0,0,0
893,OEH870,Quarantine Bay,Bega Valley,,,0,0,0,0,0,0,1,250,20,-37.0764,149.88372,1,0,0
894,OEH869,Legges,Bega Valley,,,0,0,0,0,0,0,1,500,30,-37.07866,149.87697,0,0,0
895,OEH872,Brandy Creek ,Bega Valley,,,0,0,0,0,0,0,1,100,30,-37.08282,149.87263,0,0,0
896,OEH873,Currawulla,Bega Valley,,,0,0,0,0,0,0,1,350,40,-37.08585,149.87269,0,0,0
897,OEH874,Northcote,Bega Valley,,,0,0,0,0,0,0,1,100,20,-37.08995,149.87347,0,0,0
898,,Boydtown,Bega Valley,,,0,0,0,0,0,0,1,2000,60,-37.09945,149.87648,1,0,1
899,,Torarago Point,Bega Valley,,,0,0,0,0,0,0,1,150,40,-37.09973,149.89497,0,0,0
900,,Moutrys,Bega Valley,,,0,0,0,0,0,0,1,40,30,-37.1013,149.89616,0,0,0
901,,Munganno North,Bega Valley,,,0,0,0,0,0,0,1,20,10,-37.10139,149.9304,0,0,0
902,,Munganno South,Bega Valley,,,0,0,0,0,0,0,1,30,20,-37.10354,149.92861,0,0,0
903,,Edrom 2,Bega Valley,,,0,0,0,0,0,0,1,70,20,-37.10555,149.93005,0,0,0
904,,Edrom 1 ,Bega Valley,,,0,0,0,0,0,0,1,70,20,-37.1076,149.92997,0,0,0
905,,Whale ,Bega Valley,,,0,0,0,0,0,0,1,1500,60,-37.10775,149.90338,0,0,0
906,,Brierly Point,Bega Valley,,,0,0,0,1,0,0,0,200,30,-37.11008,149.91466,0,0,0
907,,Brierly Point East 1,Bega Valley,,,0,0,0,0,1,0,0,200,30,-37.11035,149.91811,0,0,0
908,,Brierly Point East 2,Bega Valley,,,0,0,0,0,1,0,0,200,30,-37.11066,149.92114,0,0,0
909,,Fisheries,Bega Valley,,,0,0,0,0,0,0,1,500,60,-37.11143,149.92719,0,0,0
910,,Leatherjacket Bay,Bega Valley,,,0,0,0,1,0,0,0,660,20,-37.12724,149.97013,0,0,0
911,,Mowarry Point (2),Bega Valley,,,0,0,0,1,0,0,0,100,30,-37.13963,149.99206,0,0,0
912,,Mowarry Point (1),Bega Valley,,,0,0,0,1,0,0,0,30,20,-37.14111,149.98762,0,0,0
913,,Saltwater North,Bega Valley,,,0,0,0,1,0,0,0,50,30,-37.16347,150.00298,0,0,0
914,,Saltwater Creek,Bega Valley,,,0,0,0,1,0,0,0,500,30,-37.16994,150.00348,0,0,0
915,1,Bittangabee Bay,Bega Valley,,,0,0,0,1,0,0,0,50,20,-37.21597,150.0149,0,0,1
916,,Disaster Bay,Bega Valley,,,0,0,0,1,0,0,0,2700,80,-37.24321,149.9773,0,0,0
917,,Wonboyn Bay,Bega Valley,,,0,0,0,1,0,0,0,4200,80,-37.26504,149.95121,0,0,0
918,,Merrica,Bega Valley,,,0,0,0,1,0,0,0,150,30,-37.29573,149.95108,0,0,0
919,,1568,Bega Valley,,,0,0,0,1,0,0,0,30,10,-37.31301,149.96704,0,0,0
920,,Jane Spiers North,Bega Valley,,,0,0,0,1,0,0,0,250,30,-37.33024,149.96875,0,0,0
921,,Jane Spiers,Bega Valley,,,0,0,0,1,0,0,0,2300,60,-37.34513,149.96023,0,0,0
922,,Newtons,Bega Valley,,,0,0,0,1,0,0,0,1900,60,-37.3666,149.95117,0,0,0
923,,Little Creek,Bega Valley,,,0,0,0,1,0,0,0,250,40,-37.40773,149.95354,0,0,0
924,,Nadgee,Bega Valley,,,0,0,0,1,0,0,0,500,50,-37.44031,149.96763,0,0,0
925,,Nadgee Lake,Bega Valley,,,0,0,0,1,0,0,0,1200,60,-37.46601,149.97262,0,0,0
926,,Cape Howe,Bega Valley,,,0,0,0,1,0,0,0,600,40,-37.49668,149.97397,0,0,0
